ダウンロードした時刻：2021/05/16 23:44:09

,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田
2003年3月13日,2.2,10.8,-3.9,--,10.5,--,2.2,963.4,51,晴一時薄曇
2003年3月14日,3.8,11.4,-2.4,--,9.4,--,2.2,962.1,46,薄曇時々晴
2003年3月15日,2.8,4.7,1.4,0.5,--,0,0.8,957.1,78,雨時々曇一時雪
2003年3月16日,4.3,12.3,-0.7,14.0,2.7,0,1.4,955.8,86,晴一時霧後雨
2003年3月17日,4.7,8.3,0.8,3.0,0.2,--,1.8,949.5,85,曇後雨
2003年3月18日,4.3,12.2,-1.0,--,9.9,--,2.1,951.7,66,薄曇
2003年3月19日,2.9,9.1,-1.9,0.0,7.8,--,2.7,951.5,60,晴後時々雨
2003年3月20日,3.5,12.0,-2.8,--,11.0,--,2.2,954.5,48,快晴
2003年3月21日,4.3,12.9,-2.4,--,10.6,--,1.7,960.2,51,晴
2003年3月22日,2.4,5.2,0.3,--,--,--,1.1,960.6,66,曇
2003年3月23日,5.7,15.6,-2.7,--,9.8,--,2.5,960.5,54,晴後薄曇
2003年3月24日,8.2,17.3,-0.3,4.0,8.5,--,2.4,958.3,57,晴後曇
2003年3月25日,7.5,11.4,5.7,28.5,0.7,--,1.1,951.3,91,雨後時々曇、霧を伴う
2003年3月26日,9.4,17.2,3.3,--,10.4,--,2.4,953.5,63,晴
2003年3月27日,9.4,16.9,1.9,6.5,6.4,--,3.2,948.7,73,曇後時々雨、雷を伴う
2003年3月28日,9.1,15.2,3.3,0.5,10.9,--,3.9,944.0,49,晴後時々薄曇
2003年3月29日,6.4,12.1,1.2,--,4.9,--,2.3,945.7,57,曇後一時晴
2003年3月30日,6.6,15.0,-2.1,--,10.7,--,2.4,953.0,50,晴
2003年3月31日,9.3,17.7,1.9,1.0,5.2,--,3.1,951.7,61,晴後雨
2003年4月1日,12.0,19.6,7.8,0.0,6.8,--,2.1,951.4,68,薄曇
2003年4月2日,8.8,10.6,7.8,14.5,--,--,1.2,950.1,93,雨
2003年4月3日,11.5,18.5,6.8,0.0,8.4,--,2.2,949.4,66,薄曇
2003年4月4日,9.8,16.5,5.5,15.0,2.7,--,2.0,948.9,71,曇後時々雨
2003年4月5日,4.8,6.6,3.5,38.0,--,--,1.7,941.3,90,雨
2003年4月6日,7.4,14.2,1.5,--,11.5,--,2.3,949.2,56,晴
2003年4月7日,10.0,20.6,0.0,--,10.7,--,2.6,957.5,47,晴後薄曇
2003年4月8日,12.1,14.6,9.9,15.0,--,--,4.7,948.6,76,雨時々曇、雷を伴う
2003年4月9日,9.9,15.9,2.7,0.0,8.2,--,4.6,948.5,57,晴後薄曇
2003年4月10日,7.1,14.8,0.1,--,11.1,--,2.3,961.1,48,晴後薄曇
2003年4月11日,7.6,13.1,1.3,0.5,2.4,--,3.0,962.7,72,曇後一時雨
2003年4月12日,11.4,14.0,8.5,15.5,--,--,1.8,950.5,93,雨
2003年4月13日,15.3,22.6,9.3,0.5,9.2,--,4.3,944.9,60,薄曇後晴
2003年4月14日,11.7,18.5,6.0,0.0,2.6,--,1.9,952.0,64,曇一時晴
2003年4月15日,10.4,11.9,8.7,5.5,--,--,1.0,956.5,88,雨
2003年4月16日,14.9,23.4,9.4,--,9.6,--,1.9,960.7,67,晴一時曇
2003年4月17日,16.4,26.3,8.2,--,10.8,--,3.1,961.0,51,晴一時曇
2003年4月18日,17.8,31.1,8.1,--,9.1,--,1.8,955.0,46,薄曇
2003年4月19日,16.8,23.3,11.7,0.0,3.8,--,2.9,951.3,66,曇後時々雨
2003年4月20日,17.6,19.1,15.5,56.5,--,--,3.3,949.7,90,大雨、雷を伴う
2003年4月21日,14.5,18.8,6.3,5.0,6.8,--,5.8,950.6,57,曇時々雨後晴
2003年4月22日,11.6,20.2,4.8,--,8.8,--,3.5,961.7,47,晴後曇
2003年4月23日,10.7,12.7,8.1,13.5,--,--,2.1,958.8,87,雨
2003年4月24日,15.2,18.3,11.6,31.5,--,--,2.1,951.9,91,雨後時々曇、霧を伴う
2003年4月25日,17.5,19.7,15.1,24.5,--,--,3.0,951.3,90,雨
2003年4月26日,18.5,22.1,11.6,35.0,2.2,--,4.5,945.5,76,曇一時雨
2003年4月27日,15.6,22.4,10.2,--,11.2,--,2.9,954.3,59,晴
2003年4月28日,17.1,24.0,10.8,--,11.3,--,3.3,959.5,58,晴
2003年4月29日,16.2,23.8,9.0,0.0,9.7,--,3.6,957.2,64,晴
2003年4月30日,14.0,17.6,8.7,27.0,--,--,3.9,946.0,78,雨後一時曇
2003年5月1日,12.4,21.4,4.6,--,12.6,--,3.3,956.4,49,快晴
2003年5月2日,15.1,24.6,6.6,--,12.3,--,2.6,957.5,67,晴後一時薄曇
2003年5月3日,19.5,28.7,12.5,--,11.7,--,2.5,952.8,58,快晴
2003年5月4日,19.5,28.6,11.8,--,10.4,--,1.8,952.3,53,薄曇
2003年5月5日,19.5,29.4,11.9,--,10.0,--,2.7,953.1,60,晴
2003年5月6日,19.3,26.9,12.8,--,6.7,--,2.9,954.2,68,晴後薄曇
2003年5月7日,19.2,20.8,16.8,0.5,--,--,2.2,951.0,80,曇後雨
2003年5月8日,16.8,20.5,9.5,61.0,--,--,3.4,943.3,86,大雨後曇、雷を伴う
2003年5月9日,13.0,20.2,8.4,--,6.7,--,2.7,953.0,65,曇後晴
2003年5月10日,13.5,21.2,5.9,--,10.9,--,2.4,959.4,60,晴一時薄曇
2003年5月11日,12.8,18.4,10.5,2.0,--,--,1.8,962.6,75,曇後雨
2003年5月12日,15.8,22.3,10.2,0.5,5.4,--,2.5,962.8,69,曇時々晴
2003年5月13日,17.1,22.7,13.5,--,2.4,--,2.2,961.9,67,曇
2003年5月14日,15.4,19.0,13.1,7.0,0.9,--,1.6,957.1,79,曇後雨
2003年5月15日,15.3,18.5,13.3,22.5,--,--,1.0,946.5,89,雨時々曇
2003年5月16日,17.9,24.0,14.5,0.5,2.4,--,2.1,945.6,76,曇一時雨
2003年5月17日,17.7,24.3,13.0,--,6.4,--,2.4,948.9,69,薄曇
2003年5月18日,18.9,25.4,14.0,--,4.8,--,2.2,948.5,67,薄曇
2003年5月19日,17.4,20.8,15.6,0.0,1.9,--,1.9,949.5,75,曇
2003年5月20日,15.2,20.9,12.3,10.5,0.8,--,1.6,949.2,86,雨時々曇、雷を伴う
2003年5月21日,17.2,25.0,10.6,--,10.7,--,2.8,951.1,58,晴
2003年5月22日,17.4,26.2,9.1,--,11.0,--,2.5,954.9,58,薄曇
2003年5月23日,16.6,25.1,11.5,5.5,8.7,--,2.1,957.3,68,曇後一時雨、雷を伴う
2003年5月24日,16.8,24.4,10.8,--,6.7,--,2.3,958.8,67,薄曇時々晴
2003年5月25日,17.0,22.6,13.2,--,3.2,--,1.9,957.1,64,薄曇
2003年5月26日,16.2,20.4,13.2,0.0,--,--,1.6,954.7,69,曇
2003年5月27日,16.6,21.2,13.5,1.5,0.5,--,1.5,954.5,77,曇後時々雨
2003年5月28日,19.7,26.1,14.1,--,9.4,--,2.9,956.6,66,晴
2003年5月29日,20.1,27.3,15.0,--,10.3,--,2.9,958.3,63,晴
2003年5月30日,19.7,27.0,14.6,--,11.2,--,2.8,955.3,59,晴時々薄曇
2003年5月31日,16.8,21.0,14.4,44.5,--,--,1.7,943.2,88,大雨
2003年6月1日,19.0,23.0,13.5,4.0,1.1,--,3.5,937.2,74,曇時々雨
2003年6月2日,17.3,26.9,9.4,--,13.2,--,2.4,945.7,54,快晴
2003年6月3日,18.7,27.9,9.8,--,11.9,--,2.1,951.1,50,晴
2003年6月4日,14.8,16.8,12.3,0.0,0.8,--,1.1,949.8,76,曇後一時雨
2003年6月5日,19.2,28.3,10.5,--,9.2,--,2.4,946.8,60,晴
2003年6月6日,19.9,28.6,12.2,--,11.4,--,2.6,950.1,57,晴
2003年6月7日,18.0,25.4,13.6,12.5,2.2,--,1.9,952.1,70,薄曇後一時雨、雷を伴う
2003年6月8日,19.1,28.3,11.7,--,7.9,--,1.8,954.4,68,晴一時薄曇
2003年6月9日,20.0,26.2,14.8,--,5.7,--,2.6,956.0,67,薄曇一時晴
2003年6月10日,19.4,25.2,16.0,0.0,3.6,--,2.0,953.5,65,曇
2003年6月11日,19.9,26.1,15.3,0.0,2.9,--,1.6,950.5,71,曇
2003年6月12日,22.2,29.4,16.0,0.5,7.6,--,2.6,947.8,69,薄曇一時晴
2003年6月13日,21.5,24.5,19.2,11.5,--,--,2.3,946.0,89,雨時々曇
2003年6月14日,20.4,27.1,17.6,11.5,0.8,--,1.8,947.2,81,雨時々曇
2003年6月15日,20.8,25.3,17.7,0.5,--,--,2.1,950.4,79,曇一時雨
2003年6月16日,20.3,22.7,18.2,1.5,--,--,2.3,954.1,81,曇後雨
2003年6月17日,20.6,23.7,17.8,9.5,--,--,2.3,953.6,84,雨後曇
2003年6月18日,19.5,21.2,18.2,6.0,--,--,1.0,952.7,89,雨
2003年6月19日,22.5,27.7,17.9,5.5,1.4,--,2.3,950.6,80,曇後一時雨
2003年6月20日,23.9,28.2,20.3,11.5,1.7,--,4.5,947.6,71,曇後時々雨
2003年6月21日,23.4,30.8,16.0,--,11.5,--,2.8,950.8,58,晴
2003年6月22日,22.3,27.7,18.3,0.5,2.6,--,1.3,951.4,73,曇後一時雨
2003年6月23日,22.4,27.2,19.2,0.0,1.2,--,1.7,947.1,74,曇
2003年6月24日,20.2,22.2,18.5,23.0,--,--,0.8,943.4,90,雨時々曇
2003年6月25日,21.6,26.9,18.0,31.5,2.4,--,2.0,941.6,78,雨一時霧後曇
2003年6月26日,19.8,24.9,15.4,0.0,1.4,--,2.5,944.7,73,曇一時雨
2003年6月27日,21.3,26.8,16.3,8.0,7.4,--,3.2,947.0,67,晴後薄曇
2003年6月28日,21.2,24.2,17.6,26.0,--,--,2.4,943.0,89,雨
2003年6月29日,23.2,29.6,17.6,--,11.2,--,3.4,943.4,64,薄曇
2003年6月30日,22.6,29.1,15.9,--,8.1,--,2.8,946.8,58,薄曇
2003年7月1日,19.0,20.6,17.1,6.0,0.2,--,1.0,947.4,82,曇後雨
2003年7月2日,21.5,28.7,16.0,1.5,9.1,--,2.1,950.1,70,晴
2003年7月3日,20.1,24.0,17.1,19.0,0.9,--,2.6,951.7,78,曇後雨
2003年7月4日,21.4,25.4,17.4,10.0,1.8,--,3.6,943.2,73,曇一時雨
2003年7月5日,22.1,28.7,17.1,4.5,2.7,--,2.5,946.6,68,曇一時晴
2003年7月6日,22.4,27.3,19.0,5.5,1.6,--,2.6,948.5,81,曇
2003年7月7日,21.5,24.1,20.1,9.5,--,--,2.7,949.8,87,雨時々曇
2003年7月8日,21.4,25.6,18.5,3.5,2.2,--,1.4,951.0,84,曇時々雨
2003年7月9日,21.6,24.9,18.3,0.0,0.6,--,2.6,953.7,80,曇
2003年7月10日,22.5,24.5,20.0,2.5,--,--,2.7,951.7,83,曇時々雨
2003年7月11日,23.4,29.4,20.9,17.0,2.3,--,2.4,949.7,82,曇時々雨、雷を伴う
2003年7月12日,24.2,31.1,19.8,49.0,4.9,--,1.8,947.1,78,曇時々晴一時雨
2003年7月13日,21.6,24.2,19.0,28.5,--,--,1.1,944.7,85,曇後雨
2003年7月14日,19.9,22.1,18.4,9.5,--,--,1.2,940.4,88,雨後時々曇
2003年7月15日,21.8,27.3,18.8,0.0,6.1,--,2.6,944.3,76,曇時々晴
2003年7月16日,22.6,28.3,18.6,0.5,7.5,--,2.4,947.8,70,晴一時曇
2003年7月17日,22.2,28.2,18.5,0.0,5.5,--,2.8,951.9,72,曇時々晴一時雨
2003年7月18日,21.4,26.2,17.3,0.0,0.8,--,2.2,953.7,72,曇後時々雨
2003年7月19日,20.9,23.9,18.2,0.0,--,--,1.6,954.0,78,曇
2003年7月20日,23.3,30.0,19.2,3.5,3.4,--,1.9,952.5,76,晴後曇一時雨、雷を伴う
2003年7月21日,22.7,28.4,19.7,14.5,4.5,--,2.0,950.8,79,曇時々雨一時晴
2003年7月22日,23.2,29.5,18.6,0.0,7.6,--,2.5,953.8,73,晴後曇
2003年7月23日,20.3,22.5,18.9,29.0,--,--,2.0,954.6,87,雨
2003年7月24日,23.2,28.8,18.9,25.0,4.6,--,3.2,948.9,76,曇一時雨
2003年7月25日,22.7,29.2,18.3,0.0,2.8,--,2.0,947.4,75,曇
2003年7月26日,22.3,28.2,17.5,1.0,6.8,--,2.1,948.2,69,晴後曇
2003年7月27日,22.3,28.2,19.5,0.0,3.1,--,1.8,951.2,74,曇時々雨後一時晴
2003年7月28日,22.4,27.6,19.0,0.0,1.4,--,2.0,952.3,73,曇
2003年7月29日,23.7,29.0,20.2,0.0,0.6,--,2.1,948.1,70,曇
2003年7月30日,21.5,25.5,19.4,34.5,0.7,--,1.8,943.9,87,雨後曇
2003年7月31日,24.5,30.9,19.8,--,7.2,--,1.6,945.9,70,曇時々晴
2003年8月1日,25.8,32.1,20.8,--,8.3,--,2.1,948.4,70,薄曇
2003年8月2日,25.9,32.9,20.9,--,9.0,--,2.5,951.2,67,晴
2003年8月3日,25.5,32.1,19.6,--,8.0,--,2.3,952.1,70,晴時々曇
2003年8月4日,27.3,34.7,21.7,--,11.4,--,2.4,951.2,67,晴
2003年8月5日,25.4,33.7,22.1,27.5,7.5,--,1.7,951.6,78,晴後曇一時雨、雷を伴う
2003年8月6日,25.3,31.7,21.0,0.5,4.5,--,1.7,952.2,78,曇時々雨一時晴、雷を伴う
2003年8月7日,25.4,32.3,21.4,0.0,5.7,--,2.3,950.6,74,薄曇
2003年8月8日,22.6,27.9,18.1,24.5,2.1,--,2.7,944.0,82,雨時々曇
2003年8月9日,22.1,24.1,19.4,108.0,--,--,3.5,933.5,89,大雨
2003年8月10日,25.4,33.8,19.6,--,8.1,--,2.4,944.4,74,晴
2003年8月11日,25.5,30.7,22.3,0.0,6.4,--,2.7,947.8,71,薄曇
2003年8月12日,23.8,27.3,21.2,7.0,--,--,2.3,947.6,76,曇時々雨
2003年8月13日,23.6,30.1,19.5,0.0,6.6,--,1.8,951.5,70,曇時々晴
2003年8月14日,18.6,21.8,16.8,74.0,--,--,1.3,951.4,92,大雨
2003年8月15日,19.3,22.8,16.8,44.5,0.3,--,1.0,952.5,88,雨後曇
2003年8月16日,23.6,30.3,19.6,0.0,3.5,--,1.6,955.5,76,曇
2003年8月17日,22.0,23.8,19.8,19.5,--,--,2.1,957.4,90,雨
2003年8月18日,24.3,28.3,21.9,1.0,1.2,--,2.7,954.6,82,曇時々雨
2003年8月19日,25.6,32.8,21.4,5.0,6.6,--,2.1,953.7,76,晴後時々曇
2003年8月20日,25.8,34.1,21.8,0.0,6.6,--,2.2,955.1,75,晴後一時雨、雷を伴う
2003年8月21日,24.7,31.1,21.5,14.5,5.8,--,1.5,956.2,78,晴後一時雨、雷を伴う
2003年8月22日,26.0,33.2,20.4,--,10.7,--,2.1,955.5,71,晴
2003年8月23日,27.0,33.8,21.2,--,11.1,--,2.8,952.8,61,晴
2003年8月24日,26.8,34.3,20.6,--,10.0,--,2.6,952.1,62,快晴
2003年8月25日,26.2,32.8,21.3,20.0,7.5,--,2.5,951.5,69,晴
2003年8月26日,23.1,25.9,21.4,9.0,--,--,1.5,950.2,86,曇時々雨、雷を伴う
2003年8月27日,24.1,29.9,20.0,26.0,5.8,--,1.9,949.0,77,曇
2003年8月28日,23.5,27.2,21.4,4.0,0.3,--,2.1,950.6,80,曇一時雨
2003年8月29日,24.9,30.3,21.3,0.0,4.2,--,2.2,949.7,72,曇後晴
2003年8月30日,23.2,29.4,18.6,0.0,2.9,--,1.5,950.8,75,曇一時晴
2003年8月31日,24.2,28.1,22.4,1.5,0.2,--,3.0,950.9,79,曇時々雨
2003年9月1日,26.3,33.0,21.1,0.0,6.3,--,2.1,955.2,71,晴後薄曇
2003年9月2日,26.9,34.1,22.0,--,9.1,--,2.7,957.5,68,晴後薄曇
2003年9月3日,26.2,33.8,20.5,--,9.8,--,2.3,956.5,71,薄曇
2003年9月4日,25.3,32.2,21.1,0.0,7.1,--,2.1,954.9,71,晴
2003年9月5日,24.6,31.0,20.1,--,8.3,--,2.5,954.7,65,晴
2003年9月6日,24.2,29.2,19.8,--,5.2,--,2.9,951.3,70,曇
2003年9月7日,24.4,32.8,19.7,--,7.9,--,2.4,953.0,70,晴
2003年9月8日,24.9,29.9,21.0,0.0,4.3,--,2.4,955.3,72,曇一時雨
2003年9月9日,26.0,32.9,20.5,--,8.2,--,1.9,954.0,69,晴後一時薄曇
2003年9月10日,23.9,29.4,20.9,3.0,2.0,--,2.2,953.4,77,曇時々雨
2003年9月11日,25.7,33.0,20.2,--,9.4,--,1.9,954.9,70,晴
2003年9月12日,26.7,33.7,22.9,0.0,8.1,--,2.1,955.1,69,晴一時曇、雷を伴う
2003年9月13日,24.6,30.7,21.9,11.5,3.2,--,2.9,950.8,79,曇時々晴一時雨
2003年9月14日,23.9,30.2,19.4,--,6.1,--,2.4,950.5,68,晴時々曇
2003年9月15日,22.7,30.2,16.9,--,11.4,--,1.5,953.3,66,晴
2003年9月16日,22.4,29.9,17.2,--,9.2,--,1.8,955.7,70,晴後曇
2003年9月17日,23.5,30.1,19.2,--,8.7,--,1.9,955.9,68,晴
2003年9月18日,23.1,30.3,18.2,--,8.4,--,2.0,954.0,70,晴
2003年9月19日,23.8,30.0,18.3,0.0,7.9,--,3.1,950.1,64,薄曇時々晴
2003年9月20日,19.5,23.1,16.2,39.0,--,--,1.5,948.4,83,曇後雨
2003年9月21日,14.9,16.4,12.8,49.5,--,--,1.9,945.1,90,雨
2003年9月22日,15.6,22.6,11.3,1.0,6.6,--,2.9,948.7,65,晴一時曇
2003年9月23日,16.6,24.7,9.4,--,7.8,--,1.5,959.2,66,晴後一時曇
2003年9月24日,15.4,16.3,14.4,28.0,--,--,1.2,962.3,87,雨
2003年9月25日,17.4,20.4,14.9,48.0,--,--,1.1,956.9,94,大雨
2003年9月26日,20.7,26.6,16.6,6.0,4.3,--,1.4,952.1,82,曇一時霧後晴
2003年9月27日,19.3,26.0,14.5,--,9.5,--,1.4,949.0,68,晴
2003年9月28日,19.3,25.9,15.0,--,9.2,--,1.6,948.6,66,晴後一時曇
2003年9月29日,18.0,25.0,12.2,--,7.7,--,2.2,947.1,62,晴
2003年9月30日,15.0,22.0,9.6,--,10.8,--,2.7,949.8,56,快晴
2003年10月1日,15.4,24.3,8.1,--,7.8,--,2.5,953.7,60,晴時々曇
2003年10月2日,15.8,22.5,11.2,0.0,2.4,--,2.9,951.7,65,曇後晴
2003年10月3日,14.1,22.6,10.0,--,5.9,--,1.5,954.7,65,曇後晴
2003年10月4日,13.9,21.7,9.4,--,5.6,--,1.7,956.5,65,曇時々晴
2003年10月5日,14.1,20.9,8.9,--,5.9,--,1.8,958.4,67,曇時々晴
2003年10月6日,11.7,13.5,10.0,2.0,--,--,1.2,959.2,82,曇時々雨
2003年10月7日,12.9,17.5,9.3,--,2.9,--,1.2,959.8,77,曇一時晴
2003年10月8日,13.1,18.3,10.1,--,0.3,--,0.9,960.1,80,曇一時霧
2003年10月9日,13.3,22.7,6.7,--,8.8,--,1.4,961.2,72,晴一時霧
2003年10月10日,14.0,21.8,7.3,--,6.5,--,1.2,962.3,74,薄曇
2003年10月11日,13.9,17.6,9.9,0.0,0.1,--,0.8,960.2,82,曇一時霧
2003年10月12日,17.8,22.5,13.6,1.0,--,--,1.1,954.8,88,曇後一時雨
2003年10月13日,18.9,21.5,15.3,53.0,1.1,--,2.8,947.5,83,曇時々大雨、雷を伴う
2003年10月14日,12.1,15.7,10.4,32.5,--,--,1.2,950.7,87,曇一時雨
2003年10月15日,13.4,19.6,9.1,2.0,7.7,--,2.8,947.1,74,晴一時霧
2003年10月16日,11.9,19.4,6.6,--,10.1,--,2.3,951.6,69,晴
2003年10月17日,12.0,20.4,5.7,--,10.0,--,1.5,955.3,70,快晴
2003年10月18日,13.0,20.3,8.8,--,7.1,--,2.3,954.1,72,晴一時曇
2003年10月19日,11.9,20.0,5.5,--,8.2,--,1.4,956.4,73,晴
2003年10月20日,12.7,20.7,6.6,--,8.3,--,1.8,958.1,72,晴
2003年10月21日,12.6,17.8,9.0,5.0,1.6,--,1.1,956.9,80,曇後一時雨
2003年10月22日,12.8,15.2,11.1,44.0,--,--,1.1,949.9,93,雨一時曇
2003年10月23日,11.7,17.4,5.7,0.0,5.6,--,3.8,944.7,71,晴一時曇
2003年10月24日,8.8,17.8,1.7,--,9.2,--,1.6,950.4,69,晴一時霧
2003年10月25日,8.2,13.2,4.1,--,0.5,--,1.1,951.7,83,曇
2003年10月26日,11.1,19.7,4.4,--,8.6,--,1.7,951.9,70,晴一時霧
2003年10月27日,10.4,19.9,5.0,--,6.5,--,1.5,961.1,74,晴一時霧
2003年10月28日,11.3,16.1,7.3,0.5,0.9,--,1.4,959.0,81,曇
2003年10月29日,14.0,18.1,6.9,0.0,8.3,--,4.6,952.0,62,晴
2003年10月30日,11.4,21.7,3.8,--,9.8,--,1.4,955.1,67,快晴
2003年10月31日,11.5,18.7,4.3,--,3.4,--,1.3,959.6,79,曇時々晴一時霧
2003年11月1日,15.5,23.1,11.1,0.0,4.1,--,1.8,959.0,75,晴時々曇
2003年11月2日,14.6,23.8,8.7,--,5.6,--,1.5,959.2,73,晴一時曇
2003年11月3日,14.9,17.7,11.7,13.5,--,--,2.1,954.8,90,雨時々曇
2003年11月4日,14.2,19.0,10.6,--,6.6,--,2.3,958.3,73,曇一時霧後晴
2003年11月5日,14.2,21.1,8.8,5.0,4.6,--,1.5,961.8,79,晴後曇一時雨
2003年11月6日,16.1,20.9,13.6,10.5,4.3,--,1.1,955.3,85,曇一時雨後晴
2003年11月7日,15.9,23.3,12.1,--,5.9,--,1.5,954.9,78,曇一時霧後晴
2003年11月8日,14.3,23.0,9.5,--,6.2,--,1.5,954.0,73,曇後晴
2003年11月9日,13.3,17.1,10.2,2.5,--,--,1.6,955.5,82,曇時々雨
2003年11月10日,9.5,10.6,8.8,26.0,--,--,0.9,959.2,92,雨
2003年11月11日,10.1,11.9,8.8,18.0,--,--,1.2,952.1,92,雨時々曇
2003年11月12日,11.4,15.9,8.0,2.0,5.5,--,1.9,955.0,75,曇一時晴
2003年11月13日,8.1,14.4,4.0,9.0,1.2,--,1.6,957.2,85,曇後一時雨、雷を伴う
2003年11月14日,6.8,14.6,2.7,--,6.2,--,1.3,965.3,80,曇一時霧後晴
2003年11月15日,10.2,17.8,3.4,5.5,2.9,--,1.8,963.0,82,曇一時霧
2003年11月16日,15.0,19.8,10.0,7.0,3.0,--,4.6,953.8,67,曇時々雨一時晴
2003年11月17日,8.5,15.7,3.5,--,9.4,--,1.7,959.8,57,快晴
2003年11月18日,7.5,16.3,0.1,--,6.8,--,1.4,964.8,73,晴
2003年11月19日,10.2,14.3,6.2,0.0,0.9,--,0.9,960.0,83,曇時々雨一時晴
2003年11月20日,10.9,12.5,9.8,18.5,--,--,0.8,954.5,93,雨後時々曇
2003年11月21日,15.4,21.2,11.2,6.5,3.2,--,3.5,944.5,74,曇後時々雨
2003年11月22日,8.6,12.7,2.1,0.0,9.0,--,5.0,954.6,56,晴
2003年11月23日,4.9,13.2,-0.5,--,6.4,--,1.1,967.8,73,晴
2003年11月24日,6.7,11.6,1.5,0.0,0.6,--,1.0,969.3,78,曇一時晴
2003年11月25日,9.2,11.3,7.9,36.0,--,--,1.9,959.9,89,大雨後一時曇
2003年11月26日,9.1,14.4,5.1,--,9.2,--,2.9,964.3,66,快晴
2003年11月27日,6.8,12.2,2.9,--,4.3,--,1.0,965.6,78,薄曇
2003年11月28日,8.4,13.5,4.7,0.0,2.5,--,1.1,964.3,75,曇一時晴
2003年11月29日,8.6,10.4,6.7,26.0,--,--,1.0,956.0,91,雨
2003年11月30日,12.5,15.7,9.5,32.0,--,--,2.0,947.7,88,曇時々雨一時霧
2003年12月1日,10.1,12.8,7.5,1.5,--,--,1.7,950.5,83,雨時々曇
2003年12月2日,9.9,15.8,5.7,--,9.1,--,2.5,949.5,69,快晴
2003年12月3日,7.7,14.0,3.7,--,8.2,--,2.4,954.1,64,晴
2003年12月4日,5.1,13.2,0.1,--,8.5,--,1.6,959.9,69,晴
2003年12月5日,5.6,12.6,1.4,--,5.6,--,1.0,964.3,74,曇後晴
2003年12月6日,8.4,15.3,5.1,9.0,--,--,2.4,953.7,86,雨後一時曇
2003年12月7日,7.0,11.3,0.5,1.0,5.6,--,4.3,953.4,56,晴
2003年12月8日,2.9,6.5,-2.6,0.0,1.0,--,2.9,959.3,69,曇後時々雨
2003年12月9日,5.5,11.1,1.6,0.0,9.0,--,3.2,960.0,53,晴
2003年12月10日,3.1,8.9,0.1,--,7.3,--,1.1,963.7,65,晴一時曇
2003年12月11日,1.5,3.8,-0.9,7.5,--,--,1.0,958.5,83,曇後雨
2003年12月12日,4.5,10.3,0.4,6.5,3.3,--,2.4,945.6,86,曇一時霧後時々雨
2003年12月13日,2.1,9.7,-2.2,0.0,5.2,0,2.7,952.3,76,霧後晴
2003年12月14日,2.1,10.4,-3.1,--,9.0,--,1.6,955.2,70,快晴
2003年12月15日,2.1,10.8,-4.3,0.0,6.4,--,1.9,949.9,71,晴一時霧
2003年12月16日,3.3,9.2,-0.9,0.0,8.8,0,2.2,949.3,59,快晴
2003年12月17日,2.9,9.8,-2.8,0.0,5.2,--,1.7,950.7,67,薄曇後晴
2003年12月18日,5.0,9.5,2.4,2.0,7.2,0,3.9,947.3,55,晴後薄曇
2003年12月19日,2.1,5.4,-1.2,0.5,0.6,0,3.3,940.9,68,雪一時曇
2003年12月20日,-1.6,0.7,-3.9,4.5,4.0,11,4.2,946.1,69,雪時々曇
2003年12月21日,-1.5,5.5,-6.3,--,8.9,--,1.1,957.2,66,快晴
2003年12月22日,0.2,8.9,-5.3,--,7.2,--,1.6,954.3,75,晴
2003年12月23日,1.4,10.8,-4.4,--,7.1,--,1.2,951.8,78,霧後晴
2003年12月24日,2.8,10.8,-2.5,0.0,5.5,--,2.2,950.8,77,曇後晴
2003年12月25日,3.5,13.5,-3.0,0.0,4.9,--,1.9,949.2,71,霧後晴
2003年12月26日,6.3,10.4,2.8,0.0,5.8,--,4.0,942.1,57,晴後一時曇
2003年12月27日,0.5,4.0,-4.1,0.0,7.3,0,3.5,949.5,47,晴後一時雪
2003年12月28日,-1.0,6.3,-6.6,--,9.0,--,1.2,961.9,57,快晴
2003年12月29日,1.8,9.8,-5.2,2.5,5.3,--,2.7,958.6,73,晴後曇一時雨
2003年12月30日,4.8,10.8,0.1,0.0,9.0,--,2.7,955.8,67,快晴
2003年12月31日,2.2,5.2,0.0,4.0,--,--,1.8,951.7,86,雨一時曇
2004年1月1日,2.7,10.3,-2.2,--,5.0,--,2.5,952.6,78,霧後晴
2004年1月2日,4.7,11.3,-0.9,0.0,6.9,--,3.0,951.8,66,薄曇時々晴
2004年1月3日,4.5,9.2,0.1,0.0,8.1,--,3.6,953.1,64,晴
2004年1月4日,2.2,9.6,-3.0,--,9.1,--,1.6,959.4,63,快晴
2004年1月5日,1.6,9.6,-4.0,--,8.9,--,1.6,960.1,62,晴一時薄曇
2004年1月6日,1.0,9.3,-4.1,--,9.1,--,1.1,958.7,63,晴
2004年1月7日,2.0,9.5,-3.9,0.5,8.6,--,1.8,956.9,63,晴
2004年1月8日,1.6,5.7,-3.5,0.5,8.9,0,2.7,957.5,45,晴
2004年1月9日,-1.0,6.5,-6.4,--,8.9,--,1.0,962.3,50,晴後一時薄曇
2004年1月10日,-0.4,4.7,-6.0,0.0,1.9,0,1.9,957.5,68,曇後時々雪
2004年1月11日,1.5,8.5,-3.1,--,8.4,0,1.9,954.3,42,晴
2004年1月12日,1.0,8.5,-6.0,0.0,7.7,--,1.9,955.5,62,晴後一時薄曇
