ダウンロードした時刻：2021/05/16 23:41:48

,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田
2013年7月25日,25.0,32.2,20.5,3.5,4.8,--,2.1,945.2,78,
2013年7月26日,24.9,32.4,19.9,0.0,6.4,--,2.2,946.1,74,
2013年7月27日,24.3,32.1,19.4,1.5,7.4,--,2.4,945.7,74,
2013年7月28日,24.9,32.1,18.9,--,7.7,--,2.3,947.3,68,
2013年7月29日,21.9,23.8,21.1,28.0,0.0,--,1.9,945.8,92,
2013年7月30日,24.9,31.8,21.0,2.0,3.9,--,1.8,943.1,83,
2013年7月31日,26.6,34.0,20.5,--,8.9,--,2.4,944.6,68,
2013年8月1日,25.9,31.7,22.5,2.0,3.4,--,2.4,946.1,76,
2013年8月2日,26.0,32.7,20.5,--,9.5,--,2.1,948.7,68,
2013年8月3日,25.5,31.4,20.7,--,9.0,--,2.0,949.6,67,
2013年8月4日,25.4,32.5,20.6,1.5,6.3,--,2.5,948.6,73,
2013年8月5日,24.7,29.4,22.1,5.5,1.6,--,2.0,948.7,83,
2013年8月6日,24.7,29.6,22.0,0.0,3.1,--,1.3,948.5,84,
2013年8月7日,27.2,34.9,21.0,--,12.2,--,2.2,948.1,69,
2013年8月8日,27.0,33.4,21.4,--,7.9,--,2.0,947.5,70,
2013年8月9日,28.4,35.7,22.5,--,10.8,--,3.3,947.4,66,
2013年8月10日,28.7,36.7,22.0,--,10.8,--,2.6,949.1,64,
2013年8月11日,29.2,36.9,22.9,--,12.3,--,2.8,949.8,65,
2013年8月12日,28.7,37.0,23.1,--,12.2,--,2.4,950.1,60,
2013年8月13日,26.6,33.3,21.0,--,9.3,--,1.7,951.1,65,
2013年8月14日,27.0,35.1,21.0,--,10.6,--,2.1,952.5,68,
2013年8月15日,27.6,34.6,22.6,0.0,10.3,--,2.4,952.2,68,
2013年8月16日,27.8,35.2,23.1,--,10.5,--,2.8,950.9,65,
2013年8月17日,27.0,33.8,21.9,--,9.4,--,2.7,950.5,67,
2013年8月18日,27.0,34.1,20.8,--,12.2,--,2.8,950.1,64,
2013年8月19日,27.6,35.7,21.5,--,11.2,--,3.1,950.0,64,
2013年8月20日,27.9,34.0,22.7,--,8.8,--,3.2,949.6,63,
2013年8月21日,28.7,35.3,23.9,--,7.4,--,3.4,950.0,62,
2013年8月22日,29.3,35.9,23.2,0.0,11.1,--,3.2,950.9,61,
2013年8月23日,26.3,33.6,21.9,27.0,1.9,--,2.2,949.4,76,
2013年8月24日,24.6,28.4,21.2,10.5,1.1,--,3.4,946.4,76,
2013年8月25日,20.9,23.1,18.7,14.0,0.2,--,1.2,944.7,93,
2013年8月26日,20.9,27.2,16.9,7.0,3.4,--,1.9,944.7,80,
2013年8月27日,22.8,29.9,17.1,0.0,9.7,--,2.6,944.7,69,
2013年8月28日,22.9,31.5,16.3,--,11.1,--,2.6,948.5,66,
2013年8月29日,23.9,31.3,17.2,--,7.4,--,2.3,948.9,67,
2013年8月30日,24.0,28.7,21.5,5.0,0.1,--,1.7,947.7,85,
2013年8月31日,26.0,33.0,20.7,22.5,5.6,--,3.0,948.4,78,
2013年9月1日,24.0,30.8,20.6,12.5,3.8,--,2.0,952.0,85,
2013年9月2日,22.2,26.6,20.5,10.0,0.1,--,1.9,953.9,92,
2013年9月3日,23.6,30.9,19.8,0.0,6.1,--,2.5,952.5,78,
2013年9月4日,22.7,29.5,17.4,37.0,3.4,--,3.1,949.4,83,
2013年9月5日,24.6,31.0,21.4,13.5,4.9,--,2.3,951.9,78,
2013年9月6日,24.9,31.4,20.9,--,9.2,--,2.2,955.9,70,
2013年9月7日,22.1,25.8,18.9,0.0,0.6,--,1.4,956.9,84,
2013年9月8日,22.0,24.9,20.2,7.0,0.4,--,2.1,953.6,88,
2013年9月9日,22.4,29.0,17.8,--,8.2,--,2.1,954.4,71,
2013年9月10日,21.5,27.2,17.6,--,2.1,--,1.7,954.8,78,
2013年9月11日,23.6,29.7,19.3,--,6.7,--,2.3,955.7,74,
2013年9月12日,24.7,32.6,19.1,--,8.7,--,2.1,956.7,70,
2013年9月13日,25.5,32.2,21.0,0.5,8.4,--,2.1,956.3,76,
2013年9月14日,25.5,31.5,21.6,0.0,6.8,--,1.9,953.8,74,
2013年9月15日,23.3,28.9,19.9,12.0,2.8,--,1.6,946.7,85,
2013年9月16日,20.8,25.9,14.5,133.5,2.7,--,3.2,937.8,80,
2013年9月17日,18.7,28.1,11.1,--,11.4,--,1.4,956.3,67,
2013年9月18日,19.5,28.3,12.9,--,10.9,--,1.5,959.0,69,
2013年9月19日,20.3,28.8,13.9,--,10.5,--,1.7,959.2,68,
2013年9月20日,19.7,28.5,14.0,--,8.6,--,1.9,958.6,69,
2013年9月21日,20.1,29.2,12.3,--,10.6,--,1.6,956.6,67,
2013年9月22日,20.4,28.1,14.6,--,8.9,--,1.4,956.7,71,
2013年9月23日,21.3,28.6,16.1,--,10.7,--,1.7,956.7,69,
2013年9月24日,21.9,29.8,16.1,--,11.0,--,1.8,953.5,65,
2013年9月25日,22.3,29.1,15.9,--,6.7,--,1.5,946.0,72,
2013年9月26日,19.0,24.6,12.3,--,4.7,--,4.8,945.9,65,
2013年9月27日,16.3,23.9,9.6,--,10.7,--,2.3,957.1,62,
2013年9月28日,17.2,25.0,11.7,--,10.0,--,1.9,960.5,66,
2013年9月29日,17.5,26.1,11.0,--,10.6,--,1.6,959.9,72,
2013年9月30日,19.7,25.9,14.5,--,6.5,--,1.7,957.2,69,
2013年10月1日,20.2,25.9,16.7,0.0,1.6,--,1.3,953.4,73,
2013年10月2日,22.6,31.0,16.7,--,9.6,--,2.0,946.7,73,
2013年10月3日,20.0,28.0,15.8,--,6.3,--,2.1,950.6,72,
2013年10月4日,18.4,24.2,14.1,--,4.8,--,1.3,958.6,72,
2013年10月5日,20.9,27.8,16.3,0.0,4.2,--,1.5,961.8,72,
2013年10月6日,22.0,28.9,16.5,--,6.3,--,1.3,963.5,75,
2013年10月7日,22.1,28.5,16.7,--,9.6,--,2.1,962.4,72,
2013年10月8日,21.8,26.9,17.1,--,4.0,--,2.1,958.6,72,
2013年10月9日,20.7,22.4,18.3,2.0,0.0,--,3.8,954.0,84,
2013年10月10日,21.8,26.8,17.8,--,2.8,--,1.4,957.0,81,
2013年10月11日,22.3,26.4,19.6,0.5,5.1,--,3.7,953.8,75,
2013年10月12日,19.8,24.9,12.4,0.5,9.6,--,4.4,951.4,56,
2013年10月13日,14.4,23.5,8.0,--,10.3,--,1.3,957.8,62,
2013年10月14日,15.5,23.6,8.6,--,10.1,--,1.8,961.0,72,
2013年10月15日,13.4,14.8,11.4,46.5,0.0,--,1.7,951.2,94,
2013年10月16日,15.6,21.7,9.4,13.5,3.4,--,3.3,939.0,72,
2013年10月17日,12.4,19.4,7.1,--,6.8,--,1.7,962.0,68,
2013年10月18日,12.6,17.0,8.8,0.5,2.7,--,1.4,966.7,75,
2013年10月19日,14.1,17.8,11.9,2.0,0.1,--,1.7,964.8,84,
2013年10月20日,13.3,15.1,12.2,44.5,0.0,--,1.3,957.0,95,
2013年10月21日,16.1,22.3,12.2,0.0,4.4,--,1.1,953.0,88,
2013年10月22日,17.1,21.0,13.6,--,3.1,--,1.6,956.9,84,
2013年10月23日,16.3,19.1,15.3,1.5,///,--,1.3,959.1,90,
2013年10月24日,16.0,18.8,14.2,0.5,0.1,--,1.1,956.1,89,
2013年10月25日,17.4,22.7,14.4,43.0,0.8,--,1.8,946.6,89,
2013年10月26日,12.4,14.6,7.6,37.5,0.0,--,2.4,942.6,88,
2013年10月27日,10.1,18.3,4.4,--,8.8,--,1.5,954.8,74,
2013年10月28日,10.4,19.4,3.4,--,8.3,--,1.4,963.2,78,
2013年10月29日,10.9,12.6,8.8,4.5,0.1,--,0.9,962.2,95,
2013年10月30日,13.1,20.6,8.0,1.0,3.8,--,2.3,958.1,79,
2013年10月31日,10.2,17.6,3.7,0.0,4.6,--,1.3,961.3,77,
2013年11月1日,10.9,18.5,5.0,--,7.4,--,1.3,963.4,80,
2013年11月2日,10.8,16.9,5.7,--,2.8,--,1.1,962.9,86,
2013年11月3日,13.3,19.0,9.6,2.0,1.8,--,1.2,957.1,87,
2013年11月4日,13.6,19.5,7.8,3.0,2.8,--,1.8,952.4,80,
2013年11月5日,10.5,17.6,5.3,--,9.6,--,2.1,961.7,67,
2013年11月6日,10.9,18.6,4.1,0.0,4.9,--,1.6,963.2,76,
2013年11月7日,11.5,15.4,7.5,19.5,0.0,--,1.7,954.5,91,
2013年11月8日,9.2,18.5,3.5,--,7.4,--,1.5,960.2,73,
2013年11月9日,8.7,15.5,2.7,--,1.9,--,1.1,965.7,82,
2013年11月10日,12.1,14.9,9.0,20.5,0.0,--,2.3,950.4,92,
2013年11月11日,7.1,13.0,0.9,0.0,1.6,--,2.0,946.5,83,
2013年11月12日,3.5,10.3,-1.7,0.0,4.9,--,2.7,949.8,76,
2013年11月13日,4.2,11.7,-1.0,--,9.3,--,2.3,954.0,65,
2013年11月14日,5.1,14.1,-0.7,--,7.5,--,1.6,961.6,74,
2013年11月15日,5.8,8.9,3.4,11.0,0.7,--,1.3,957.4,95,
2013年11月16日,5.1,13.6,1.0,--,4.7,--,1.1,955.3,87,
2013年11月17日,6.2,13.5,1.5,0.0,2.2,--,1.1,951.5,89,
2013年11月18日,7.5,14.2,2.4,0.0,5.1,--,2.5,947.6,70,
2013年11月19日,4.4,9.5,0.6,0.0,6.8,--,2.6,949.0,61,
2013年11月20日,5.2,9.9,1.6,0.0,3.3,--,2.4,951.1,66,
2013年11月21日,6.3,11.1,1.9,0.0,8.0,--,4.4,954.3,63,
2013年11月22日,4.6,12.1,-1.4,--,6.7,--,2.8,955.2,77,
2013年11月23日,4.8,13.4,-1.3,--,8.3,--,1.3,958.4,72,
2013年11月24日,4.9,14.5,-1.6,--,7.5,--,1.3,958.5,74,
2013年11月25日,6.9,14.1,1.5,10.0,0.0,--,2.5,950.2,90,
2013年11月26日,7.3,12.4,0.7,0.0,6.3,--,4.6,948.4,61,
2013年11月27日,5.5,11.4,-1.2,0.5,5.6,--,2.3,952.6,68,
2013年11月28日,5.4,9.5,1.4,0.5,0.4,--,4.3,949.2,60,
2013年11月29日,3.2,6.7,-0.3,0.0,5.3,--,3.8,950.3,56,
2013年11月30日,2.6,10.0,-2.9,--,9.1,--,1.3,955.1,66,
2013年12月1日,3.6,11.8,-3.0,--,8.2,--,3.1,955.4,72,
2013年12月2日,4.7,13.3,-1.1,--,8.8,--,2.0,954.2,71,
2013年12月3日,3.4,12.4,-2.3,--,7.1,--,1.3,954.9,76,
2013年12月4日,3.0,11.1,-2.0,--,6.6,--,1.0,953.7,77,
2013年12月5日,4.0,13.7,-3.1,--,8.1,--,2.3,953.5,74,
2013年12月6日,5.2,11.4,0.2,0.0,3.1,--,2.2,950.8,74,
2013年12月7日,4.3,10.4,-0.2,--,5.9,--,2.7,952.5,68,
2013年12月8日,2.8,10.0,-2.6,--,9.0,--,1.5,957.9,65,
2013年12月9日,3.1,9.8,-3.5,--,5.7,--,1.5,955.5,69,
2013年12月10日,7.3,11.9,2.3,6.0,3.5,--,4.6,939.2,73,
2013年12月11日,3.3,8.7,-2.0,0.0,4.9,--,3.6,944.1,67,
2013年12月12日,2.1,4.2,-1.6,0.0,0.0,--,3.4,950.2,60,
2013年12月13日,1.0,4.5,-2.2,1.0,0.1,--,3.1,951.8,73,
2013年12月14日,0.5,1.7,-0.5,1.0,0.0,--,3.5,954.0,72,
2013年12月15日,3.0,6.9,-0.2,0.0,7.9,--,4.5,954.0,59,
2013年12月16日,3.1,9.0,-1.2,0.0,8.6,--,1.8,956.2,40,
2013年12月17日,2.9,7.7,-1.1,--,3.2,--,1.0,958.3,60,
2013年12月18日,1.4,2.9,0.1,12.0,0.0,4,0.8,954.8,88,
2013年12月19日,2.0,3.7,0.1,5.5,0.0,1,0.7,950.0,95,
2013年12月20日,1.3,4.0,-1.1,0.0,1.5,--,3.4,943.9,77,
2013年12月21日,2.7,7.8,-0.7,1.0,7.9,1,2.7,946.5,75,
2013年12月22日,0.9,6.8,-3.0,--,8.8,--,2.1,955.3,65,
2013年12月23日,-0.7,6.0,-5.2,--,5.8,--,1.5,957.9,71,
2013年12月24日,0.5,8.2,-4.3,--,8.0,--,2.2,957.0,59,
2013年12月25日,0.2,7.4,-5.1,--,8.9,--,1.7,963.3,60,
2013年12月26日,2.0,5.9,-2.1,0.5,0.0,--,1.2,955.2,82,
2013年12月27日,1.5,5.2,-2.6,0.0,0.4,--,1.8,940.2,85,
2013年12月28日,-1.1,3.2,-4.0,0.0,5.6,1,3.3,946.0,66,
2013年12月29日,-1.6,3.0,-7.0,0.0,7.1,--,2.6,951.4,68,
2013年12月30日,0.7,4.4,-4.3,0.0,6.7,--,5.3,951.4,67,
2013年12月31日,3.0,6.6,0.5,0.0,5.7,--,3.8,950.0,69,
2014年1月1日,2.8,6.5,-0.5,0.0,0.2,--,2.3,947.6,76,
2014年1月2日,3.2,7.4,-1.1,0.0,6.2,--,3.9,951.6,66,
2014年1月3日,2.0,9.1,-4.1,--,7.5,--,2.5,953.0,64,
2014年1月4日,2.1,9.2,-2.0,--,6.5,--,1.5,948.4,68,
2014年1月5日,-0.4,5.6,-4.3,--,9.1,--,1.6,953.6,61,
2014年1月6日,-0.8,6.2,-5.5,--,8.9,--,1.8,959.1,55,
2014年1月7日,0.3,8.6,-6.4,--,7.9,--,1.6,962.8,61,
2014年1月8日,3.7,6.7,1.4,10.0,0.0,--,1.3,953.2,82,
2014年1月9日,3.0,8.9,-2.2,0.5,4.8,--,2.4,945.9,74,
2014年1月10日,-2.0,2.9,-6.0,--,8.5,--,2.6,957.5,54,
2014年1月11日,-1.3,5.1,-6.5,--,8.1,--,2.4,961.0,66,
2014年1月12日,-0.1,5.4,-5.5,0.0,7.1,--,2.9,957.1,70,
2014年1月13日,0.9,5.7,-4.1,0.0,9.1,--,3.3,957.0,48,
2014年1月14日,-2.9,2.5,-7.4,--,5.8,--,1.1,962.5,55,
2014年1月15日,-1.4,3.3,-3.4,0.0,2.4,--,1.1,960.6,66,
2014年1月16日,-0.5,7.4,-6.3,--,9.2,--,1.9,958.9,62,
2014年1月17日,-0.7,6.1,-4.7,--,7.0,--,1.6,955.9,63,
2014年1月18日,-0.5,6.7,-6.3,0.0,9.0,1,2.3,952.4,61,
2014年1月19日,-1.3,2.8,-5.3,0.5,8.9,3,3.3,955.7,46,
2014年1月20日,-0.9,6.0,-7.2,0.5,4.7,--,1.7,956.2,63,
2014年1月21日,2.7,6.7,-1.2,0.0,8.3,--,4.3,949.4,65,
2014年1月22日,0.2,5.8,-3.6,--,8.7,--,2.6,954.5,57,
2014年1月23日,-0.5,7.9,-6.4,--,9.3,--,1.3,959.3,56,
2014年1月24日,1.9,11.5,-5.9,--,9.4,--,2.8,960.6,53,
2014年1月25日,3.8,11.9,-2.8,0.0,1.6,--,2.4,956.5,61,
2014年1月26日,4.6,10.8,-1.5,5.0,5.6,--,3.2,950.7,56,
2014年1月27日,-0.7,7.0,-6.2,--,9.5,--,1.8,959.2,51,
2014年1月28日,2.6,9.6,-5.3,0.0,7.3,--,3.3,957.3,59,
2014年1月29日,4.3,13.6,-1.5,0.0,9.5,--,2.1,959.0,48,
2014年1月30日,2.2,9.4,-1.8,19.0,0.1,--,1.4,954.4,82,
2014年1月31日,6.5,10.3,0.2,2.5,9.2,--,5.1,955.0,47,
2014年2月1日,4.7,14.2,-3.3,--,7.5,--,1.9,958.3,56,
2014年2月2日,5.0,9.5,2.7,7.0,1.2,--,1.2,949.9,92,
2014年2月3日,7.1,11.6,3.0,1.0,0.2,--,1.2,945.1,92,
2014年2月4日,3.3,10.0,-3.5,0.0,6.5,--,4.1,943.0,64,
2014年2月5日,-1.9,4.1,-5.5,--,9.7,--,3.5,953.1,37,
2014年2月6日,-2.9,1.6,-7.7,--,4.9,--,1.6,958.0,53,
2014年2月7日,-0.6,5.3,-5.7,0.0,7.3,--,1.5,956.0,55,
2014年2月8日,-2.1,-1.0,-3.1,24.0,0.0,33,1.1,946.1,94,
2014年2月9日,0.9,6.4,-4.8,0.5,8.1,--,1.8,946.2,74,
2014年2月10日,0.2,5.8,-3.7,--,6.2,--,1.7,953.4,60,
2014年2月11日,-1.7,5.2,-6.6,--,8.8,--,1.4,955.3,60,
2014年2月12日,-0.9,7.5,-7.2,--,9.4,--,1.2,956.7,63,
2014年2月13日,0.6,6.6,-5.1,--,7.9,--,1.6,959.7,63,
2014年2月14日,-1.9,-0.7,-3.1,///,0.0,34,1.1,958.5,91,
2014年2月15日,1.0,3.9,-1.0,///,0.7,37,1.2,943.6,87,
2014年2月16日,1.6,6.4,-3.4,--,9.7,--,3.2,954.2,63,
2014年2月17日,0.1,8.7,-6.7,--,10.0,--,2.3,957.5,61,
2014年2月18日,-0.3,5.2,-4.6,--,9.2,--,1.6,954.3,62,
2014年2月19日,-0.8,5.6,-5.8,--,8.5,--,1.3,955.7,62,
2014年2月20日,-1.0,5.2,-6.2,--,7.2,--,1.1,957.4,67,
2014年2月21日,-0.7,7.0,-6.1,--,10.1,--,2.4,958.5,58,
2014年2月22日,-1.2,7.5,-7.3,--,10.1,--,1.6,961.9,58,
2014年2月23日,0.0,8.7,-6.0,--,9.0,--,1.9,963.3,60,
2014年2月24日,0.9,9.0,-5.2,--,8.1,--,1.7,962.7,61,
2014年2月25日,2.4,10.6,-3.8,--,10.1,--,2.6,961.5,59,
2014年2月26日,3.7,13.6,-4.0,--,9.3,--,1.7,965.3,61,
2014年2月27日,4.1,5.9,2.3,///,0.0,--,0.9,959.7,95,
2014年2月28日,8.1,14.2,4.0,///,6.6,--,1.7,954.8,79,
2014年3月1日,7.0,12.8,4.2,///,0.0,--,1.7,954.2,81,
2014年3月2日,5.5,8.7,3.8,10.0,0.0,--,1.1,949.8,88,
2014年3月3日,3.6,8.9,-1.2,0.0,4.4,--,2.5,957.2,67,
2014年3月4日,3.7,10.8,-3.2,2.0,6.5,--,2.1,962.3,67,
2014年3月5日,2.5,4.6,-0.6,45.5,0.0,--,1.2,949.5,96,
2014年3月6日,0.9,4.9,-1.8,--,9.8,--,4.2,952.1,35,
2014年3月7日,-0.2,5.4,-5.3,--,10.1,--,3.3,956.2,50,
2014年3月8日,1.7,7.5,-3.8,--,10.4,--,3.6,954.4,47,
2014年3月9日,2.5,9.2,-2.0,0.0,9.7,--,2.8,949.8,50,
2014年3月10日,-0.9,3.4,-3.9,2.0,5.2,3,3.8,950.9,54,
2014年3月11日,1.0,9.0,-6.6,--,10.7,--,3.1,960.2,41,
2014年3月12日,6.3,14.8,-1.1,--,9.1,--,2.8,958.5,47,
2014年3月13日,8.2,12.8,3.5,57.0,0.0,--,2.6,943.6,87,
2014年3月14日,5.2,9.3,0.6,0.0,3.2,--,3.0,943.3,64,
2014年3月15日,3.7,10.6,-2.0,--,10.9,--,3.1,954.7,50,
2014年3月16日,6.1,11.2,-0.1,0.0,9.6,--,4.3,957.7,52,
2014年3月17日,7.5,18.1,-1.5,--,10.8,--,2.5,960.3,50,
2014年3月18日,9.1,12.8,3.8,17.5,1.9,--,3.0,953.1,78,
2014年3月19日,8.5,16.1,2.2,--,10.1,--,2.6,952.9,65,
2014年3月20日,6.5,8.3,5.5,13.5,0.0,--,1.9,942.9,88,
2014年3月21日,4.1,7.3,-0.8,0.5,5.5,--,4.9,942.4,48,
2014年3月22日,3.6,11.4,-3.0,--,11.2,--,3.2,955.3,48,
2014年3月23日,5.9,14.8,-2.4,--,11.2,--,2.2,960.3,46,
2014年3月24日,8.3,18.6,-1.0,--,11.0,--,2.5,960.8,43,
2014年3月25日,10.2,17.2,2.7,--,4.6,--,3.2,956.5,51,
2014年3月26日,9.8,12.2,6.3,17.0,0.0,--,1.6,952.2,85,
2014年3月27日,12.3,19.3,6.5,10.5,4.6,--,3.6,948.6,73,
2014年3月28日,10.7,20.2,2.2,--,11.4,--,2.4,958.5,50,
2014年3月29日,12.2,20.5,4.1,1.0,8.1,--,2.8,955.3,58,
2014年3月30日,12.5,16.5,9.2,61.5,0.2,--,4.7,938.2,81,
2014年3月31日,11.6,18.6,6.5,--,11.0,--,3.8,946.0,46,
2014年4月1日,10.2,18.8,2.8,--,10.2,--,2.4,954.5,54,
2014年4月2日,12.0,19.7,5.6,--,8.3,--,2.3,957.5,61,
2014年4月3日,14.4,21.9,9.0,9.0,8.0,--,2.5,951.4,63,
2014年4月4日,10.0,15.6,3.2,13.5,1.9,--,3.6,937.8,75,
2014年4月5日,5.3,9.9,0.9,2.0,8.2,--,4.1,948.3,53,
2014年4月6日,3.5,9.8,0.1,3.0,5.8,--,2.7,947.6,66,
2014年4月7日,7.5,17.5,-2.2,--,11.1,--,3.4,952.2,46,
2014年4月8日,11.8,21.7,2.8,--,11.8,--,2.4,951.4,41,
2014年4月9日,12.0,21.3,2.8,--,11.7,--,2.7,953.7,44,
2014年4月10日,11.0,20.7,4.2,0.0,10.2,--,3.7,951.2,47,
2014年4月11日,8.0,16.6,1.1,--,9.9,--,3.0,954.8,37,
2014年4月12日,8.9,18.2,0.3,--,11.7,--,2.0,955.4,34,
2014年4月13日,8.9,15.4,2.2,--,2.2,--,1.7,955.9,44,
2014年4月14日,11.0,21.0,3.0,--,11.4,--,2.1,953.8,54,
2014年4月15日,13.4,22.4,4.4,--,10.6,--,4.0,953.2,48,
2014年4月16日,14.5,22.5,6.7,--,9.5,--,2.9,952.3,41,
2014年4月17日,16.6,24.1,8.3,--,10.1,--,3.4,951.5,49,
2014年4月18日,14.0,17.8,11.0,1.5,0.5,--,1.6,950.7,73,
2014年4月19日,12.9,21.3,8.8,--,7.6,--,2.9,953.6,61,
