ダウンロードした時刻：2021/05/16 23:41:48

,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田
2014年4月20日,9.5,13.0,6.9,2.5,0.1,--,2.1,958.3,69,
2014年4月21日,11.0,13.8,8.1,6.5,0.0,--,2.0,953.7,91,
2014年4月22日,12.9,17.2,9.0,0.0,0.0,--,1.6,949.1,75,
2014年4月23日,11.9,18.7,4.5,--,9.7,--,2.0,953.6,58,
2014年4月24日,11.9,20.4,4.6,0.0,9.4,--,2.3,961.0,60,
2014年4月25日,13.7,22.4,5.6,--,10.0,--,2.3,962.7,55,
2014年4月26日,14.1,23.5,6.9,--,10.1,--,2.3,964.4,58,
2014年4月27日,14.4,23.5,7.5,--,10.2,--,2.5,963.0,55,
2014年4月28日,12.7,19.6,6.0,0.0,1.0,--,1.9,958.9,58,
2014年4月29日,12.5,14.6,10.8,11.0,0.0,--,1.5,956.6,88,
2014年4月30日,13.3,17.5,10.1,35.0,0.0,--,1.8,952.3,92,
2014年5月1日,16.2,21.3,11.3,0.0,4.8,--,3.6,950.1,68,
2014年5月2日,16.5,25.1,7.8,--,11.5,--,3.0,950.7,61,
2014年5月3日,16.3,24.9,9.3,--,10.4,--,3.3,952.0,57,
2014年5月4日,14.3,23.7,6.2,--,10.7,--,2.5,957.3,42,
2014年5月5日,12.6,16.4,10.0,5.0,0.0,--,2.6,955.1,76,
2014年5月6日,14.6,20.5,8.7,--,10.7,--,3.7,952.1,50,
2014年5月7日,13.3,23.9,4.4,--,12.8,--,2.5,955.6,52,
2014年5月8日,13.9,20.7,6.1,0.0,10.1,--,3.4,954.6,61,
2014年5月9日,14.4,20.9,8.9,7.0,9.5,--,4.5,951.5,57,
2014年5月10日,14.8,22.2,5.7,--,12.5,--,4.3,955.7,41,
2014年5月11日,15.7,25.5,6.4,--,12.9,--,2.6,960.5,45,
2014年5月12日,14.0,21.7,6.9,10.5,6.1,--,3.0,956.9,62,
2014年5月13日,17.7,25.9,11.5,13.5,9.9,--,3.6,946.1,60,
2014年5月14日,17.4,26.1,9.4,0.0,4.3,--,1.9,947.0,54,
2014年5月15日,16.1,20.4,12.4,2.0,0.4,--,2.6,936.3,78,
2014年5月16日,15.4,22.1,9.6,--,10.1,--,4.3,941.8,50,
2014年5月17日,15.9,24.7,7.4,--,12.0,--,3.0,947.3,45,
2014年5月18日,16.7,25.4,7.4,--,13.0,--,2.8,951.8,48,
2014年5月19日,17.4,26.2,9.5,--,13.0,--,2.6,953.3,56,
2014年5月20日,16.7,23.7,10.6,7.5,5.3,--,2.5,951.3,67,
2014年5月21日,14.9,19.4,12.1,21.5,1.4,--,2.1,938.3,83,
2014年5月22日,15.5,22.6,10.1,--,8.6,--,3.1,945.8,61,
2014年5月23日,14.8,23.0,8.8,0.0,6.1,--,2.0,954.9,72,
2014年5月24日,18.5,26.6,11.1,--,11.0,--,3.2,957.0,61,
2014年5月25日,19.9,27.0,13.6,--,7.4,--,1.9,954.1,65,
2014年5月26日,16.9,21.6,14.1,33.0,0.2,--,2.9,949.7,77,
2014年5月27日,18.8,24.6,14.3,5.0,2.9,--,1.7,943.2,79,
2014年5月28日,20.3,28.1,13.6,--,9.3,--,2.4,945.7,69,
2014年5月29日,20.1,29.0,13.3,--,10.0,--,1.9,948.9,64,
2014年5月30日,21.3,30.0,13.7,--,11.3,--,2.4,952.2,61,
2014年5月31日,22.8,31.3,15.9,0.0,11.2,--,2.0,952.5,60,
2014年6月1日,23.9,33.9,15.5,--,12.9,--,2.2,953.0,55,
2014年6月2日,24.0,33.2,16.5,--,11.9,--,2.0,953.8,57,
2014年6月3日,22.7,32.2,17.3,--,8.1,--,2.4,952.7,61,
2014年6月4日,21.8,28.2,17.4,--,6.1,--,2.4,950.4,66,
2014年6月5日,19.1,24.5,15.9,3.0,2.1,--,1.8,946.3,78,
2014年6月6日,20.1,28.0,15.7,3.0,5.9,--,2.4,944.4,77,
2014年6月7日,18.7,24.0,16.7,9.5,1.2,--,2.1,944.6,84,
2014年6月8日,20.5,27.3,16.8,0.5,4.6,--,1.8,946.5,77,
2014年6月9日,22.4,28.6,18.1,0.5,6.7,--,2.4,950.9,73,
2014年6月10日,22.2,28.2,18.0,3.0,5.9,--,2.3,951.9,73,
2014年6月11日,19.2,21.2,17.6,1.5,0.0,--,1.3,946.0,88,
2014年6月12日,21.9,28.5,17.2,0.0,3.8,--,2.4,935.6,77,
2014年6月13日,20.0,25.4,15.2,--,8.9,--,5.8,939.9,61,
2014年6月14日,20.2,26.3,13.8,--,12.7,--,4.7,945.9,51,
2014年6月15日,20.5,29.4,10.9,--,12.8,--,2.5,946.0,52,
2014年6月16日,21.6,28.6,14.9,--,11.5,--,2.7,945.7,55,
2014年6月17日,20.6,27.0,14.6,--,3.0,--,1.9,946.8,60,
2014年6月18日,19.3,22.6,17.3,1.0,0.0,--,1.6,943.5,80,
2014年6月19日,20.5,26.7,14.8,0.0,7.1,--,2.6,946.0,71,
2014年6月20日,21.6,29.3,15.3,0.0,6.8,--,2.7,949.4,66,
2014年6月21日,20.8,26.6,17.8,0.5,1.8,--,1.8,949.7,79,
2014年6月22日,19.0,21.8,17.2,8.0,0.2,--,1.4,944.5,90,
2014年6月23日,22.0,27.5,17.2,--,6.5,--,2.2,944.6,72,
2014年6月24日,22.3,29.3,17.7,0.0,9.2,--,2.2,945.5,63,
2014年6月25日,20.1,26.1,17.3,3.0,2.6,--,1.9,950.3,78,
2014年6月26日,21.8,29.2,16.3,--,6.3,--,2.3,951.0,71,
2014年6月27日,23.2,29.4,19.2,--,5.5,--,2.5,948.2,67,
2014年6月28日,22.2,27.0,18.5,2.0,0.1,--,1.8,943.1,79,
2014年6月29日,23.3,29.0,18.9,8.5,10.4,--,3.6,942.9,68,
2014年6月30日,22.0,28.1,15.9,0.0,5.5,--,2.9,948.4,68,
2014年7月1日,23.2,30.3,17.2,--,8.9,--,2.3,950.3,68,
2014年7月2日,23.8,31.5,19.4,0.0,6.7,--,2.7,950.8,67,
2014年7月3日,20.7,26.2,17.8,7.0,1.1,--,1.9,947.9,80,
2014年7月4日,21.9,28.2,17.5,26.5,2.3,--,2.2,944.4,81,
2014年7月5日,20.8,26.1,18.6,37.0,0.7,--,1.5,948.1,90,
2014年7月6日,22.2,27.5,19.3,2.5,2.0,--,2.3,951.1,81,
2014年7月7日,20.5,22.7,18.3,37.0,0.0,--,2.5,948.8,96,
2014年7月8日,24.6,31.1,19.6,1.0,5.4,--,2.6,951.4,80,
2014年7月9日,25.1,33.3,21.2,16.5,5.5,--,2.5,951.3,82,
2014年7月10日,22.5,24.0,21.1,20.5,0.0,--,3.1,941.3,91,
2014年7月11日,24.9,30.6,21.0,0.0,7.5,--,3.9,937.2,76,
2014年7月12日,24.9,32.0,18.8,--,9.8,--,2.4,945.2,63,
2014年7月13日,21.8,25.3,19.6,2.5,0.0,--,2.6,946.3,85,
2014年7月14日,24.8,29.2,21.1,2.0,0.0,--,2.6,948.2,79,
2014年7月15日,25.8,34.6,18.8,--,12.4,--,2.4,952.8,63,
2014年7月16日,26.5,33.5,20.3,0.0,7.3,--,2.5,953.2,65,
2014年7月17日,27.2,33.0,22.3,0.0,6.7,--,3.3,953.0,65,
2014年7月18日,26.9,31.3,23.4,--,3.3,--,3.4,953.3,62,
2014年7月19日,21.8,27.3,18.8,4.5,0.8,--,1.9,953.6,84,
2014年7月20日,22.0,29.5,18.2,1.5,2.9,--,1.5,951.6,82,
2014年7月21日,24.6,31.4,19.9,0.0,9.2,--,2.7,951.1,73,
2014年7月22日,25.7,32.7,20.0,0.0,8.5,--,3.2,950.1,68,
2014年7月23日,25.9,32.5,19.9,--,8.3,--,3.4,947.5,65,
2014年7月24日,27.2,33.3,23.4,--,6.3,--,3.2,947.2,64,
2014年7月25日,28.4,36.8,21.0,--,12.4,--,2.3,952.0,63,
2014年7月26日,28.9,35.9,22.7,--,11.5,--,2.8,952.9,68,
2014年7月27日,26.2,32.5,19.7,3.5,8.0,--,3.5,948.0,65,
2014年7月28日,23.7,31.4,17.1,--,11.5,--,2.0,949.2,64,
2014年7月29日,25.0,32.6,19.4,--,9.7,--,2.8,954.0,64,
2014年7月30日,25.2,33.3,18.8,--,10.9,--,2.4,956.2,68,
2014年7月31日,25.2,34.5,20.1,23.5,8.1,--,2.1,954.7,75,
2014年8月1日,25.8,33.8,20.1,--,8.2,--,2.4,953.3,73,
2014年8月2日,26.2,32.6,22.6,--,4.1,--,2.5,952.3,72,
2014年8月3日,24.3,28.8,21.6,1.5,0.0,--,1.9,952.0,82,
2014年8月4日,24.5,29.0,21.7,0.5,1.5,--,2.6,951.1,83,
2014年8月5日,26.2,31.4,21.7,0.0,7.2,--,3.3,950.3,75,
2014年8月6日,26.3,32.9,22.7,2.5,6.0,--,2.9,949.4,75,
2014年8月7日,25.9,33.0,21.7,13.5,7.3,--,2.5,949.1,75,
2014年8月8日,23.4,26.9,20.4,0.5,0.6,--,1.2,950.5,80,
2014年8月9日,22.1,26.7,20.1,3.0,0.0,--,1.6,949.4,82,
2014年8月10日,22.7,26.6,20.0,47.0,0.1,--,3.7,940.1,92,
2014年8月11日,24.7,29.6,21.4,6.0,2.8,--,3.3,941.2,79,
2014年8月12日,20.9,22.3,18.7,63.0,0.0,--,1.5,946.3,95,
2014年8月13日,23.6,29.9,17.8,0.0,4.4,--,1.8,950.8,79,
2014年8月14日,22.4,23.8,20.5,7.0,0.0,--,1.0,952.7,93,
2014年8月15日,24.8,28.8,22.1,2.5,0.8,--,3.1,950.8,88,
2014年8月16日,25.0,30.3,23.0,33.0,1.4,--,2.7,950.6,88,
2014年8月17日,24.9,27.6,23.1,1.0,0.4,--,2.7,954.2,87,
2014年8月18日,26.0,33.3,21.2,4.0,6.9,--,2.7,956.3,78,
2014年8月19日,25.2,31.9,19.9,0.0,5.0,--,2.2,956.1,77,
2014年8月20日,26.5,33.8,21.5,--,7.6,--,2.2,955.5,69,
2014年8月21日,25.5,33.4,19.9,0.0,5.6,--,2.1,954.5,71,
2014年8月22日,24.8,33.4,19.5,0.5,7.1,--,2.1,953.9,74,
2014年8月23日,23.6,29.4,20.1,2.5,3.5,--,2.6,953.1,81,
2014年8月24日,22.8,29.4,18.7,0.0,1.6,--,1.7,952.8,80,
2014年8月25日,23.5,28.8,20.1,17.5,1.3,--,1.8,951.3,83,
2014年8月26日,22.6,25.7,21.0,6.5,0.8,--,1.5,949.4,90,
2014年8月27日,23.5,29.1,21.0,1.5,3.3,--,2.5,952.2,84,
2014年8月28日,21.4,24.8,18.2,2.0,0.0,--,1.6,954.2,86,
2014年8月29日,20.7,27.1,17.9,5.0,1.8,--,1.5,954.7,84,
2014年8月30日,20.7,28.2,17.7,11.0,3.3,--,1.4,952.9,86,
2014年8月31日,22.2,28.0,18.4,--,6.3,--,1.9,952.9,77,
2014年9月1日,19.6,21.4,18.2,56.5,0.0,--,1.1,953.6,96,
2014年9月2日,22.3,29.8,17.3,--,7.8,--,1.8,953.8,77,
2014年9月3日,23.0,28.8,19.2,--,4.5,--,2.3,954.2,74,
2014年9月4日,22.4,25.1,20.3,0.5,0.0,--,1.7,953.5,79,
2014年9月5日,22.6,25.9,20.0,11.5,0.3,--,1.9,953.4,89,
2014年9月6日,23.1,32.1,17.3,15.5,7.7,--,2.0,952.8,71,
2014年9月7日,22.0,28.3,17.6,2.5,5.8,--,1.7,948.4,81,
2014年9月8日,20.5,25.1,17.4,--,1.6,--,1.5,946.1,78,
2014年9月9日,21.8,29.3,15.4,--,9.4,--,1.9,945.6,67,
2014年9月10日,22.1,28.1,17.9,0.0,5.7,--,2.1,950.2,71,
2014年9月11日,19.9,25.4,17.4,1.0,3.3,--,1.8,950.3,81,
2014年9月12日,19.6,26.9,14.7,--,10.0,--,2.3,950.8,66,
2014年9月13日,19.4,26.6,13.8,--,10.8,--,1.7,950.9,64,
2014年9月14日,19.5,28.2,12.9,--,9.8,--,1.5,952.9,67,
2014年9月15日,19.7,25.3,15.5,--,1.2,--,2.0,953.7,72,
2014年9月16日,20.8,28.7,15.5,--,9.1,--,1.9,952.1,66,
2014年9月17日,19.5,25.3,14.6,--,3.5,--,1.9,953.0,71,
2014年9月18日,18.4,23.9,14.5,--,5.4,--,2.1,951.6,62,
2014年9月19日,15.3,19.8,11.3,--,1.1,--,1.4,953.4,69,
2014年9月20日,15.4,19.5,11.8,--,0.3,--,1.4,953.3,76,
2014年9月21日,16.6,24.8,9.4,--,8.1,--,2.1,956.2,70,
2014年9月22日,18.2,26.6,12.6,--,8.8,--,1.6,956.8,65,
2014年9月23日,18.1,25.7,11.2,--,9.6,--,2.0,960.0,70,
2014年9月24日,17.3,20.4,13.1,4.0,0.1,--,2.2,956.0,87,
2014年9月25日,21.4,27.1,18.6,43.5,1.8,--,3.5,945.9,85,
2014年9月26日,20.9,26.9,16.0,--,9.1,--,2.1,953.3,66,
2014年9月27日,19.6,26.1,15.0,--,9.2,--,1.9,956.5,69,
2014年9月28日,19.5,28.0,12.8,--,10.9,--,2.5,951.7,65,
2014年9月29日,19.1,27.6,12.5,--,10.8,--,1.6,949.7,63,
2014年9月30日,19.5,27.6,12.8,0.0,9.0,--,1.3,952.5,68,
2014年10月1日,20.4,26.9,16.3,--,6.2,--,2.0,955.4,69,
2014年10月2日,19.5,25.6,14.5,--,3.2,--,2.7,953.3,73,
2014年10月3日,21.7,27.0,18.1,0.0,3.6,--,2.3,948.6,70,
2014年10月4日,19.5,25.0,15.5,--,4.7,--,2.0,953.1,71,
2014年10月5日,15.6,17.3,14.3,108.0,0.0,--,1.3,954.6,94,
2014年10月6日,18.4,27.2,14.5,28.5,5.0,--,3.3,940.0,80,
2014年10月7日,16.6,22.2,12.4,--,9.2,--,2.3,955.9,66,
2014年10月8日,16.2,24.0,10.5,--,9.5,--,2.0,960.2,72,
2014年10月9日,16.9,22.4,12.7,--,4.2,--,2.1,961.1,79,
2014年10月10日,18.9,24.4,15.5,--,7.0,--,1.3,959.6,76,
2014年10月11日,18.0,26.0,14.0,--,6.2,--,1.5,960.9,69,
2014年10月12日,15.3,21.3,10.1,--,4.9,--,1.4,961.3,76,
2014年10月13日,14.8,17.1,13.4,63.0,0.0,--,1.5,946.0,91,
2014年10月14日,17.0,22.5,12.5,7.5,8.1,--,2.6,940.9,73,
2014年10月15日,12.1,13.6,10.9,4.0,1.0,--,1.5,954.9,83,
2014年10月16日,13.4,20.2,9.3,0.0,7.2,--,1.9,955.3,72,
2014年10月17日,12.6,21.0,7.0,--,10.2,--,1.5,956.3,69,
2014年10月18日,11.9,20.4,5.5,--,9.7,--,1.5,961.9,71,
2014年10月19日,12.6,21.5,6.8,--,6.2,--,1.4,965.4,76,
2014年10月20日,12.5,16.0,9.1,14.0,0.0,--,1.0,963.0,92,
2014年10月21日,16.3,21.1,13.5,3.0,1.4,--,1.6,956.4,86,
2014年10月22日,13.8,16.8,11.4,27.5,0.0,--,1.4,951.1,93,
2014年10月23日,11.8,13.7,10.1,2.5,0.0,--,1.3,955.7,90,
2014年10月24日,13.0,21.0,9.3,--,5.6,--,1.7,959.6,81,
2014年10月25日,13.3,21.5,9.0,--,7.2,--,1.5,962.0,72,
2014年10月26日,12.9,18.3,8.1,1.0,0.8,--,1.1,959.4,87,
2014年10月27日,15.0,21.7,8.7,0.0,5.7,--,3.0,952.8,73,
2014年10月28日,9.9,18.3,5.0,--,9.9,--,1.6,957.6,57,
2014年10月29日,8.6,18.2,1.8,--,9.8,--,1.2,963.0,67,
2014年10月30日,10.8,20.7,3.2,--,7.3,--,1.2,965.5,78,
2014年10月31日,12.8,16.7,9.9,2.5,0.1,--,1.0,962.7,89,
2014年11月1日,12.3,12.9,11.4,29.0,0.0,--,0.8,955.7,98,
2014年11月2日,14.7,18.9,12.0,9.5,0.1,--,2.3,946.2,93,
2014年11月3日,11.5,16.2,5.4,0.0,8.6,--,4.5,947.4,60,
2014年11月4日,8.3,16.7,2.1,--,8.7,--,1.5,957.9,72,
2014年11月5日,8.6,15.3,2.2,0.0,1.9,--,1.1,960.0,86,
2014年11月6日,11.9,19.6,6.6,--,4.1,--,1.3,954.0,85,
2014年11月7日,12.6,19.1,8.4,--,9.6,--,1.9,957.5,67,
2014年11月8日,11.2,18.2,5.3,--,6.3,--,1.3,964.4,73,
2014年11月9日,13.1,14.7,11.5,9.0,0.0,--,1.2,959.2,95,
2014年11月10日,13.2,18.1,9.3,--,5.5,--,2.0,955.5,81,
2014年11月11日,9.2,13.0,6.8,0.0,1.1,--,1.0,953.8,89,
2014年11月12日,11.2,16.7,8.1,1.0,1.7,--,2.0,947.4,83,
2014年11月13日,7.2,11.0,2.5,4.5,1.5,--,3.9,949.7,67,
2014年11月14日,6.0,11.7,0.5,0.0,7.5,--,4.0,955.5,65,
2014年11月15日,6.6,12.6,2.1,--,8.1,--,4.4,959.5,63,
2014年11月16日,4.3,10.0,-0.8,--,3.2,--,1.1,961.6,76,
2014年11月17日,7.1,13.5,1.3,0.0,2.6,--,1.8,957.0,75,
2014年11月18日,7.6,14.2,1.6,0.0,9.4,--,2.3,956.0,55,
2014年11月19日,4.2,12.4,-1.5,--,9.4,--,1.0,961.4,61,
2014年11月20日,2.9,7.4,0.0,--,0.1,--,0.9,963.1,80,
2014年11月21日,4.4,13.4,-0.8,--,5.1,--,1.0,964.0,84,
2014年11月22日,7.0,16.4,0.9,--,6.9,--,1.1,961.6,77,
2014年11月23日,7.2,17.1,0.3,--,8.8,--,1.2,960.5,76,
2014年11月24日,8.0,17.5,1.3,--,6.0,--,1.5,959.2,77,
2014年11月25日,6.9,8.1,5.4,30.0,0.0,--,0.9,952.6,96,
2014年11月26日,8.4,9.6,7.3,8.5,0.0,--,0.8,951.5,98,
2014年11月27日,9.1,16.4,4.7,--,7.4,--,1.4,958.4,85,
2014年11月28日,7.9,12.0,4.3,0.5,0.2,--,1.0,962.2,98,
2014年11月29日,11.8,17.2,6.5,25.5,2.0,--,2.8,953.7,91,
2014年11月30日,9.0,16.5,3.2,4.0,2.7,--,1.4,954.2,90,
2014年12月1日,11.4,15.1,6.6,22.5,0.2,--,3.7,940.6,84,
2014年12月2日,2.8,7.3,1.1,1.0,0.7,--,4.8,946.3,59,
2014年12月3日,2.8,6.4,0.2,0.0,6.2,--,3.2,954.5,52,
2014年12月4日,3.8,5.5,0.8,9.0,0.0,--,2.9,950.1,90,
2014年12月5日,2.1,4.5,0.1,2.0,0.8,--,3.0,945.6,73,
2014年12月6日,0.4,4.2,-1.5,5.0,5.1,6,3.2,947.5,80,
2014年12月7日,1.1,6.3,-3.0,0.0,8.8,--,1.7,956.4,77,
2014年12月8日,3.0,9.4,-1.5,--,8.1,--,1.8,961.4,69,
2014年12月9日,2.5,10.6,-2.3,--,9.1,--,1.8,961.7,62,
2014年12月10日,1.3,7.0,-3.0,--,6.1,--,1.1,964.3,71,
2014年12月11日,6.3,10.9,1.4,15.5,0.5,--,3.5,951.4,85,
2014年12月12日,3.9,7.4,1.4,0.0,1.1,--,2.8,949.4,75,
2014年12月13日,0.7,2.4,-1.1,2.5,0.1,--,3.5,950.2,77,
2014年12月14日,0.5,3.8,-2.6,0.0,6.6,--,3.5,954.8,72,
2014年12月15日,2.5,7.8,-1.1,0.0,6.7,--,2.2,960.2,63,
2014年12月16日,2.5,5.5,-0.2,22.0,0.0,--,2.9,946.7,84,
2014年12月17日,-2.3,0.5,-4.1,2.0,0.0,12,5.7,940.9,72,
2014年12月18日,-1.9,2.1,-4.8,0.0,2.3,--,3.6,953.5,64,
2014年12月19日,-2.2,5.0,-8.1,--,9.0,--,1.2,966.1,70,
2014年12月20日,-0.1,3.0,-1.9,13.0,0.0,--,1.2,954.6,90,
2014年12月21日,3.3,6.8,-0.6,0.5,5.2,--,4.1,949.5,71,
2014年12月22日,0.1,1.6,-1.4,0.5,1.4,1,3.0,950.9,72,
2014年12月23日,1.7,8.3,-2.6,0.0,8.4,--,2.7,957.4,66,
2014年12月24日,2.3,8.7,-3.8,0.0,6.7,--,2.3,955.3,71,
2014年12月25日,3.4,8.3,0.1,1.0,8.1,--,3.6,950.9,61,
2014年12月26日,-0.1,6.2,-4.4,--,8.8,--,2.3,956.4,55,
2014年12月27日,-0.7,6.2,-5.7,--,8.9,--,1.4,962.2,55,
2014年12月28日,1.4,10.3,-6.1,6.0,7.3,--,1.7,959.2,68,
2014年12月29日,2.2,5.4,0.4,18.0,0.8,--,1.3,946.8,96,
2014年12月30日,2.8,5.6,-0.2,0.5,0.8,--,2.4,948.7,82,
2014年12月31日,3.4,7.7,-1.5,0.5,6.2,--,2.8,946.2,70,
2015年1月1日,-2.1,2.5,-6.1,1.5,0.3,2,2.8,942.1,74,
2015年1月2日,-3.5,1.9,-8.1,1.0,4.8,4,2.4,948.7,77,
2015年1月3日,-1.1,5.0,-6.8,0.0,9.0,--,2.3,953.2,64,
2015年1月4日,-0.3,6.9,-5.0,--,4.1,--,2.4,952.0,77,
2015年1月5日,1.8,9.6,-3.7,--,8.9,--,1.3,955.5,74,
2015年1月6日,4.3,8.9,0.3,22.5,0.0,--,2.7,944.4,80,
2015年1月7日,1.0,7.2,-2.6,--,9.1,--,2.8,942.4,55,
2015年1月8日,-0.1,7.0,-5.4,--,9.1,--,1.9,948.4,53,
2015年1月9日,0.2,6.7,-5.5,--,8.9,--,2.6,950.5,52,
2015年1月10日,0.5,6.1,-5.0,0.0,9.0,--,3.5,950.8,59,
2015年1月11日,0.6,5.1,-3.0,0.5,2.3,--,2.8,951.2,78,
2015年1月12日,-0.2,5.2,-3.9,--,8.5,--,2.2,957.6,52,
2015年1月13日,-0.2,7.8,-5.9,--,9.2,--,1.2,965.3,62,
2015年1月14日,0.6,6.1,-4.9,--,3.8,--,0.9,964.4,70,
2015年1月15日,1.3,2.8,0.2,23.5,0.0,2,1.2,950.2,90,
2015年1月16日,2.1,7.2,-1.4,--,9.0,--,1.3,951.4,86,
2015年1月17日,1.6,5.0,-2.1,0.5,2.8,--,3.7,948.2,58,
2015年1月18日,0.1,7.4,-5.5,--,9.2,--,1.7,955.1,51,
2015年1月19日,0.9,5.5,-3.0,0.0,1.3,--,2.7,951.1,73,
2015年1月20日,0.8,8.3,-4.0,--,9.3,--,1.6,958.8,68,
2015年1月21日,1.8,9.7,-3.0,--,2.1,--,1.2,962.0,74,
2015年1月22日,1.0,2.5,0.1,24.0,0.0,2,1.1,948.2,97,
2015年1月23日,3.0,8.5,-2.2,0.0,5.4,--,2.1,946.7,71,
2015年1月24日,1.1,8.4,-4.7,--,9.3,--,2.4,958.3,63,
2015年1月25日,3.5,10.4,-1.9,--,7.9,--,1.9,963.2,66,
2015年1月26日,4.8,11.2,-0.7,14.0,3.7,--,1.2,959.3,78,
2015年1月27日,5.1,12.4,1.6,7.0,2.6,--,1.9,949.0,86,
2015年1月28日,0.3,4.3,-3.9,0.0,8.5,--,2.5,954.8,54,
2015年1月29日,-0.8,4.2,-6.8,--,6.0,--,1.4,961.9,57,
2015年1月30日,0.6,1.7,-0.3,15.5,0.0,6,0.7,952.7,96,
2015年1月31日,1.0,4.2,-4.2,0.0,6.7,1,4.0,951.4,55,
2015年2月1日,-2.0,4.7,-7.5,--,9.5,--,2.5,958.0,51,
2015年2月2日,-1.6,6.3,-7.9,--,9.2,--,1.4,959.1,57,
2015年2月3日,-0.3,6.8,-5.6,--,9.5,--,1.4,958.9,59,
2015年2月4日,0.4,8.0,-5.4,--,7.3,--,1.4,955.9,64,
2015年2月5日,0.4,4.9,-2.1,3.0,1.5,5,1.2,949.2,86,
2015年2月6日,0.1,7.9,-4.8,0.0,6.9,--,2.2,954.0,69,
2015年2月7日,1.1,8.9,-4.7,--,5.7,--,1.7,958.4,69,
2015年2月8日,1.4,4.3,-0.8,4.5,0.0,--,2.5,949.0,85,
2015年2月9日,-2.5,1.7,-5.7,1.5,6.6,4,3.7,948.6,63,
2015年2月10日,-1.1,3.5,-5.0,1.0,6.8,4,4.8,949.5,68,
2015年2月11日,1.3,6.6,-4.0,0.0,6.6,--,3.2,950.4,68,
2015年2月12日,1.5,7.5,-4.0,0.5,4.3,--,2.1,944.3,75,
2015年2月13日,-0.4,2.6,-4.7,0.0,3.8,--,4.3,943.9,54,
2015年2月14日,-0.1,5.7,-6.2,0.0,9.2,--,4.3,951.1,54,
2015年2月15日,3.1,9.2,-1.1,0.0,7.5,--,4.3,952.2,53,
2015年2月16日,1.4,11.2,-5.0,--,10.0,--,1.3,952.1,48,
2015年2月17日,0.7,2.0,-1.3,3.0,0.0,3,0.9,948.4,89,
2015年2月18日,3.1,8.4,-0.5,0.0,4.7,--,2.6,945.1,77,
2015年2月19日,2.7,10.1,-3.4,--,8.2,--,2.1,949.1,63,
2015年2月20日,3.0,10.5,-3.0,--,10.1,--,1.9,957.5,56,
2015年2月21日,4.0,12.0,-3.6,--,6.7,--,1.8,963.2,66,
2015年2月22日,6.5,10.2,3.7,8.0,0.0,--,1.9,959.1,89,
2015年2月23日,9.3,14.3,2.4,10.0,1.4,--,2.8,950.7,78,
2015年2月24日,4.5,13.1,-2.0,--,5.0,--,1.6,950.5,67,
2015年2月25日,4.9,13.5,-1.3,--,5.1,--,1.9,955.1,63,
2015年2月26日,4.4,6.0,2.8,13.5,0.0,--,1.0,953.9,89,
2015年2月27日,4.6,7.5,0.5,0.0,8.6,--,5.4,949.9,50,
2015年2月28日,4.1,11.0,-2.8,--,9.6,--,2.1,960.1,47,
2015年3月1日,4.6,6.1,3.2,19.5,0.0,--,1.8,949.9,90,
2015年3月2日,4.1,10.6,-0.5,--,10.3,--,2.9,950.0,61,
2015年3月3日,3.2,9.0,-2.5,3.0,2.0,--,1.7,954.3,72,
2015年3月4日,6.2,11.5,2.5,8.5,3.3,--,3.3,946.0,68,
2015年3月5日,4.3,11.4,-0.9,--,10.5,--,3.3,952.9,50,
2015年3月6日,4.8,11.3,0.2,0.5,2.2,--,1.8,958.7,63,
2015年3月7日,7.1,11.1,3.9,6.0,0.2,--,1.1,957.4,88,
2015年3月8日,7.5,12.8,4.8,3.5,1.9,--,1.9,957.5,81,
2015年3月9日,6.3,9.7,2.9,12.0,0.0,--,1.0,950.5,87,
2015年3月10日,2.0,6.0,-3.4,5.5,2.5,--,5.2,940.8,63,
2015年3月11日,-1.5,1.0,-3.8,4.0,0.2,6,3.2,949.6,78,
2015年3月12日,0.9,5.0,-2.3,0.0,1.1,--,3.3,952.0,66,
2015年3月13日,2.3,7.4,-3.8,1.5,4.9,--,2.7,955.6,61,
2015年3月14日,3.1,8.6,-0.8,1.0,3.9,--,2.3,957.2,72,
2015年3月15日,5.6,13.9,-2.5,0.0,6.2,--,2.3,961.5,67,
2015年3月16日,9.3,16.6,4.5,0.5,2.3,--,1.5,959.2,81,
2015年3月17日,11.9,23.2,6.0,--,8.0,--,2.0,957.2,60,
2015年3月18日,12.2,22.0,3.0,15.5,7.8,--,2.1,955.3,59,
2015年3月19日,12.6,15.9,10.1,55.5,0.5,--,2.5,947.9,96,
2015年3月20日,11.1,17.8,6.8,--,3.7,--,2.4,951.0,78,
2015年3月21日,10.5,16.9,6.5,--,6.8,--,2.5,952.5,62,
2015年3月22日,9.2,17.7,4.1,5.0,7.7,--,2.5,951.4,66,
2015年3月23日,4.5,10.1,0.6,--,8.8,--,4.3,951.9,54,
2015年3月24日,2.9,9.4,-2.0,0.0,8.3,--,4.1,957.3,43,
2015年3月25日,3.5,11.2,-2.9,--,11.0,--,2.2,963.4,46,
2015年3月26日,5.3,14.3,-2.1,--,11.3,--,2.5,966.0,42,
2015年3月27日,8.1,19.6,-1.9,--,11.4,--,2.7,962.0,41,
2015年3月28日,9.5,19.3,1.6,--,7.0,--,2.6,957.7,43,
2015年3月29日,7.4,11.8,3.3,4.0,2.5,--,1.5,954.6,80,
