ダウンロードした時刻：2021/05/16 23:41:31

,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田
,平均気温(℃),最高気温(℃),最低気温(℃),降水量の合計(mm),日照時間(時間),降雪量合計(cm),平均風速(m/s),平均現地気圧(hPa),平均湿度(％),天気概況(昼：06時～18時)
,,,,,,,,,,
2012年10月23日,13.8,16.4,9.2,16.0,0.0,--,3.1,947.1,88,
2012年10月24日,10.8,17.6,5.2,--,9.9,--,1.5,954.5,69,
2012年10月25日,12.0,20.3,7.1,--,9.2,--,1.7,960.1,72,
2012年10月26日,11.5,20.0,6.3,--,6.9,--,1.4,961.7,77,
2012年10月27日,13.1,20.8,7.4,--,8.1,--,1.3,963.2,75,
2012年10月28日,11.1,12.6,9.1,13.0,0.0,--,1.2,957.7,94,
2012年10月29日,12.7,19.2,7.7,--,6.9,--,2.4,951.2,77,
2012年10月30日,10.3,18.2,5.7,--,5.6,--,2.5,948.9,75,
2012年10月31日,8.6,17.4,3.9,--,7.5,--,2.0,950.0,73,
2012年11月1日,9.2,14.5,4.9,0.0,1.4,--,2.7,949.4,67,
2012年11月2日,7.9,14.9,2.9,--,9.6,--,2.9,953.5,61,
2012年11月3日,6.3,14.7,-0.1,--,9.7,--,1.3,957.3,67,
2012年11月4日,7.0,15.4,0.2,--,9.2,--,1.2,959.8,68,
2012年11月5日,10.8,19.2,3.6,--,6.5,--,1.6,959.2,74,
2012年11月6日,12.6,18.5,8.5,1.0,1.2,--,1.6,951.6,84,
2012年11月7日,10.2,14.3,5.5,0.0,4.7,--,3.4,947.9,68,
2012年11月8日,11.7,17.3,7.9,0.0,9.3,--,4.7,950.2,60,
2012年11月9日,9.3,17.2,4.9,--,6.8,--,1.5,954.7,69,
2012年11月10日,8.6,17.3,1.8,--,9.4,--,2.1,958.8,63,
2012年11月11日,6.0,7.5,4.3,13.0,0.0,--,1.1,958.2,90,
2012年11月12日,9.7,16.9,5.5,--,5.8,--,2.9,950.1,77,
2012年11月13日,7.6,14.3,2.6,3.5,7.3,--,2.9,945.9,73,
2012年11月14日,5.2,10.2,2.1,4.0,2.7,--,3.3,945.0,77,
2012年11月15日,3.5,11.0,-0.5,--,6.5,--,1.9,953.3,75,
2012年11月16日,5.4,14.2,-0.8,--,9.4,--,1.7,961.7,68,
2012年11月17日,7.5,13.1,1.9,38.0,0.0,--,2.1,949.2,90,
2012年11月18日,8.3,14.7,2.5,--,8.8,--,3.5,950.0,63,
2012年11月19日,6.4,14.0,1.1,0.0,7.2,--,2.2,952.9,68,
2012年11月20日,8.4,12.8,4.0,0.0,8.8,--,4.2,950.5,59,
2012年11月21日,5.8,12.6,0.5,--,9.2,--,1.3,955.9,63,
2012年11月22日,7.4,13.9,3.4,0.0,5.6,--,2.0,954.8,70,
2012年11月23日,6.3,8.8,4.1,1.0,0.0,--,1.2,948.1,90,
2012年11月24日,6.9,13.2,1.2,--,5.8,--,1.8,951.7,66,
2012年11月25日,4.4,12.5,-1.6,--,9.0,--,1.7,959.1,68,
2012年11月26日,7.5,14.3,3.6,41.0,0.0,--,2.6,945.0,85,
2012年11月27日,5.5,10.4,-0.5,0.5,8.8,--,4.1,950.5,54,
2012年11月28日,4.1,12.0,-1.3,--,6.9,--,2.1,957.8,68,
2012年11月29日,6.8,14.6,1.2,--,5.6,--,2.0,955.4,71,
2012年11月30日,5.6,11.3,0.3,--,2.8,--,1.0,954.5,80,
2012年12月1日,3.0,9.7,-1.5,0.0,3.9,--,2.9,954.1,70,
2012年12月2日,1.5,5.4,-3.2,0.0,2.5,--,1.4,959.3,74,
2012年12月3日,3.9,11.2,-1.4,--,7.3,--,1.3,954.7,78,
2012年12月4日,4.3,9.4,1.8,3.5,2.2,--,3.8,946.0,73,
2012年12月5日,4.4,9.0,-0.5,--,6.6,--,3.3,951.9,58,
2012年12月6日,3.0,7.3,-1.3,5.5,1.4,--,4.6,951.0,69,
2012年12月7日,0.9,6.6,-3.9,0.0,8.9,--,2.8,954.7,68,
2012年12月8日,2.3,8.1,-2.1,2.5,2.4,1,5.7,946.8,67,
2012年12月9日,-1.1,1.0,-2.6,1.0,0.1,1,3.7,944.1,72,
2012年12月10日,-1.3,1.9,-4.3,2.0,5.1,4,3.3,947.2,65,
2012年12月11日,-1.1,5.2,-6.5,0.0,7.2,--,2.6,952.3,67,
2012年12月12日,-0.5,7.0,-5.6,--,7.6,--,2.0,957.5,61,
2012年12月13日,-0.6,7.6,-6.0,--,9.0,--,1.2,964.7,62,
2012年12月14日,1.4,11.1,-6.3,0.0,8.2,--,1.5,965.2,58,
2012年12月15日,4.8,8.3,1.2,17.5,0.0,--,1.3,953.9,95,
2012年12月16日,6.1,14.4,1.6,0.0,6.1,--,1.6,952.6,83,
2012年12月17日,4.7,10.0,-0.6,1.0,2.9,--,1.0,953.5,84,
2012年12月18日,6.3,10.5,1.4,--,2.7,--,3.3,947.0,71,
2012年12月19日,0.8,6.0,-2.8,--,9.0,--,2.9,953.6,49,
2012年12月20日,-0.5,6.1,-5.9,--,8.4,--,2.4,959.8,58,
2012年12月21日,0.3,4.4,-4.6,3.0,1.3,5,1.2,960.8,69,
2012年12月22日,1.1,3.6,-0.5,32.0,0.4,2,1.0,948.6,96,
2012年12月23日,1.5,8.2,-3.0,0.5,6.6,--,2.5,950.3,77,
2012年12月24日,-0.6,3.0,-4.2,0.0,5.9,--,2.1,953.4,62,
2012年12月25日,-0.9,2.3,-5.8,0.0,3.4,--,2.5,956.2,70,
2012年12月26日,0.3,4.8,-5.2,0.0,8.9,--,3.7,956.3,48,
2012年12月27日,-2.9,4.3,-8.2,--,9.0,--,1.1,962.2,58,
2012年12月28日,-2.8,0.2,-6.1,17.0,0.0,6,1.1,961.1,82,
2012年12月29日,3.4,8.3,0.0,2.0,7.5,--,1.5,957.0,86,
2012年12月30日,4.4,7.8,1.3,36.5,0.0,--,1.8,944.9,94,
2012年12月31日,2.0,5.8,-1.4,0.5,2.9,--,5.0,945.6,65,
2013年1月1日,0.2,3.9,-3.4,0.0,7.8,--,3.7,955.7,58,
2013年1月2日,3.5,6.1,0.9,0.0,0.5,--,4.8,957.1,61,
2013年1月3日,-0.9,1.9,-3.3,0.0,1.9,--,4.1,955.7,61,
2013年1月4日,-2.7,3.5,-6.8,--,9.1,--,1.7,956.6,51,
2013年1月5日,-3.1,4.3,-8.4,--,8.8,--,1.4,957.0,62,
2013年1月6日,-1.5,5.4,-6.9,--,5.8,--,1.0,954.0,65,
2013年1月7日,0.2,8.2,-5.9,--,9.1,--,2.4,954.7,66,
2013年1月8日,1.0,9.4,-4.5,--,9.1,--,1.1,952.7,67,
2013年1月9日,0.7,8.1,-4.5,--,7.6,--,3.6,949.9,66,
2013年1月10日,0.0,6.5,-4.9,--,9.1,--,2.5,953.1,58,
2013年1月11日,-0.9,6.6,-6.1,--,9.2,--,1.2,960.4,56,
2013年1月12日,-0.3,8.2,-6.4,--,5.8,--,2.0,960.4,63,
2013年1月13日,2.3,9.6,-4.7,--,6.6,--,1.1,957.9,61,
2013年1月14日,1.1,3.6,-1.0,29.5,0.0,19,1.8,943.2,85,
2013年1月15日,-0.3,3.4,-4.2,--,7.3,--,2.3,952.4,68,
2013年1月16日,-1.3,3.9,-5.6,--,7.8,--,1.4,955.2,73,
2013年1月17日,0.7,5.5,-4.2,0.5,6.2,5,1.9,951.2,71,
2013年1月18日,-2.9,2.5,-7.5,--,9.1,--,2.7,954.5,53,
2013年1月19日,-2.1,5.5,-9.0,--,8.7,--,3.3,957.7,64,
2013年1月20日,-0.2,6.7,-5.5,--,8.1,--,2.0,962.4,65,
2013年1月21日,0.3,6.9,-5.8,1.5,5.2,--,1.5,963.6,73,
2013年1月22日,3.2,9.8,0.5,21.0,0.7,--,2.1,949.2,89,
2013年1月23日,1.7,4.5,-1.6,0.0,0.2,--,1.2,951.4,79,
2013年1月24日,3.4,9.0,0.0,0.0,6.8,--,2.3,948.3,74,
2013年1月25日,0.3,4.5,-3.7,1.5,1.6,1,4.5,943.6,69,
2013年1月26日,-3.5,-1.1,-5.5,1.5,0.0,5,4.0,943.8,74,
2013年1月27日,-2.4,4.4,-8.7,0.0,9.5,--,2.4,949.8,61,
2013年1月28日,-0.6,4.1,-4.4,--,5.7,--,2.4,952.8,57,
2013年1月29日,-0.3,8.0,-6.4,--,9.5,--,1.7,958.9,60,
2013年1月30日,1.0,10.0,-4.7,--,9.3,--,1.1,961.4,63,
2013年1月31日,1.5,10.5,-4.3,--,9.5,--,1.8,968.4,61,
2013年2月1日,3.4,12.1,-4.8,4.5,6.5,--,1.9,967.1,70,
2013年2月2日,8.0,13.8,4.4,21.5,0.4,--,2.7,955.5,80,
2013年2月3日,4.9,11.1,-0.1,--,9.5,--,2.2,957.6,58,
2013年2月4日,5.4,10.3,2.6,14.0,0.0,--,2.9,951.9,80,
2013年2月5日,3.9,8.3,-0.2,--,6.7,--,2.2,954.9,64,
2013年2月6日,1.6,4.9,-0.3,12.0,0.6,1,1.2,948.5,90,
2013年2月7日,2.7,7.4,-1.1,0.0,0.5,--,3.6,947.8,74,
2013年2月8日,-1.1,2.6,-4.6,--,8.2,--,4.8,950.4,37,
2013年2月9日,-1.5,5.3,-6.4,--,9.1,--,1.3,955.9,52,
2013年2月10日,0.3,7.4,-6.5,0.0,9.5,--,3.2,954.5,59,
2013年2月11日,0.7,4.4,-3.8,0.0,4.0,1,3.7,957.1,53,
2013年2月12日,-0.9,6.2,-6.9,6.0,2.5,2,1.7,959.8,60,
2013年2月13日,3.4,8.4,-1.5,7.5,9.0,--,3.8,952.6,58,
2013年2月14日,2.8,12.1,-2.8,--,7.7,--,2.0,958.3,58,
2013年2月15日,0.5,2.0,-2.1,6.5,0.0,2,1.2,949.4,87,
2013年2月16日,-2.0,2.4,-6.1,--,9.8,--,3.2,953.2,50,
2013年2月17日,-2.5,4.3,-9.2,--,5.6,--,1.2,959.2,50,
2013年2月18日,1.6,4.6,-0.6,31.0,0.0,5,1.5,949.8,90,
2013年2月19日,0.5,2.9,-2.2,1.0,0.0,--,1.6,949.0,85,
2013年2月20日,-0.5,5.8,-6.2,0.0,9.3,--,3.6,953.5,56,
2013年2月21日,-0.5,3.9,-4.1,0.0,8.3,--,4.2,956.7,50,
2013年2月22日,-0.1,6.3,-6.3,0.0,9.3,1,2.9,956.0,58,
2013年2月23日,0.9,5.8,-3.3,0.0,9.5,1,4.3,954.4,54,
2013年2月24日,-1.3,1.4,-4.8,0.5,2.1,2,4.4,955.7,54,
2013年2月25日,-1.9,5.2,-8.4,--,9.8,--,2.7,960.4,40,
2013年2月26日,0.9,10.6,-7.4,0.5,9.5,--,2.4,959.9,44,
2013年2月27日,3.3,11.9,-0.2,10.0,4.4,4,1.3,950.7,85,
2013年2月28日,5.0,15.4,-1.5,--,8.4,--,1.6,955.1,65,
2013年3月1日,6.2,11.4,0.0,26.5,0.6,--,2.4,950.0,79,
2013年3月2日,3.4,8.1,-1.8,--,10.0,--,4.8,947.5,38,
2013年3月3日,1.3,9.5,-4.8,--,10.5,--,2.0,952.3,50,
2013年3月4日,2.6,10.8,-3.4,--,9.5,--,3.0,952.2,52,
2013年3月5日,3.9,12.2,-2.9,--,10.5,--,2.8,956.4,46,
2013年3月6日,5.8,15.0,-3.3,--,10.5,--,3.1,957.4,46,
2013年3月7日,7.7,18.4,-1.0,--,9.2,--,2.1,955.4,55,
2013年3月8日,9.4,15.4,4.4,0.5,1.1,--,2.1,947.8,71,
2013年3月9日,13.1,20.6,6.3,--,10.4,--,4.1,949.8,39,
2013年3月10日,7.5,16.5,-0.5,5.0,1.1,--,2.9,946.9,67,
2013年3月11日,3.5,12.7,-3.0,--,10.7,--,1.9,955.9,49,
2013年3月12日,6.4,18.4,-3.5,--,10.7,--,2.5,957.7,43,
2013年3月13日,10.4,14.3,3.1,20.5,2.1,--,3.6,950.6,70,
2013年3月14日,4.4,11.0,1.0,0.0,2.7,--,3.0,954.5,67,
2013年3月15日,5.9,15.1,-1.5,--,10.8,--,2.6,960.7,56,
2013年3月16日,6.6,15.6,-1.7,--,10.3,--,4.3,955.8,51,
2013年3月17日,8.5,18.4,0.0,0.0,10.1,--,2.9,957.5,57,
2013年3月18日,12.5,16.4,8.1,64.5,0.0,--,3.9,948.8,85,
2013年3月19日,15.2,20.3,9.1,0.0,10.9,--,4.4,949.1,52,
2013年3月20日,10.8,18.6,6.8,5.5,1.8,--,2.6,945.3,71,
2013年3月21日,7.6,15.0,1.9,--,11.0,--,2.7,947.0,41,
2013年3月22日,8.3,17.8,-0.8,0.0,9.9,--,3.4,948.8,50,
2013年3月23日,9.0,15.1,3.1,--,8.7,--,3.4,948.1,53,
2013年3月24日,9.3,18.3,0.7,--,9.4,--,2.9,947.9,53,
2013年3月25日,8.6,13.9,2.9,--,4.4,--,3.8,944.1,55,
2013年3月26日,5.6,12.8,-1.3,--,7.8,--,2.2,955.0,39,
2013年3月27日,7.5,14.3,0.9,0.0,0.9,--,1.6,958.4,55,
2013年3月28日,10.6,17.1,6.6,0.5,0.9,--,1.2,952.6,80,
2013年3月29日,12.4,18.9,6.9,--,3.3,--,3.5,949.8,62,
2013年3月30日,10.8,20.2,4.8,--,8.5,--,2.6,955.0,54,
2013年3月31日,9.7,12.4,5.0,4.0,0.0,--,2.7,955.0,74,
2013年4月1日,8.9,17.0,1.5,0.0,8.5,--,2.3,959.4,67,
2013年4月2日,10.3,15.3,7.8,19.5,0.0,--,1.2,952.1,88,
2013年4月3日,9.7,14.4,6.6,32.5,1.4,--,2.3,941.0,81,
2013年4月4日,12.5,23.9,3.6,--,10.9,--,2.4,953.1,63,
2013年4月5日,14.3,24.1,6.1,--,9.6,--,2.4,956.1,64,
2013年4月6日,12.4,17.9,10.2,28.0,0.1,--,2.1,942.7,79,
2013年4月7日,9.4,15.1,4.0,15.5,3.6,--,6.5,927.4,72,
2013年4月8日,8.7,17.3,1.3,--,11.7,--,4.1,945.6,47,
2013年4月9日,10.9,19.2,2.5,--,8.0,--,3.4,948.8,50,
2013年4月10日,8.6,12.5,4.3,0.0,7.3,--,4.8,948.9,48,
2013年4月11日,5.0,9.7,1.1,1.0,7.8,--,3.5,950.9,65,
2013年4月12日,4.6,10.5,-0.4,0.0,7.8,--,3.6,951.7,61,
2013年4月13日,7.3,16.7,-1.5,--,12.0,--,2.7,953.1,50,
2013年4月14日,10.8,17.2,2.3,0.0,6.9,--,3.5,951.2,60,
2013年4月15日,14.4,19.7,10.3,1.5,8.2,--,4.9,946.6,49,
2013年4月16日,16.7,24.1,9.9,--,7.2,--,3.4,951.1,41,
2013年4月17日,15.5,21.2,10.0,--,2.2,--,3.0,950.2,64,
2013年4月18日,16.3,26.1,7.0,0.0,11.6,--,3.2,945.6,59,
2013年4月19日,13.0,18.7,5.8,0.0,10.7,--,4.1,946.0,38,
2013年4月20日,8.5,14.6,4.2,5.0,0.8,--,2.3,951.8,61,
2013年4月21日,5.9,10.0,2.5,23.0,0.3,--,2.4,947.0,80,
2013年4月22日,6.9,15.2,-0.3,--,12.3,--,2.2,956.5,50,
2013年4月23日,9.5,18.2,0.2,--,8.0,--,2.6,961.7,57,
2013年4月24日,11.3,14.1,7.8,32.5,0.0,--,3.6,951.9,87,
2013年4月25日,15.3,23.0,11.2,0.0,11.9,--,2.8,945.0,64,
2013年4月26日,10.9,17.5,7.0,0.0,5.5,--,4.4,942.3,59,
2013年4月27日,9.5,15.6,3.9,0.0,6.5,--,3.9,949.5,48,
2013年4月28日,11.1,21.0,1.2,--,12.5,--,1.9,955.5,39,
2013年4月29日,13.7,24.0,3.1,--,10.5,--,2.9,956.2,45,
2013年4月30日,13.3,15.4,10.0,11.0,0.0,--,2.6,947.3,77,
2013年5月1日,11.7,18.6,5.6,--,11.8,--,3.9,939.0,51,
2013年5月2日,9.8,18.3,3.3,--,12.5,--,3.1,945.3,50,
2013年5月3日,10.4,18.1,2.1,--,12.7,--,3.2,950.8,45,
2013年5月4日,12.0,19.9,3.3,--,11.4,--,3.7,953.6,46,
2013年5月5日,13.8,22.5,5.6,--,12.4,--,2.7,955.5,54,
2013年5月6日,14.9,23.2,6.2,--,12.4,--,3.8,951.5,48,
2013年5月7日,12.2,19.5,6.0,--,12.1,--,4.3,951.5,39,
2013年5月8日,13.1,21.8,3.7,--,12.8,--,3.7,954.5,34,
2013年5月9日,17.7,30.9,6.5,--,12.7,--,2.1,953.6,40,
2013年5月10日,15.8,25.0,9.6,4.0,3.9,--,2.3,950.2,61,
2013年5月11日,14.6,17.6,11.6,30.5,0.0,--,1.2,943.7,96,
2013年5月12日,18.5,27.6,11.9,--,12.6,--,2.5,946.9,66,
2013年5月13日,19.1,28.9,10.5,--,10.7,--,2.7,953.3,57,
2013年5月14日,20.1,30.9,11.5,--,11.9,--,2.3,953.6,54,
2013年5月15日,18.9,27.3,11.4,--,11.6,--,3.6,953.3,57,
