ダウンロードした時刻：2021/05/16 23:43:21

,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田
2009年4月21日,14.6,18.7,10.5,20.0,0.0,--,2.5,946.4,80,
2009年4月22日,14.7,19.6,9.0,--,11.4,--,5.6,944.4,51,
2009年4月23日,12.6,20.4,5.9,--,12.1,--,2.2,950.8,49,
2009年4月24日,13.3,20.8,5.3,--,7.8,--,2.5,957.5,59,
2009年4月25日,10.4,13.7,8.6,34.5,0.0,--,1.9,945.5,84,
2009年4月26日,9.0,12.5,6.3,3.5,4.2,--,4.7,936.2,70,
2009年4月27日,8.6,14.9,3.4,0.0,///,--,3.4,943.1,49,
2009年4月28日,8.8,17.0,0.5,--,9.6,--,2.3,952.5,44,
2009年4月29日,11.0,21.0,1.9,--,12.5,--,1.8,959.3,45,
2009年4月30日,13.3,22.1,4.6,--,12.3,--,2.1,962.5,44,
2009年5月1日,15.0,25.2,6.0,--,11.5,--,2.2,962.6,44,
2009年5月2日,16.2,25.4,7.7,--,12.0,--,2.9,960.8,50,
2009年5月3日,15.7,22.5,9.3,--,7.2,--,2.6,959.5,60,
2009年5月4日,16.1,22.2,11.7,0.0,2.7,--,2.1,958.1,61,
2009年5月5日,13.5,16.1,11.6,33.0,0.0,--,1.3,954.1,81,
2009年5月6日,12.5,14.8,11.1,17.0,0.0,--,1.5,951.0,86,
2009年5月7日,12.7,13.8,11.6,22.0,0.0,--,1.5,946.6,89,
2009年5月8日,13.7,16.3,11.5,10.0,0.0,--,1.1,944.3,88,
2009年5月9日,17.5,28.2,8.6,--,11.1,--,2.3,951.4,67,
2009年5月10日,20.8,31.9,12.1,--,9.6,--,2.9,952.8,56,
2009年5月11日,20.9,30.7,12.1,--,10.8,--,2.3,953.1,44,
2009年5月12日,20.4,28.8,12.6,0.5,9.6,--,3.3,948.6,48,
2009年5月13日,18.2,25.3,10.1,4.0,10.8,--,3.9,944.1,56,
2009年5月14日,13.6,21.6,6.2,--,12.9,--,3.8,948.1,41,
2009年5月15日,13.4,22.1,6.0,--,11.5,--,2.7,956.5,53,
2009年5月16日,13.7,15.3,12.5,6.0,0.0,--,1.8,958.5,76,
2009年5月17日,15.4,19.5,12.0,68.0,0.0,--,3.0,947.8,88,
2009年5月18日,19.7,28.0,14.1,--,12.3,--,4.4,946.3,46,
2009年5月19日,15.7,22.5,9.7,--,3.8,--,1.2,950.3,58,
2009年5月20日,19.3,30.3,8.8,--,12.5,--,1.8,953.6,49,
2009年5月21日,19.7,26.2,13.9,--,3.8,--,2.4,957.2,49,
2009年5月22日,18.3,21.3,14.9,0.0,0.3,--,3.7,951.2,60,
2009年5月23日,20.3,28.0,14.0,--,11.4,--,2.6,945.7,62,
2009年5月24日,16.4,21.4,12.2,1.0,0.9,--,1.9,945.7,69,
2009年5月25日,18.2,26.1,11.9,--,11.7,--,2.8,948.9,52,
2009年5月26日,18.6,27.8,9.8,--,10.5,--,1.8,953.6,51,
2009年5月27日,19.4,26.9,13.4,0.0,7.0,--,2.0,953.4,57,
2009年5月28日,17.3,21.2,13.6,9.5,0.2,--,2.4,949.3,62,
2009年5月29日,18.8,26.5,13.2,6.5,5.1,--,3.0,946.6,72,
2009年5月30日,20.2,26.4,15.3,0.0,5.8,--,2.2,944.6,67,
2009年5月31日,18.5,22.8,13.9,2.5,2.5,--,2.6,940.3,73,
2009年6月1日,17.7,25.0,12.1,--,10.5,--,2.7,943.5,51,
2009年6月2日,18.1,26.8,8.7,--,10.7,--,2.2,949.8,53,
2009年6月3日,18.1,22.9,14.0,0.5,0.2,--,2.5,948.3,57,
2009年6月4日,17.5,23.0,13.3,0.0,1.4,--,1.8,945.3,70,
2009年6月5日,16.1,17.2,15.1,11.5,0.0,--,1.2,944.9,86,
2009年6月6日,18.9,26.5,14.4,5.0,3.8,--,1.7,941.0,75,
2009年6月7日,21.8,29.3,14.5,--,12.2,--,2.2,945.4,63,
2009年6月8日,21.7,27.7,16.9,--,7.7,--,2.9,951.5,59,
2009年6月9日,20.7,26.7,15.7,--,1.9,--,2.3,953.3,61,
2009年6月10日,18.5,23.7,15.1,9.0,0.1,--,2.3,948.5,72,
2009年6月11日,17.7,23.7,13.1,24.5,5.3,--,3.4,939.8,70,
2009年6月12日,18.5,27.5,10.7,--,10.2,--,2.0,943.5,54,
2009年6月13日,20.3,27.4,13.2,--,5.3,--,2.3,943.8,59,
2009年6月14日,21.5,28.1,16.4,0.0,9.5,--,2.8,945.9,59,
2009年6月15日,20.5,28.6,13.3,0.0,9.5,--,2.4,950.2,61,
2009年6月16日,18.5,25.4,14.1,5.5,4.6,--,2.0,952.8,74,
2009年6月17日,19.6,26.8,13.9,--,6.9,--,2.8,954.4,64,
2009年6月18日,18.9,23.8,16.0,0.0,3.0,--,1.7,955.1,71,
2009年6月19日,21.5,29.4,16.0,--,6.9,--,2.1,952.9,64,
2009年6月20日,22.4,29.2,15.9,0.0,8.1,--,2.7,951.4,60,
2009年6月21日,20.9,24.8,17.9,42.5,1.7,--,1.3,946.5,85,
2009年6月22日,22.0,23.7,20.3,34.0,0.0,--,2.6,942.9,85,
2009年6月23日,24.1,29.5,19.9,12.5,8.2,--,3.7,941.4,60,
2009年6月24日,21.7,28.1,17.0,12.5,5.2,--,2.1,943.3,71,
2009年6月25日,22.6,29.6,17.8,--,7.0,--,1.9,949.3,62,
2009年6月26日,22.9,30.7,16.9,--,7.9,--,2.3,952.7,57,
2009年6月27日,23.1,31.2,14.9,--,9.2,--,1.9,952.0,62,
2009年6月28日,23.2,28.1,19.7,--,2.1,--,1.5,948.7,61,
2009年6月29日,21.6,28.8,17.1,17.5,5.2,--,1.9,950.4,64,
2009年6月30日,23.1,27.9,18.1,19.5,0.5,--,2.7,946.1,77,
2009年7月1日,24.5,30.7,19.5,9.5,2.5,--,3.2,943.8,72,
2009年7月2日,23.0,26.9,21.3,8.0,1.2,--,2.5,942.0,76,
2009年7月3日,21.8,26.2,17.1,3.5,0.8,--,2.0,946.2,72,
2009年7月4日,21.9,28.7,16.9,1.0,9.9,--,2.4,949.2,68,
2009年7月5日,21.9,27.2,17.3,0.0,2.6,--,2.3,955.8,71,
2009年7月6日,21.1,24.9,18.9,36.0,0.3,--,1.5,957.1,86,
2009年7月7日,23.4,28.1,20.3,2.5,3.1,--,2.6,955.4,77,
2009年7月8日,22.5,25.1,21.3,6.5,0.0,--,3.0,951.7,81,
2009年7月9日,22.8,24.6,21.1,13.0,0.0,--,3.3,948.5,84,
2009年7月10日,24.2,28.2,20.5,5.0,1.9,--,4.1,945.5,73,
2009年7月11日,23.4,28.4,19.5,--,5.1,--,2.5,950.4,66,
2009年7月12日,23.6,29.8,18.2,--,2.8,--,1.7,954.2,69,
2009年7月13日,25.2,30.3,22.1,1.0,2.5,--,3.7,953.5,69,
2009年7月14日,25.9,33.0,19.7,--,6.1,--,2.4,953.4,65,
2009年7月15日,27.0,32.3,21.6,--,9.5,--,3.4,950.1,59,
2009年7月16日,25.9,32.8,21.7,0.0,9.9,--,4.3,950.1,58,
2009年7月17日,20.8,22.9,18.2,65.0,0.0,--,1.4,951.9,88,
2009年7月18日,23.5,28.5,20.7,12.5,0.4,--,1.8,950.5,81,
2009年7月19日,24.1,28.9,21.2,18.0,0.7,--,2.4,947.8,78,
2009年7月20日,24.4,31.8,18.6,0.0,7.2,--,2.5,947.7,71,
2009年7月21日,23.3,26.0,21.5,15.5,0.0,--,2.5,943.0,83,
2009年7月22日,23.3,27.1,20.9,5.5,0.3,--,2.2,941.1,77,
2009年7月23日,24.8,31.9,19.8,0.5,9.1,--,2.3,945.7,67,
2009年7月24日,24.5,30.8,21.2,4.5,4.5,--,2.4,947.9,75,
2009年7月25日,24.3,29.8,21.9,9.0,1.5,--,2.7,949.7,80,
2009年7月26日,24.2,31.1,21.2,5.5,0.4,--,2.3,949.9,79,
2009年7月27日,22.3,25.3,21.0,52.0,0.5,--,1.9,948.6,84,
2009年7月28日,21.9,24.7,19.8,15.5,0.0,--,1.2,949.2,86,
2009年7月29日,23.4,25.5,21.1,12.0,0.0,--,2.3,948.0,86,
2009年7月30日,26.8,32.7,22.5,2.5,7.7,--,2.1,947.3,73,
2009年7月31日,24.6,30.4,22.4,11.0,2.0,--,1.6,949.2,81,
2009年8月1日,22.8,27.1,20.1,31.5,1.8,--,1.5,948.6,84,
2009年8月2日,21.9,26.8,20.0,29.5,1.3,--,1.4,948.0,85,
2009年8月3日,24.7,31.6,19.4,--,8.4,--,1.4,948.9,73,
2009年8月4日,25.8,34.0,21.2,0.5,9.2,--,1.6,947.5,72,
2009年8月5日,25.8,32.4,21.9,0.0,5.5,--,2.0,949.8,73,
2009年8月6日,25.4,31.2,22.8,0.5,0.7,--,1.7,952.8,78,
2009年8月7日,24.5,29.7,22.8,24.5,1.0,--,1.6,952.4,83,
2009年8月8日,26.1,33.0,22.9,2.0,5.2,--,1.8,950.3,77,
2009年8月9日,25.1,28.8,21.8,0.0,0.1,--,1.3,950.9,76,
2009年8月10日,24.1,28.1,21.9,16.0,0.0,--,1.3,949.4,83,
2009年8月11日,27.2,34.1,22.1,0.0,5.1,--,1.7,945.7,71,
2009年8月12日,27.8,33.8,23.8,--,11.0,--,2.9,946.9,65,
2009年8月13日,26.9,30.2,23.6,0.0,1.1,--,2.1,944.2,71,
2009年8月14日,27.1,32.9,23.7,--,8.6,--,2.3,947.1,67,
2009年8月15日,25.9,32.8,21.2,0.0,8.2,--,2.5,952.8,66,
2009年8月16日,24.8,32.0,19.5,1.0,9.6,--,1.9,955.6,67,
2009年8月17日,25.4,33.2,19.7,--,12.1,--,1.5,956.2,62,
2009年8月18日,25.5,32.2,20.9,--,8.5,--,2.3,956.2,65,
2009年8月19日,24.8,30.1,21.1,--,6.1,--,2.1,955.3,68,
2009年8月20日,24.5,30.9,19.6,--,6.7,--,2.3,952.0,65,
2009年8月21日,24.6,28.6,21.1,5.0,0.6,--,2.6,948.2,71,
2009年8月22日,25.4,31.7,20.7,3.5,7.4,--,3.3,946.0,63,
2009年8月23日,22.1,28.1,17.1,--,5.5,--,2.0,947.0,61,
2009年8月24日,21.7,30.3,14.9,--,11.1,--,1.6,948.4,62,
2009年8月25日,21.6,28.7,16.6,--,7.6,--,2.2,951.2,64,
2009年8月26日,22.8,29.8,18.1,--,9.2,--,2.4,952.6,64,
2009年8月27日,23.2,29.2,19.1,--,4.9,--,2.1,952.1,63,
2009年8月28日,23.8,31.0,17.6,--,5.5,--,2.1,950.4,64,
2009年8月29日,25.4,32.2,20.2,0.0,4.8,--,1.9,950.7,67,
2009年8月30日,25.8,32.2,21.3,--,9.7,--,2.2,951.9,67,
2009年8月31日,24.7,30.0,21.6,0.0,1.1,--,1.7,948.8,70,
2009年9月1日,25.0,30.8,20.6,--,9.8,--,2.2,953.3,64,
2009年9月2日,24.4,31.3,19.8,4.0,6.0,--,1.7,956.6,70,
2009年9月3日,21.9,26.2,19.6,5.5,0.8,--,1.1,956.5,83,
2009年9月4日,22.5,28.6,18.3,0.5,1.9,--,1.5,952.3,77,
2009年9月5日,22.7,29.7,17.4,0.0,5.3,--,1.4,948.6,73,
2009年9月6日,24.6,31.2,21.0,0.0,8.9,--,1.8,946.6,69,
2009年9月7日,23.6,31.4,18.1,--,11.5,--,1.6,945.5,///,
2009年9月8日,23.7,32.7,17.6,--,11.5,--,2.0,941.3,///,
2009年9月9日,21.3,27.6,15.5,--,4.4,--,2.6,944.2,64,
2009年9月10日,18.8,27.2,12.8,--,10.1,--,1.6,948.0,60,
2009年9月11日,18.5,26.0,12.1,--,5.7,--,1.6,951.1,63,
2009年9月12日,16.5,17.8,15.6,65.5,0.0,--,1.5,947.7,88,
2009年9月13日,19.9,25.9,14.6,0.0,9.4,--,3.5,950.1,63,
2009年9月14日,18.9,26.1,12.6,--,7.9,--,1.8,954.5,70,
2009年9月15日,18.2,21.0,16.4,0.0,0.0,--,1.3,950.4,80,
2009年9月16日,19.7,27.6,14.2,--,10.0,--,2.1,949.7,65,
2009年9月17日,19.5,27.3,13.4,--,9.5,--,1.7,954.1,68,
2009年9月18日,19.9,25.3,15.9,--,4.3,--,1.3,952.0,72,
2009年9月19日,19.4,24.8,14.9,--,4.8,--,3.6,947.5,61,
2009年9月20日,18.9,27.2,12.4,--,11.1,--,2.7,950.8,54,
2009年9月21日,18.3,25.1,11.6,--,6.2,--,2.1,957.3,70,
2009年9月22日,19.3,22.8,16.1,0.0,0.0,--,1.2,959.2,80,
2009年9月23日,20.2,24.4,18.0,0.0,0.4,--,1.3,959.2,80,
2009年9月24日,21.8,28.7,16.4,--,7.6,--,1.7,956.8,71,
2009年9月25日,22.4,29.7,16.1,--,10.1,--,1.8,954.8,69,
2009年9月26日,22.2,29.0,17.5,4.5,5.1,--,1.9,954.9,72,
2009年9月27日,19.9,26.3,16.5,5.0,4.1,--,1.8,959.7,77,
2009年9月28日,18.7,23.6,15.6,7.5,0.1,--,1.2,959.3,81,
2009年9月29日,20.5,24.0,17.7,3.5,0.0,--,1.1,957.6,88,
2009年9月30日,19.0,20.9,17.6,19.0,0.0,--,0.9,959.7,93,
2009年10月1日,19.7,25.8,16.0,--,3.4,--,1.7,958.5,79,
2009年10月2日,18.1,20.4,15.8,37.5,0.0,--,2.1,950.9,93,
2009年10月3日,20.5,26.3,14.5,0.0,5.9,--,2.8,947.5,75,
2009年10月4日,16.8,25.6,11.4,--,7.8,--,2.3,955.0,67,
2009年10月5日,13.0,15.2,10.8,6.5,0.0,--,0.9,958.4,86,
2009年10月6日,14.8,16.8,12.9,8.5,0.0,--,0.9,956.8,93,
2009年10月7日,15.5,16.8,14.4,24.0,0.0,--,1.7,951.6,93,
2009年10月8日,17.0,22.3,11.7,18.5,2.3,--,5.4,933.5,72,
2009年10月9日,14.3,21.0,9.3,--,7.8,--,1.9,947.1,70,
2009年10月10日,13.7,20.6,9.5,0.0,7.9,--,2.3,953.3,68,
2009年10月11日,12.7,21.5,6.6,--,9.7,--,1.3,956.8,70,
2009年10月12日,13.2,21.0,7.1,--,8.5,--,1.7,956.3,73,
2009年10月13日,14.1,22.0,8.1,--,8.4,--,2.5,952.2,67,
2009年10月14日,13.5,21.1,8.7,--,4.7,--,1.6,952.4,70,
2009年10月15日,14.1,21.4,8.2,--,9.5,--,1.7,955.3,71,
2009年10月16日,14.2,21.2,9.7,--,///,--,1.9,954.0,66,
2009年10月17日,12.7,16.0,9.0,1.0,0.0,--,1.4,950.0,85,
2009年10月18日,14.2,21.1,9.7,--,6.2,--,2.6,945.4,71,
2009年10月19日,12.8,21.1,6.5,--,9.9,--,2.2,949.4,64,
2009年10月20日,12.8,19.0,8.4,--,0.9,--,2.4,952.3,68,
2009年10月21日,12.1,22.7,4.3,--,8.7,--,2.4,956.5,66,
2009年10月22日,11.5,19.2,5.2,--,6.1,--,1.2,958.1,71,
2009年10月23日,13.2,21.7,7.2,--,7.2,--,1.2,957.5,71,
2009年10月24日,12.6,15.5,9.9,0.0,0.0,--,0.8,958.2,82,
2009年10月25日,14.1,18.9,10.8,0.0,2.3,--,1.0,958.5,77,
2009年10月26日,12.5,13.4,11.3,24.0,0.0,--,1.0,948.2,92,
2009年10月27日,14.2,21.4,8.5,0.0,9.4,--,1.7,949.0,69,
2009年10月28日,12.1,20.5,5.0,--,6.0,--,1.5,962.7,74,
2009年10月29日,13.8,22.4,8.5,--,7.3,--,1.7,962.7,72,
2009年10月30日,13.7,22.7,7.2,--,7.4,--,1.2,962.3,73,
2009年10月31日,13.3,22.7,7.2,--,8.0,--,1.3,961.8,73,
2009年11月1日,15.6,24.0,9.6,13.0,3.7,--,2.4,951.6,80,
2009年11月2日,10.7,18.5,4.6,0.0,2.2,--,3.6,948.8,71,
2009年11月3日,5.6,11.5,1.0,--,9.8,--,2.5,962.7,55,
2009年11月4日,7.5,17.8,0.0,--,9.6,--,1.8,967.8,63,
2009年11月5日,8.1,14.7,1.8,--,2.1,--,1.3,962.9,72,
2009年11月6日,8.9,18.9,1.4,--,7.6,--,1.0,960.4,74,
2009年11月7日,9.8,19.8,2.8,--,7.8,--,1.0,960.8,77,
2009年11月8日,9.9,18.4,5.0,--,5.6,--,1.0,959.9,82,
2009年11月9日,10.6,17.9,5.2,--,2.4,--,0.9,956.4,83,
2009年11月10日,12.1,18.2,6.9,9.5,2.2,--,1.0,954.2,86,
2009年11月11日,13.2,14.4,11.9,67.0,0.0,--,1.4,949.0,93,
2009年11月12日,11.6,15.0,9.3,--,3.0,--,2.0,960.7,71,
2009年11月13日,10.6,12.7,7.8,0.0,1.2,--,1.5,957.0,74,
2009年11月14日,12.2,19.5,8.3,39.5,1.8,--,2.3,943.1,84,
2009年11月15日,10.0,14.9,5.7,--,5.9,--,3.5,952.1,61,
2009年11月16日,8.5,12.7,5.3,--,0.1,--,3.0,957.1,60,
2009年11月17日,5.1,6.0,4.4,17.0,0.0,--,1.0,954.0,91,
2009年11月18日,6.8,12.1,3.3,--,8.3,--,2.5,955.6,72,
2009年11月19日,4.9,9.5,2.1,0.0,1.5,--,1.1,961.5,81,
2009年11月20日,6.0,13.6,-1.3,--,6.4,--,1.6,960.1,75,
2009年11月21日,8.0,13.8,2.4,--,8.5,--,3.4,957.9,55,
2009年11月22日,5.3,10.5,0.9,6.5,1.1,--,1.4,962.4,80,
2009年11月23日,7.8,14.3,3.5,0.5,5.3,--,1.3,961.0,83,
2009年11月24日,4.8,8.5,1.5,4.5,0.6,--,0.9,962.9,90,
2009年11月25日,9.1,15.7,5.7,15.0,2.0,--,1.0,954.7,89,
2009年11月26日,9.1,16.3,4.9,--,7.9,--,1.2,959.8,78,
2009年11月27日,9.0,16.1,4.7,--,2.1,--,1.0,960.4,83,
2009年11月28日,7.9,15.5,3.3,--,7.7,--,1.4,956.9,77,
2009年11月29日,5.2,7.7,1.5,1.0,0.7,--,0.8,958.6,83,
2009年11月30日,7.6,12.1,4.3,0.5,4.4,--,1.0,956.1,87,
2009年12月1日,6.5,14.6,1.1,--,5.1,--,1.1,958.4,78,
2009年12月2日,5.3,14.1,0.3,0.0,6.2,--,1.2,960.8,80,
2009年12月3日,5.0,6.6,2.5,9.5,0.0,--,1.1,950.9,92,
2009年12月4日,7.2,13.1,2.8,--,9.2,--,2.7,953.1,73,
2009年12月5日,6.2,8.3,4.1,5.5,1.5,--,1.1,953.2,88,
2009年12月6日,6.8,11.6,1.5,--,7.3,--,4.7,949.9,72,
2009年12月7日,3.5,11.4,-1.6,--,8.9,--,1.1,957.4,69,
2009年12月8日,3.8,11.6,-2.3,--,9.0,--,1.0,962.2,73,
2009年12月9日,5.5,10.7,0.8,0.0,2.6,--,1.0,959.2,81,
2009年12月10日,6.8,10.3,2.5,0.0,2.0,--,1.0,960.0,77,
2009年12月11日,6.3,7.1,5.7,26.0,0.0,--,0.9,955.4,94,
2009年12月12日,6.7,13.0,3.7,0.0,1.7,--,1.4,951.6,90,
2009年12月13日,6.0,10.8,2.2,--,6.3,--,1.8,952.4,72,
2009年12月14日,4.7,11.2,0.3,2.0,7.0,--,2.3,953.4,77,
2009年12月15日,3.1,8.6,-0.7,--,5.6,--,3.2,955.0,71,
2009年12月16日,3.6,7.4,0.6,--,1.5,--,3.4,950.9,61,
2009年12月17日,1.7,3.7,-0.3,0.0,0.8,--,3.4,950.5,62,
2009年12月18日,-0.9,1.0,-3.2,1.0,0.0,--,4.7,948.2,66,
2009年12月19日,-1.8,0.9,-3.7,5.0,1.7,7,2.3,949.1,85,
2009年12月20日,-0.7,1.1,-2.5,0.0,0.7,--,2.8,949.2,77,
2009年12月21日,-0.2,4.4,-4.1,0.0,7.6,--,2.8,951.7,61,
2009年12月22日,-1.0,6.5,-6.7,--,8.7,--,1.9,958.1,70,
2009年12月23日,1.6,7.5,-4.7,0.0,4.2,--,2.4,957.4,77,
2009年12月24日,3.6,10.4,-0.6,--,6.8,--,1.5,955.5,75,
2009年12月25日,3.6,10.1,-1.3,0.0,8.8,--,1.1,953.3,67,
2009年12月26日,5.1,10.9,0.4,2.0,4.7,--,2.8,949.9,79,
2009年12月27日,3.6,10.0,-2.0,--,8.8,--,1.2,952.4,74,
2009年12月28日,3.3,7.5,-1.7,3.0,2.3,--,3.3,948.2,74,
2009年12月29日,0.5,8.1,-4.4,--,9.0,--,1.3,953.7,67,
2009年12月30日,1.5,7.0,-4.0,1.0,0.4,--,2.1,949.3,79,
2009年12月31日,0.2,4.4,-2.5,3.5,0.3,2,4.2,940.3,73,
2010年1月1日,-1.2,0.6,-5.5,0.5,4.1,1,3.6,944.8,65,
2010年1月2日,1.2,4.5,-3.3,0.0,8.3,--,4.6,948.0,63,
2010年1月3日,1.4,4.6,-2.1,2.0,1.8,--,2.4,947.0,77,
2010年1月4日,0.7,7.7,-5.2,4.5,8.8,--,1.8,949.9,69,
2010年1月5日,2.7,7.8,-1.2,8.5,2.4,--,4.4,943.6,75,
2010年1月6日,0.0,4.9,-3.7,--,7.9,--,2.8,945.5,65,
2010年1月7日,0.7,7.7,-4.0,--,7.9,--,2.6,946.0,59,
2010年1月8日,0.2,7.6,-5.0,--,9.1,--,1.8,950.6,62,
2010年1月9日,0.4,7.2,-5.5,--,9.0,--,2.6,954.9,64,
2010年1月10日,2.8,8.5,-1.2,0.0,7.4,--,2.6,956.4,62,
2010年1月11日,1.7,7.6,-2.9,--,4.1,--,1.9,954.7,67,
2010年1月12日,1.4,5.0,-0.1,1.0,0.0,--,1.3,945.6,84,
2010年1月13日,-2.0,2.3,-4.3,1.5,0.7,--,4.4,944.6,70,
2010年1月14日,-3.3,-0.2,-5.4,2.0,1.1,8,2.9,954.8,76,
2010年1月15日,-0.9,2.6,-5.6,0.0,8.3,--,4.3,957.8,65,
2010年1月16日,-1.3,4.3,-5.4,--,9.2,--,2.3,960.5,60,
2010年1月17日,-2.1,5.8,-8.0,--,9.1,--,1.4,963.4,60,
2010年1月18日,0.4,9.1,-6.8,--,///,--,2.3,963.5,63,
2010年1月19日,2.5,11.9,-3.2,--,9.2,--,1.2,966.1,65,
2010年1月20日,5.3,14.5,-4.4,1.0,8.0,--,2.0,961.2,68,
2010年1月21日,7.7,12.1,0.2,22.5,0.0,--,3.0,946.2,85,
2010年1月22日,1.8,6.4,-2.5,0.0,8.9,--,3.0,952.0,63,
2010年1月23日,2.3,7.2,-1.3,0.0,8.2,--,4.4,951.3,61,
2010年1月24日,1.7,9.1,-4.1,--,9.4,--,3.2,956.2,59,
2010年1月25日,2.7,7.0,-3.0,0.0,1.2,--,2.8,953.1,66,
2010年1月26日,1.9,8.0,-2.5,--,9.4,--,2.5,957.8,44,
2010年1月27日,1.4,10.5,-6.3,--,9.1,--,2.7,960.7,46,
2010年1月28日,4.4,10.4,0.6,26.0,0.5,--,2.7,950.2,81,
2010年1月29日,3.5,7.3,0.2,0.0,3.1,--,4.0,952.3,63,
2010年1月30日,2.5,8.4,-3.0,--,9.5,--,2.7,956.4,63,
2010年1月31日,4.1,9.2,-1.0,--,2.4,--,1.7,956.2,68,
2010年2月1日,0.6,3.7,-1.5,23.5,0.5,9,0.9,948.5,88,
2010年2月2日,1.2,3.9,-2.1,0.0,1.0,--,2.4,948.8,78,
2010年2月3日,0.5,3.9,-2.0,0.0,8.2,--,4.5,950.8,57,
2010年2月4日,-0.2,3.1,-2.4,0.0,7.1,1,4.0,952.8,59,
2010年2月5日,-0.4,2.6,-2.5,0.0,7.4,1,4.2,951.2,62,
2010年2月6日,-1.8,0.7,-3.3,0.0,1.5,1,4.6,951.4,60,
2010年2月7日,0.8,6.7,-3.0,0.0,9.6,--,2.7,959.3,48,
2010年2月8日,2.1,9.6,-4.6,0.0,0.7,--,1.9,960.2,69,
2010年2月9日,7.9,14.9,3.9,10.0,2.5,--,1.8,956.0,86,
2010年2月10日,9.7,12.9,5.4,15.5,0.2,--,2.0,951.0,92,
2010年2月11日,3.7,6.5,2.4,25.0,0.0,--,1.4,950.1,92,
2010年2月12日,1.6,2.6,0.3,2.0,0.0,--,1.5,951.9,85,
2010年2月13日,1.6,6.8,-0.8,--,5.4,--,2.4,956.2,68,
2010年2月14日,2.4,9.8,-3.3,--,6.7,--,1.8,961.0,60,
2010年2月15日,1.4,3.1,0.1,7.0,0.0,--,0.8,954.8,89,
2010年2月16日,2.9,6.9,-1.2,0.0,0.0,--,2.6,951.7,72,
2010年2月17日,0.2,3.6,-2.7,--,0.3,--,1.3,957.7,64,
2010年2月18日,2.6,8.3,-1.2,2.0,7.3,3,3.6,951.5,65,
2010年2月19日,0.3,6.4,-3.8,0.0,6.3,--,3.0,950.9,67,
2010年2月20日,1.4,8.2,-4.6,--,///,--,2.8,953.4,55,
2010年2月21日,2.5,10.5,-3.8,--,8.9,--,1.8,958.4,58,
2010年2月22日,5.6,13.3,-2.1,--,7.5,--,2.1,958.4,61,
2010年2月23日,8.7,17.5,2.3,--,8.5,--,2.0,955.7,60,
2010年2月24日,8.5,19.6,0.2,--,10.2,--,1.9,958.8,58,
2010年2月25日,10.0,19.6,1.0,0.0,6.9,--,2.5,960.8,65,
2010年2月26日,11.6,13.0,9.3,54.5,0.0,--,2.5,953.5,88,
2010年2月27日,12.3,17.7,9.0,23.5,4.0,--,2.4,947.8,77,
2010年2月28日,8.0,13.2,4.1,18.0,4.8,--,1.9,951.0,80,
2010年3月1日,8.1,16.9,1.3,19.0,1.8,--,2.7,952.9,85,
2010年3月2日,11.9,19.0,7.8,7.5,2.8,--,3.0,947.9,79,
2010年3月3日,10.4,16.1,4.6,--,10.5,--,3.8,953.1,56,
2010年3月4日,5.8,8.6,3.5,8.0,0.0,--,1.1,958.8,81,
2010年3月5日,12.7,22.7,5.8,11.0,6.8,--,2.8,951.9,68,
2010年3月6日,9.6,12.1,7.3,20.0,0.0,--,1.2,952.7,89,
2010年3月7日,3.9,7.4,0.8,24.0,0.0,--,1.3,956.4,93,
2010年3月8日,3.6,6.7,1.7,0.5,0.4,--,2.0,961.7,76,
2010年3月9日,1.6,3.1,0.3,16.5,0.0,--,1.2,954.1,89,
2010年3月10日,3.3,7.9,0.9,4.0,1.7,--,3.1,940.5,77,
2010年3月11日,3.7,10.2,-0.6,0.0,8.9,--,3.4,956.1,59,
2010年3月12日,5.6,12.7,-2.0,--,6.5,--,2.4,963.5,64,
2010年3月13日,9.6,13.0,6.2,0.0,0.0,--,3.3,960.3,63,
2010年3月14日,8.2,18.5,0.0,--,10.5,--,2.4,963.3,48,
2010年3月15日,9.0,14.8,1.5,26.0,0.8,--,2.3,959.4,75,
2010年3月16日,11.2,16.4,3.6,27.5,3.2,--,5.0,946.3,64,
2010年3月17日,4.6,11.0,-0.3,--,10.2,--,4.1,955.7,52,
2010年3月18日,5.2,11.5,0.8,1.0,0.1,--,2.3,952.9,66,
2010年3月19日,7.1,12.4,1.5,0.5,10.2,--,4.2,950.8,60,
2010年3月20日,12.8,20.5,3.0,0.0,8.4,--,3.9,950.0,56,
2010年3月21日,8.3,15.7,1.3,29.0,1.4,--,7.0,941.4,61,
2010年3月22日,6.4,14.2,-0.9,0.0,9.4,--,3.8,952.7,45,
2010年3月23日,7.1,8.9,5.1,9.0,0.0,--,1.7,953.3,80,
2010年3月24日,5.8,7.5,4.6,34.0,0.0,--,1.2,953.6,93,
2010年3月25日,4.7,6.4,3.0,27.5,0.0,--,1.2,944.0,93,
2010年3月26日,3.9,8.5,0.1,0.0,6.1,--,3.1,951.2,66,
2010年3月27日,4.2,11.4,-2.4,--,9.4,--,3.3,959.6,52,
2010年3月28日,5.5,11.2,1.5,0.5,1.6,--,2.8,957.3,65,
2010年3月29日,2.9,7.1,-1.1,1.0,5.1,--,3.5,954.8,55,
2010年3月30日,3.1,11.4,-3.4,--,11.2,--,2.9,964.2,39,
