ダウンロードした時刻：2021/05/16 23:42:23

,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田
2017年7月26日,26.3,34.4,23.1,41.5,4.6,--,1.9,946.6,87,
2017年7月27日,25.6,29.5,23.3,1.0,1.7,--,2.2,950.2,87,
2017年7月28日,27.1,32.8,23.1,0.0,4.9,--,1.9,949.4,79,
2017年7月29日,26.3,31.9,21.5,31.5,4.4,--,1.9,948.0,82,
2017年7月30日,25.3,29.9,21.4,11.5,1.2,--,2.0,949.1,85,
2017年7月31日,27.5,34.2,22.7,0.0,9.5,--,2.4,949.5,76,
2017年8月1日,25.2,31.3,22.5,0.5,1.1,--,1.7,949.0,85,
2017年8月2日,25.2,31.8,20.4,0.0,6.5,--,2.1,948.5,78,
2017年8月3日,26.1,32.8,22.1,0.5,6.8,--,2.4,950.0,76,
2017年8月4日,26.4,33.8,20.9,0.0,8.3,--,2.1,950.7,76,
2017年8月5日,27.8,34.4,23.0,--,8.9,--,2.6,948.5,74,
2017年8月6日,27.6,34.9,23.4,0.0,8.0,--,2.3,946.6,74,
2017年8月7日,23.6,28.2,21.8,62.0,2.2,--,1.6,940.6,92,
2017年8月8日,23.7,25.6,22.5,23.0,0.0,--,3.3,934.9,91,
2017年8月9日,27.2,34.8,20.4,--,12.5,--,2.6,938.0,72,
2017年8月10日,26.6,30.8,21.6,--,4.4,--,2.3,941.3,78,
2017年8月11日,26.5,32.5,23.9,2.5,3.9,--,2.5,944.3,84,
2017年8月12日,25.9,32.1,22.5,44.5,5.4,--,1.9,946.5,84,
2017年8月13日,25.3,31.5,22.1,2.0,4.5,--,2.2,948.4,84,
2017年8月14日,25.4,29.7,22.7,--,1.6,--,2.4,947.5,81,
2017年8月15日,22.2,23.9,21.3,20.5,0.0,--,1.0,946.2,95,
2017年8月16日,22.5,24.7,21.5,33.5,0.0,--,0.9,946.7,98,
2017年8月17日,25.7,31.9,21.7,7.5,6.1,--,2.3,949.1,80,
2017年8月18日,23.7,27.0,21.0,11.0,2.3,--,1.7,951.2,91,
2017年8月19日,25.7,32.8,21.0,0.5,6.2,--,2.5,951.5,76,
2017年8月20日,24.9,30.8,20.1,--,6.7,--,2.2,953.0,79,
2017年8月21日,25.5,31.6,21.8,0.0,6.1,--,2.4,954.4,80,
2017年8月22日,25.3,31.8,21.7,4.0,3.6,--,2.3,955.6,82,
2017年8月23日,25.6,32.5,21.0,0.0,5.2,--,2.0,953.5,80,
2017年8月24日,27.2,33.2,22.5,--,9.3,--,3.1,950.4,70,
2017年8月25日,26.0,31.4,22.6,1.5,3.8,--,2.5,948.3,79,
2017年8月26日,25.3,31.4,19.7,4.5,2.9,--,2.0,949.9,79,
2017年8月27日,23.9,31.7,17.7,--,9.6,--,2.1,955.6,72,
2017年8月28日,24.2,30.4,18.8,--,4.3,--,2.0,954.6,77,
2017年8月29日,26.4,32.3,22.3,0.0,6.9,--,2.7,951.6,70,
2017年8月30日,26.2,32.9,21.3,0.0,7.1,--,2.0,948.7,74,
2017年8月31日,24.3,30.7,20.3,0.0,6.6,--,2.9,945.6,64,
2017年9月1日,22.5,28.3,16.9,--,7.3,--,2.7,945.9,58,
2017年9月2日,22.8,29.5,17.6,--,10.4,--,2.7,945.3,62,
2017年9月3日,21.3,28.7,15.8,--,8.3,--,1.9,950.6,64,
2017年9月4日,19.9,25.9,15.8,--,4.5,--,1.5,956.0,75,
2017年9月5日,22.3,28.5,17.3,1.0,7.3,--,2.1,954.3,72,
2017年9月6日,20.7,26.8,17.4,7.5,1.7,--,2.2,948.5,88,
2017年9月7日,22.4,26.5,19.8,23.5,0.0,--,2.3,945.6,93,
2017年9月8日,23.5,29.5,19.2,0.0,8.0,--,2.5,946.3,76,
2017年9月9日,22.3,29.5,17.3,0.0,9.7,--,2.2,953.1,75,
2017年9月10日,23.5,30.6,18.5,0.0,9.9,--,2.5,955.1,70,
2017年9月11日,22.8,27.3,19.2,0.5,1.5,--,3.1,954.5,72,
2017年9月12日,22.1,27.0,19.4,33.0,1.2,--,2.9,950.4,88,
2017年9月13日,22.1,29.8,17.6,--,7.7,--,2.5,954.1,73,
2017年9月14日,20.9,29.0,15.5,--,8.3,--,1.6,955.5,71,
2017年9月15日,19.1,25.5,14.7,--,7.6,--,1.8,956.8,69,
2017年9月16日,14.9,15.9,13.5,33.0,0.0,--,0.8,956.7,97,
2017年9月17日,18.7,22.6,15.5,7.5,0.3,--,1.9,946.2,89,
2017年9月18日,22.1,26.8,16.1,6.0,5.6,--,5.7,943.1,73,
2017年9月19日,19.4,26.9,13.6,--,8.2,--,2.8,951.4,72,
2017年9月20日,18.6,24.4,15.3,3.0,1.8,--,2.5,950.2,77,
2017年9月21日,18.7,27.1,11.8,--,9.6,--,1.8,952.1,70,
2017年9月22日,16.9,20.4,13.1,0.5,0.9,--,1.1,955.8,86,
2017年9月23日,20.5,27.0,16.0,2.5,5.1,--,1.8,953.4,83,
2017年9月24日,21.0,27.1,16.7,0.0,6.3,--,2.2,955.1,75,
2017年9月25日,19.9,27.2,15.2,--,9.6,--,1.6,955.0,73,
2017年9月26日,20.2,27.8,15.2,--,8.6,--,2.1,955.2,74,
2017年9月27日,19.0,25.2,14.8,3.5,1.2,--,2.0,952.0,83,
2017年9月28日,15.7,20.0,12.8,41.0,0.0,--,1.6,943.3,92,
2017年9月29日,16.6,24.5,11.2,--,9.5,--,2.6,953.0,69,
2017年9月30日,15.3,23.7,10.6,--,6.5,--,1.5,959.5,74,
2017年10月1日,15.8,24.6,7.7,--,7.9,--,1.7,962.6,77,
2017年10月2日,16.6,20.0,15.1,9.5,0.0,--,1.3,956.6,93,
2017年10月3日,18.9,26.7,15.2,6.5,5.3,--,1.6,950.3,86,
2017年10月4日,15.8,20.3,9.6,--,6.1,--,2.7,957.1,70,
2017年10月5日,13.5,19.4,7.7,--,6.3,--,1.4,964.1,75,
2017年10月6日,13.7,16.0,12.5,51.0,0.0,--,1.3,963.9,89,
2017年10月7日,16.4,20.5,12.6,11.0,0.6,--,1.1,958.5,94,
2017年10月8日,19.6,26.5,13.9,--,8.5,--,1.5,961.7,81,
2017年10月9日,19.5,26.6,14.8,--,5.9,--,2.4,961.4,79,
2017年10月10日,20.3,28.5,15.6,--,7.7,--,1.3,957.2,80,
2017年10月11日,21.5,29.9,16.1,--,7.2,--,2.5,955.3,76,
2017年10月12日,19.9,27.0,16.5,0.0,4.8,--,2.2,953.9,77,
2017年10月13日,14.9,20.1,12.4,20.0,0.0,--,1.4,955.9,93,
2017年10月14日,15.7,20.5,13.0,16.5,0.1,--,1.3,958.5,93,
2017年10月15日,14.1,15.6,11.6,13.5,0.0,--,1.1,962.4,96,
2017年10月16日,11.9,12.9,11.1,42.0,0.0,--,1.1,962.5,100,
2017年10月17日,12.5,15.0,10.8,22.0,0.1,--,0.9,960.1,97,
2017年10月18日,12.9,18.4,7.4,0.5,6.7,--,1.7,960.5,80,
2017年10月19日,11.2,12.1,10.2,20.0,0.0,--,1.3,956.9,97,
2017年10月20日,13.4,16.2,10.6,6.5,0.1,--,0.9,955.0,95,
2017年10月21日,14.9,15.9,14.0,5.5,0.0,--,0.9,954.5,100,
2017年10月22日,15.3,19.7,14.0,59.0,0.0,--,3.2,939.3,97,
2017年10月23日,14.2,19.0,9.2,10.5,6.3,--,4.2,936.4,68,
2017年10月24日,11.3,15.4,8.3,0.5,0.9,--,1.2,959.2,81,
2017年10月25日,10.3,11.5,7.6,12.5,0.0,--,2.2,957.7,95,
2017年10月26日,11.0,19.7,5.4,--,9.9,--,1.5,959.8,81,
2017年10月27日,10.9,19.3,6.2,--,6.6,--,1.3,960.6,82,
2017年10月28日,10.7,12.1,9.3,12.0,0.0,--,1.0,962.4,97,
2017年10月29日,12.4,15.2,11.0,59.0,0.0,--,1.7,945.5,99,
2017年10月30日,11.0,16.5,3.4,--,8.6,--,4.1,949.6,57,
2017年10月31日,7.9,16.3,0.8,--,9.7,--,1.3,960.4,75,
2017年11月1日,10.5,20.7,4.9,--,7.4,--,1.8,960.2,70,
2017年11月2日,9.5,20.0,2.4,--,8.7,--,1.1,957.6,76,
2017年11月3日,10.5,19.5,4.0,--,6.7,--,1.1,954.4,78,
2017年11月4日,10.9,17.1,4.9,0.0,2.2,--,2.3,954.2,79,
2017年11月5日,8.0,15.6,1.8,--,9.7,--,1.4,963.6,74,
2017年11月6日,10.3,19.8,3.0,--,8.8,--,1.9,964.2,70,
2017年11月7日,10.6,21.2,2.3,--,6.7,--,1.6,962.1,80,
2017年11月8日,12.5,14.2,10.9,2.0,0.0,--,1.3,955.4,94,
2017年11月9日,10.8,17.2,5.2,--,9.5,--,2.2,955.5,70,
2017年11月10日,9.4,18.4,3.1,--,9.4,--,2.0,958.3,77,
2017年11月11日,10.9,15.6,3.8,7.0,4.6,--,4.4,948.2,67,
2017年11月12日,7.0,13.7,1.0,--,8.6,--,1.6,955.9,70,
2017年11月13日,8.7,17.9,1.1,--,6.7,--,1.8,958.6,80,
2017年11月14日,8.7,10.6,6.6,5.0,0.2,--,1.2,953.2,98,
2017年11月15日,8.7,14.1,5.6,0.0,4.1,--,2.8,951.9,75,
2017年11月16日,6.6,10.9,1.2,0.0,9.0,--,4.7,954.2,62,
2017年11月17日,4.7,13.5,-1.9,--,7.2,--,1.7,957.7,73,
2017年11月18日,5.4,7.0,3.8,12.0,0.0,--,1.4,948.0,92,
2017年11月19日,3.3,9.2,-0.4,0.0,6.4,--,3.0,951.2,73,
2017年11月20日,2.3,8.0,-1.8,0.0,1.3,--,2.2,955.8,79,
2017年11月21日,3.7,10.7,-1.3,0.0,9.4,--,2.2,960.7,64,
2017年11月22日,3.5,7.7,-0.6,10.5,1.0,--,1.0,958.5,92,
2017年11月23日,7.5,14.2,3.2,18.5,2.7,--,4.0,946.9,80,
2017年11月24日,4.1,7.8,2.5,0.5,3.6,--,3.3,955.4,72,
2017年11月25日,5.0,9.6,1.0,0.0,8.3,--,3.3,962.0,66,
2017年11月26日,5.8,12.6,-1.4,0.0,5.4,--,2.2,961.7,74,
2017年11月27日,7.6,14.9,2.7,--,8.3,--,1.8,962.8,76,
2017年11月28日,5.9,15.9,0.4,--,6.5,--,1.3,963.0,81,
2017年11月29日,6.1,15.2,-0.2,0.0,2.0,--,1.5,957.1,90,
2017年11月30日,9.6,14.7,7.0,0.0,1.7,--,2.4,952.7,77,
2017年12月1日,7.4,11.6,2.1,0.0,6.3,--,5.7,955.2,55,
2017年12月2日,3.7,11.0,-1.5,--,9.2,--,1.7,961.3,67,
2017年12月3日,4.5,14.7,-1.1,--,7.9,--,1.9,959.7,64,
2017年12月4日,1.6,4.9,-2.7,0.0,2.6,--,1.0,952.5,77,
2017年12月5日,3.9,7.6,0.8,0.0,3.4,--,3.3,947.0,67,
2017年12月6日,3.2,8.5,-0.8,0.0,8.2,--,3.9,954.5,59,
2017年12月7日,2.2,10.2,-3.4,--,9.0,--,2.1,956.2,67,
2017年12月8日,1.8,4.6,-1.3,0.0,0.0,--,2.3,947.9,82,
2017年12月9日,1.0,6.8,-3.8,--,8.7,--,2.7,952.9,67,
2017年12月10日,4.0,9.5,-2.7,0.5,5.2,--,2.5,954.0,67,
2017年12月11日,4.0,9.5,-0.1,2.0,1.1,--,3.5,946.9,79,
2017年12月12日,-0.1,3.1,-2.6,0.0,1.9,--,4.9,951.2,64,
2017年12月13日,0.1,5.1,-4.4,0.0,7.7,--,4.0,952.9,69,
2017年12月14日,0.1,6.9,-5.8,--,9.0,--,1.6,958.7,59,
2017年12月15日,1.9,9.5,-2.5,--,5.6,--,1.4,959.7,68,
2017年12月16日,4.8,9.3,1.0,0.5,2.0,--,3.3,952.5,64,
2017年12月17日,1.5,5.8,-3.2,2.0,8.0,--,4.2,953.2,50,
2017年12月18日,-0.2,6.3,-5.9,--,8.1,--,3.3,959.6,67,
2017年12月19日,1.8,5.4,-2.1,0.0,1.2,--,3.1,958.1,66,
2017年12月20日,0.0,8.9,-5.7,--,9.0,--,1.8,961.8,67,
2017年12月21日,0.4,8.6,-5.5,--,9.0,--,1.2,961.9,67,
2017年12月22日,0.6,10.0,-5.5,--,9.0,--,1.3,961.7,67,
2017年12月23日,1.7,10.6,-4.3,--,7.9,--,1.2,959.3,68,
2017年12月24日,4.0,11.8,-2.9,2.5,4.6,--,1.9,954.8,73,
2017年12月25日,5.7,10.0,-0.5,11.0,7.0,--,4.8,944.5,63,
2017年12月26日,1.9,5.1,-1.1,1.0,2.4,--,3.8,948.0,69,
2017年12月27日,0.2,2.5,-1.4,0.0,4.6,--,6.0,948.9,54,
2017年12月28日,0.1,5.7,-5.0,--,8.9,--,2.9,954.7,52,
2017年12月29日,0.0,7.7,-6.2,--,8.8,--,2.5,953.8,61,
2017年12月30日,1.1,8.1,-4.1,--,9.0,--,1.6,956.5,55,
2017年12月31日,0.7,3.3,-2.3,2.0,0.0,--,1.0,955.2,88,
2018年1月1日,2.1,7.7,-2.0,0.0,7.3,--,3.1,952.0,73,
2018年1月2日,0.9,6.4,-4.4,0.0,8.0,--,3.1,953.6,70,
2018年1月3日,1.1,3.9,-3.7,0.0,8.0,--,4.7,952.4,42,
2018年1月4日,-1.5,6.3,-7.0,--,9.0,--,1.8,955.3,53,
2018年1月5日,-1.0,3.3,-4.1,--,0.7,--,1.1,951.7,62,
2018年1月6日,-0.7,8.2,-7.0,0.0,8.0,--,2.2,949.6,67,
2018年1月7日,0.8,8.2,-5.1,--,8.1,--,1.3,957.1,55,
2018年1月8日,1.0,3.3,-1.3,28.0,0.0,--,1.1,952.2,88,
2018年1月9日,3.4,8.8,-0.4,14.0,0.8,--,4.2,939.5,82,
2018年1月10日,1.1,4.2,-0.6,0.0,1.5,--,4.2,947.1,70,
2018年1月11日,-1.6,0.5,-4.5,2.0,4.4,1,3.5,951.9,63,
2018年1月12日,-3.1,1.6,-7.7,--,8.9,--,3.4,956.6,61,
2018年1月13日,-2.9,3.7,-8.4,0.0,8.3,--,2.5,959.3,71,
2018年1月14日,-1.5,5.3,-6.7,--,9.2,--,1.4,964.3,64,
2018年1月15日,1.4,8.6,-5.4,--,7.9,--,2.5,962.2,66,
2018年1月16日,4.1,12.5,-3.0,--,8.7,--,2.3,958.1,71,
2018年1月17日,7.4,11.0,3.8,45.0,0.0,--,2.4,950.5,95,
2018年1月18日,6.3,12.2,1.7,0.0,8.5,--,3.2,952.2,77,
2018年1月19日,3.8,11.0,-1.1,--,9.1,--,1.2,955.0,77,
2018年1月20日,3.4,10.8,-1.4,--,8.4,--,2.7,953.6,74,
2018年1月21日,2.3,9.8,-3.2,--,8.8,--,2.9,954.0,72,
2018年1月22日,-0.1,1.8,-1.9,8.5,0.0,5,1.0,950.9,90,
2018年1月23日,0.5,4.3,-2.5,0.5,0.6,--,3.8,945.8,76,
2018年1月24日,-3.9,-1.6,-6.3,1.0,0.0,3,4.6,946.0,68,
2018年1月25日,-4.7,-0.1,-9.2,0.0,8.9,--,3.5,947.7,49,
2018年1月26日,-3.9,0.9,-7.7,--,5.6,--,3.3,945.8,47,
2018年1月27日,-3.4,3.7,-9.3,--,9.5,--,2.1,952.9,47,
2018年1月28日,-3.4,1.0,-8.5,0.5,1.2,6,1.5,953.5,75,
2018年1月29日,1.5,5.3,-1.9,0.0,6.4,--,5.0,946.0,63,
2018年1月30日,-0.9,4.6,-5.5,0.0,9.2,--,3.4,952.3,56,
2018年1月31日,-0.8,5.0,-6.5,--,7.9,--,3.1,958.4,65,
2018年2月1日,-0.4,2.9,-2.0,7.0,0.0,6,1.0,959.4,85,
2018年2月2日,0.4,3.2,-1.4,4.0,0.7,10,///,958.4,93,
2018年2月3日,1.6,7.6,-1.6,0.0,4.6,1,2.2,952.0,78,
2018年2月4日,-1.0,3.2,-4.4,0.0,6.8,--,3.3,948.9,65,
2018年2月5日,-2.7,2.7,-6.1,0.5,4.5,1,2.6,949.1,76,
2018年2月6日,-3.4,0.4,-7.0,0.0,7.2,--,3.4,949.8,64,
2018年2月7日,-2.7,1.7,-6.6,0.0,9.2,--,3.7,951.9,60,
2018年2月8日,-3.2,4.6,-9.0,0.0,8.7,--,2.1,956.6,61,
2018年2月9日,-2.0,6.9,-9.0,--,9.8,--,2.0,961.1,56,
2018年2月10日,1.9,10.5,-4.6,6.5,4.1,--,1.9,955.6,72,
2018年2月11日,2.5,7.1,-3.3,0.0,6.3,--,4.2,946.1,65,
2018年2月12日,-3.0,-0.9,-5.0,2.5,0.0,6,3.5,949.5,74,
2018年2月13日,-2.6,-0.3,-4.6,2.0,0.0,9,3.2,953.1,80,
2018年2月14日,-0.5,6.3,-7.9,--,9.4,--,2.6,956.5,65,
2018年2月15日,4.4,10.8,-1.0,0.0,2.8,--,3.0,952.1,64,
2018年2月16日,3.1,11.6,-3.4,--,7.9,--,2.4,950.4,53,
2018年2月17日,1.1,5.7,-2.6,0.0,4.0,--,4.0,946.7,55,
2018年2月18日,-0.4,7.0,-5.9,--,9.4,--,3.0,954.8,41,
2018年2月19日,1.0,9.1,-5.9,--,7.8,--,2.7,955.3,54,
2018年2月20日,3.2,10.6,-2.4,--,10.1,--,3.6,952.0,54,
2018年2月21日,2.1,6.6,-1.0,--,1.4,--,3.4,952.2,55,
2018年2月22日,2.0,9.5,-4.5,--,9.1,--,2.2,955.1,52,
2018年2月23日,2.6,8.5,-3.2,--,10.1,--,3.5,956.5,48,
2018年2月24日,3.0,10.3,-4.6,--,9.6,--,4.0,960.5,57,
2018年2月25日,3.3,9.3,-1.4,--,0.4,--,1.9,959.7,60,
2018年2月26日,5.1,13.4,-0.4,--,9.0,--,2.0,956.4,52,
2018年2月27日,5.2,13.6,-2.7,--,10.3,--,3.3,958.8,47,
2018年2月28日,6.0,13.3,-1.7,--,4.4,--,1.9,955.7,43,
2018年3月1日,6.5,10.7,3.1,27.0,2.7,--,4.9,936.4,72,
2018年3月2日,4.2,10.0,0.1,0.0,10.3,--,5.8,948.6,46,
2018年3月3日,6.1,16.8,-3.2,--,8.3,--,2.4,955.4,48,
2018年3月4日,9.3,17.8,1.3,--,4.3,--,2.3,958.0,64,
2018年3月5日,11.0,16.6,6.1,58.5,0.0,--,2.7,948.8,95,
2018年3月6日,5.9,11.5,1.4,--,7.9,--,2.9,957.9,67,
2018年3月7日,4.8,12.3,0.3,--,4.1,--,1.9,966.0,65,
2018年3月8日,4.7,6.1,2.9,49.0,0.0,--,1.1,956.3,92,
2018年3月9日,7.1,12.4,0.7,7.5,0.0,--,2.9,945.5,84,
2018年3月10日,4.0,10.1,0.4,2.5,7.9,--,2.2,954.7,77,
2018年3月11日,4.7,12.3,-1.1,--,10.6,--,3.5,957.2,63,
2018年3月12日,6.0,17.0,-2.1,--,10.7,--,2.2,958.1,51,
2018年3月13日,8.0,18.2,-1.1,--,10.7,--,2.5,960.1,52,
2018年3月14日,10.8,21.1,1.0,--,10.7,--,2.3,959.8,56,
2018年3月15日,12.4,21.8,3.9,0.0,9.8,--,2.8,957.4,64,
2018年3月16日,8.6,13.3,1.7,14.5,0.0,--,2.7,952.0,86,
2018年3月17日,5.3,13.0,-0.5,--,9.3,--,2.5,961.5,65,
2018年3月18日,8.9,16.6,0.3,--,9.9,--,3.4,961.8,58,
2018年3月19日,10.4,13.1,7.9,6.5,0.0,--,2.6,955.1,87,
2018年3月20日,6.8,9.9,3.3,11.0,0.0,--,2.0,953.9,92,
2018年3月21日,1.8,3.5,0.3,20.0,0.0,--,1.3,949.6,96,
2018年3月22日,5.8,10.9,2.3,8.5,1.2,--,3.2,937.9,86,
2018年3月23日,7.7,15.7,1.2,--,10.9,--,2.4,949.6,67,
2018年3月24日,7.5,15.4,0.7,--,10.9,--,2.4,956.2,55,
2018年3月25日,9.8,18.3,2.6,0.0,11.2,--,3.6,958.3,46,
2018年3月26日,10.6,22.0,1.4,--,10.4,--,2.2,958.2,56,
2018年3月27日,11.9,20.9,4.5,--,8.7,--,2.4,957.1,52,
2018年3月28日,13.0,22.5,3.6,--,11.4,--,2.9,956.1,47,
2018年3月29日,13.9,23.8,4.9,--,10.9,--,3.4,954.5,52,
2018年3月30日,11.4,18.9,5.9,--,10.9,--,2.6,958.0,52,
2018年3月31日,10.7,19.6,4.1,--,11.0,--,3.2,960.0,55,
2018年4月1日,13.1,22.4,4.6,--,10.1,--,3.6,956.3,58,
2018年4月2日,16.0,25.0,8.0,--,10.4,--,3.0,955.0,58,
2018年4月3日,16.6,24.8,8.7,--,10.3,--,3.1,956.4,58,
2018年4月4日,16.1,23.8,8.9,0.0,9.2,--,3.4,953.9,62,
2018年4月5日,12.7,20.7,7.0,1.5,5.0,--,2.9,956.2,72,
2018年4月6日,14.9,19.7,12.0,34.5,0.5,--,4.0,947.6,87,
2018年4月7日,9.0,14.9,3.9,0.0,3.0,--,5.5,942.6,64,
2018年4月8日,4.3,7.8,1.2,0.5,9.9,--,4.0,952.6,63,
2018年4月9日,5.1,10.4,-0.4,0.0,0.6,--,2.2,956.1,70,
2018年4月10日,9.9,20.7,0.4,--,11.7,--,2.3,958.6,50,
2018年4月11日,11.5,14.1,7.2,19.5,0.0,--,3.3,952.8,85,
2018年4月12日,14.7,20.0,8.6,1.5,8.6,--,3.8,951.2,52,
2018年4月13日,11.6,18.2,5.5,--,11.9,--,2.6,957.9,40,
2018年4月14日,10.6,16.3,4.9,18.0,1.0,--,3.4,956.7,73,
2018年4月15日,12.3,17.2,6.2,53.5,4.3,--,4.5,941.5,84,
2018年4月16日,11.0,18.5,3.7,--,10.2,--,2.0,953.4,62,
2018年4月17日,11.6,17.5,7.4,9.0,0.4,--,1.4,959.3,76,
2018年4月18日,12.3,18.3,9.6,19.0,3.7,--,1.6,953.3,86,
