ダウンロードした時刻：2021/05/16 23:42:23

,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田
2018年4月19日,15.4,24.2,9.2,--,9.4,--,2.7,954.9,63,
2018年4月20日,16.6,26.4,7.6,--,12.1,--,2.0,956.7,56,
2018年4月21日,17.7,28.5,8.3,--,12.2,--,2.4,959.8,55,
2018年4月22日,18.5,30.3,8.7,--,12.3,--,2.5,957.4,53,
2018年4月23日,17.4,26.6,10.2,--,10.1,--,3.2,957.4,62,
2018年4月24日,15.2,16.9,13.2,36.5,0.0,--,2.7,952.9,84,
2018年4月25日,16.8,21.2,12.9,56.5,1.4,--,3.8,941.7,86,
2018年4月26日,16.1,23.5,8.8,--,11.7,--,2.9,949.2,61,
2018年4月27日,15.9,20.8,11.2,--,2.5,--,2.9,949.4,64,
2018年4月28日,16.5,26.1,7.6,--,12.5,--,2.4,952.3,51,
2018年4月29日,17.0,26.8,8.8,--,12.3,--,2.8,956.3,52,
2018年4月30日,15.8,24.0,7.8,--,6.7,--,2.4,956.3,54,
2018年5月1日,18.0,28.3,8.6,--,12.2,--,2.2,955.6,57,
2018年5月2日,15.8,23.0,12.4,21.0,0.9,--,1.9,952.0,80,
2018年5月3日,17.4,21.7,10.5,17.0,0.9,--,4.9,942.3,69,
2018年5月4日,11.2,16.0,6.5,0.0,3.8,--,3.2,949.3,51,
2018年5月5日,14.6,22.0,5.8,--,12.1,--,3.8,955.1,48,
2018年5月6日,17.0,27.5,7.9,5.5,9.6,--,3.4,953.8,55,
2018年5月7日,14.8,17.7,12.4,46.5,0.0,--,2.1,946.0,98,
2018年5月8日,15.6,19.1,13.3,16.0,0.0,--,1.7,948.3,90,
2018年5月9日,12.8,15.4,10.7,10.5,0.0,--,1.8,951.8,87,
2018年5月10日,13.0,19.1,7.0,1.0,10.7,--,4.0,955.2,57,
2018年5月11日,14.2,24.9,4.1,--,12.0,--,2.9,957.5,49,
2018年5月12日,16.3,27.2,6.6,--,11.2,--,2.1,955.4,49,
2018年5月13日,14.6,18.2,12.6,70.5,0.0,--,2.1,950.6,87,
2018年5月14日,19.3,27.0,13.7,5.0,12.3,--,2.5,946.9,67,
2018年5月15日,19.2,28.2,10.4,--,12.5,--,2.8,953.2,64,
2018年5月16日,21.4,30.3,13.3,--,9.9,--,2.6,952.6,62,
2018年5月17日,22.3,28.2,17.1,--,3.8,--,3.1,949.7,67,
2018年5月18日,23.3,29.5,17.4,0.0,3.4,--,2.8,946.7,74,
2018年5月19日,19.7,25.8,10.9,13.0,10.8,--,5.5,944.6,65,
2018年5月20日,15.5,23.8,9.2,--,10.2,--,3.7,955.7,60,
2018年5月21日,18.1,26.0,12.5,--,10.0,--,2.3,958.6,59,
2018年5月22日,18.0,27.5,10.0,--,11.6,--,2.4,956.2,59,
2018年5月23日,14.9,16.9,12.4,7.0,0.1,--,1.1,949.1,83,
2018年5月24日,19.8,27.7,14.5,0.5,9.6,--,3.3,944.7,65,
2018年5月25日,20.1,28.9,10.7,--,11.2,--,3.2,948.5,51,
2018年5月26日,19.6,26.2,14.3,--,4.6,--,2.4,949.1,61,
2018年5月27日,20.7,29.7,12.5,--,10.5,--,2.8,950.3,59,
2018年5月28日,20.0,24.8,16.0,--,1.6,--,2.4,953.3,66,
2018年5月29日,19.9,25.7,14.9,0.0,3.2,--,2.2,954.8,62,
2018年5月30日,16.9,18.7,14.8,6.5,0.0,--,1.2,953.1,87,
2018年5月31日,15.1,16.8,13.9,10.0,0.0,--,1.3,947.9,95,
2018年6月1日,19.0,26.0,11.6,--,11.5,--,2.7,950.1,64,
2018年6月2日,20.1,27.7,13.4,--,12.7,--,2.6,954.8,65,
2018年6月3日,20.8,29.0,14.3,--,9.2,--,2.5,955.5,66,
2018年6月4日,22.1,30.2,16.7,--,12.8,--,2.4,954.4,62,
2018年6月5日,21.8,27.8,17.4,0.0,7.2,--,2.5,954.2,65,
2018年6月6日,17.1,18.5,15.3,13.5,0.0,--,1.2,952.8,95,
2018年6月7日,21.5,29.0,16.5,1.0,7.3,--,2.4,952.9,79,
2018年6月8日,21.6,28.8,16.9,12.0,5.5,--,2.6,949.2,77,
2018年6月9日,22.9,30.4,17.5,0.0,11.1,--,2.7,945.1,72,
2018年6月10日,18.7,21.4,15.5,1.5,1.3,--,1.0,947.0,87,
2018年6月11日,21.6,27.0,17.5,1.5,0.2,--,1.7,936.7,82,
2018年6月12日,22.9,28.5,17.7,0.0,10.5,--,4.3,936.5,69,
2018年6月13日,21.4,28.8,15.3,--,11.7,--,2.7,943.0,62,
2018年6月14日,20.7,27.9,14.2,--,7.4,--,2.6,948.7,67,
2018年6月15日,19.0,21.7,16.9,2.5,0.0,--,1.4,947.3,86,
2018年6月16日,19.7,25.7,15.8,--,7.0,--,3.1,949.7,72,
2018年6月17日,19.6,27.3,13.3,--,9.5,--,3.1,953.5,69,
2018年6月18日,16.9,22.2,14.7,19.0,3.7,--,1.6,950.5,91,
2018年6月19日,20.6,28.9,15.2,0.0,6.2,--,2.7,949.0,78,
2018年6月20日,19.5,21.7,17.2,55.5,0.0,--,1.9,943.8,99,
2018年6月21日,21.6,25.0,16.4,0.0,1.1,--,3.2,943.6,78,
2018年6月22日,20.6,28.8,12.4,--,12.4,--,2.7,948.8,63,
2018年6月23日,16.4,19.4,15.0,9.5,0.0,--,1.3,947.7,90,
2018年6月24日,20.7,28.7,14.9,0.0,6.4,--,2.2,946.6,77,
2018年6月25日,23.9,33.4,15.3,--,11.8,--,2.5,952.5,62,
2018年6月26日,24.4,31.9,18.2,0.0,9.8,--,2.9,954.7,69,
2018年6月27日,23.3,26.8,20.6,17.0,0.5,--,4.4,949.4,88,
2018年6月28日,25.2,30.5,22.2,2.0,2.8,--,4.1,948.8,77,
2018年6月29日,23.9,26.5,21.0,2.5,0.6,--,3.5,953.4,84,
2018年6月30日,24.8,31.3,20.5,1.0,5.9,--,2.5,958.8,80,
2018年7月1日,26.1,32.5,21.4,0.0,12.0,--,2.8,959.7,70,
2018年7月2日,25.7,33.2,18.8,--,8.1,--,2.5,956.4,71,
2018年7月3日,25.5,31.5,21.3,--,10.1,--,2.8,951.3,66,
2018年7月4日,22.4,23.4,20.3,69.5,0.0,--,3.2,946.5,92,
2018年7月5日,22.1,23.3,20.9,108.0,0.0,--,3.3,947.2,98,
2018年7月6日,21.9,22.8,20.9,68.0,0.0,--,3.2,950.6,97,
2018年7月7日,23.2,25.1,21.2,9.0,0.3,--,4.0,952.6,85,
2018年7月8日,24.2,30.1,20.4,2.0,5.7,--,2.6,956.1,79,
2018年7月9日,24.6,31.9,19.3,--,7.3,--,2.3,959.4,76,
2018年7月10日,25.3,31.6,20.7,--,6.3,--,2.5,958.9,77,
2018年7月11日,25.0,33.0,21.1,16.5,5.9,--,1.6,956.0,82,
2018年7月12日,24.3,29.9,22.1,6.5,1.6,--,1.5,953.5,89,
2018年7月13日,26.6,32.7,21.7,--,7.9,--,1.7,951.4,79,
2018年7月14日,28.1,35.9,23.8,0.0,9.2,--,1.8,951.7,76,
2018年7月15日,29.0,36.7,23.8,--,10.7,--,2.4,953.0,73,
2018年7月16日,29.3,37.3,24.1,--,9.5,--,2.2,953.1,73,
2018年7月17日,29.6,36.4,25.6,--,9.5,--,2.4,952.5,73,
2018年7月18日,29.9,36.6,25.1,--,11.2,--,2.5,951.5,71,
2018年7月19日,29.4,35.4,25.4,--,8.9,--,2.7,951.6,73,
2018年7月20日,28.9,34.6,24.3,--,10.9,--,3.2,952.8,68,
2018年7月21日,28.4,35.3,23.2,--,11.9,--,2.7,952.7,70,
2018年7月22日,28.9,36.1,22.8,--,10.9,--,2.2,950.9,68,
2018年7月23日,28.9,36.5,23.3,--,10.0,--,1.9,948.1,66,
2018年7月24日,28.8,37.2,23.2,--,11.4,--,1.8,947.7,67,
2018年7月25日,27.8,35.0,22.8,--,10.0,--,2.1,949.6,67,
2018年7月26日,26.8,34.7,23.2,--,7.7,--,2.6,949.2,72,
2018年7月27日,26.2,32.2,22.7,0.0,9.0,--,2.9,947.6,70,
2018年7月28日,25.3,33.3,21.3,3.5,2.9,--,3.1,941.0,76,
2018年7月29日,26.8,32.9,21.9,0.5,11.5,--,3.5,944.0,69,
2018年7月30日,26.8,35.3,19.3,--,12.2,--,1.8,948.7,67,
2018年7月31日,27.8,35.0,23.4,--,9.5,--,2.4,947.6,70,
2018年8月1日,28.5,36.8,22.9,--,9.2,--,2.5,946.1,71,
2018年8月2日,29.3,37.2,23.0,--,11.1,--,2.7,947.2,65,
2018年8月3日,29.2,36.9,23.1,--,11.5,--,1.7,947.8,61,
2018年8月4日,28.1,36.6,23.0,--,8.4,--,2.2,948.5,65,
2018年8月5日,29.0,37.4,22.0,--,12.1,--,2.9,946.8,66,
2018年8月6日,29.3,37.7,23.5,0.0,11.0,--,2.2,945.0,66,
2018年8月7日,26.0,32.5,22.7,24.5,3.6,--,1.7,946.5,86,
2018年8月8日,27.7,34.7,21.5,--,9.5,--,3.6,942.1,70,
2018年8月9日,29.7,36.5,23.7,--,11.1,--,3.1,940.4,65,
2018年8月10日,28.9,34.5,25.8,--,7.0,--,3.6,944.2,70,
2018年8月11日,28.6,34.6,23.9,--,6.2,--,2.7,946.4,70,
2018年8月12日,26.5,32.0,23.6,4.0,3.7,--,2.2,951.2,81,
2018年8月13日,25.5,33.3,22.4,3.0,4.1,--,1.7,953.8,85,
2018年8月14日,25.8,33.1,22.1,--,3.8,--,1.9,955.3,82,
2018年8月15日,23.8,27.8,21.9,5.5,1.0,--,2.2,955.9,91,
2018年8月16日,24.1,27.3,22.6,29.0,0.7,--,3.3,949.6,93,
2018年8月17日,21.9,27.1,16.4,--,12.3,--,3.6,949.2,66,
2018年8月18日,20.7,29.0,14.3,--,11.4,--,2.2,952.4,69,
2018年8月19日,22.0,28.2,16.5,--,8.8,--,1.7,953.8,69,
2018年8月20日,23.6,31.8,17.1,0.0,5.3,--,1.9,953.0,76,
2018年8月21日,27.0,33.6,22.5,0.0,10.5,--,3.2,953.1,69,
2018年8月22日,27.4,34.6,21.4,--,12.1,--,2.2,954.9,67,
2018年8月23日,25.3,32.6,20.1,16.0,7.6,--,2.9,952.8,78,
2018年8月24日,25.0,28.9,22.6,23.5,0.4,--,4.2,951.0,91,
2018年8月25日,25.9,30.3,23.5,11.0,1.9,--,2.9,953.6,87,
2018年8月26日,27.2,35.1,20.9,--,10.1,--,2.7,953.9,72,
2018年8月27日,26.6,35.3,19.2,--,11.1,--,2.1,953.3,69,
2018年8月28日,25.3,31.5,21.0,0.0,1.6,--,2.5,953.5,77,
2018年8月29日,27.1,33.8,21.6,0.0,10.4,--,3.2,953.3,70,
2018年8月30日,26.9,33.6,21.1,--,9.9,--,2.6,953.4,68,
2018年8月31日,24.9,30.8,21.2,4.5,1.8,--,2.8,951.8,81,
2018年9月1日,22.7,27.0,19.7,25.5,1.2,--,2.4,951.0,85,
2018年9月2日,21.0,27.0,18.7,15.5,2.1,--,1.4,952.9,93,
2018年9月3日,23.1,29.5,19.8,8.5,5.3,--,1.7,951.4,85,
2018年9月4日,22.9,26.3,20.5,98.5,0.5,--,4.3,943.3,94,
2018年9月5日,24.7,31.0,20.0,6.5,8.0,--,3.8,944.8,75,
2018年9月6日,22.6,28.8,18.4,--,4.1,--,2.3,950.6,72,
2018年9月7日,22.9,27.0,18.5,13.0,0.9,--,3.9,951.4,88,
2018年9月8日,24.1,28.1,21.5,20.0,1.1,--,3.4,953.0,88,
2018年9月9日,24.0,29.4,21.4,11.0,3.8,--,3.5,955.5,81,
2018年9月10日,21.0,23.6,18.2,24.5,0.0,--,2.0,954.5,93,
2018年9月11日,21.1,26.9,16.5,1.5,4.8,--,1.6,957.9,81,
2018年9月12日,19.5,21.4,17.8,2.0,0.4,--,1.3,960.0,92,
2018年9月13日,20.4,26.0,17.3,2.5,3.2,--,1.5,959.4,86,
2018年9月14日,21.3,26.5,18.8,9.0,1.0,--,1.3,957.8,90,
2018年9月15日,20.8,22.3,19.2,24.0,0.0,--,2.0,954.5,98,
2018年9月16日,23.5,28.6,19.8,0.5,4.4,--,3.1,952.9,82,
2018年9月17日,24.1,30.9,19.1,0.0,8.3,--,3.4,952.5,70,
2018年9月18日,21.1,28.5,16.4,--,9.6,--,2.2,954.3,72,
2018年9月19日,19.8,27.4,14.4,--,10.1,--,2.1,953.8,69,
2018年9月20日,16.0,18.3,14.7,22.0,0.0,--,1.2,954.0,93,
2018年9月21日,16.4,18.1,14.6,20.5,0.0,--,0.7,952.1,100,
2018年9月22日,22.1,29.1,17.2,4.5,4.5,--,2.6,950.5,86,
2018年9月23日,21.7,28.9,16.3,--,5.2,--,1.9,955.9,80,
2018年9月24日,21.8,28.2,16.6,--,4.6,--,1.8,955.4,77,
2018年9月25日,18.3,19.8,16.9,26.5,0.0,--,1.1,954.6,97,
2018年9月26日,18.4,24.9,14.4,34.5,4.5,--,1.5,955.0,85,
2018年9月27日,16.3,20.1,13.2,18.0,0.6,--,1.6,952.5,92,
2018年9月28日,17.2,24.8,10.6,--,10.8,--,1.6,956.7,75,
2018年9月29日,15.3,16.3,14.6,30.5,0.0,--,1.2,957.4,97,
2018年9月30日,18.9,23.6,14.9,63.5,0.4,--,2.5,942.2,96,
2018年10月1日,20.4,25.2,14.6,14.0,7.0,--,5.3,941.4,65,
2018年10月2日,17.2,24.2,11.2,--,9.8,--,2.3,953.3,66,
2018年10月3日,17.5,24.6,11.6,--,5.8,--,1.3,959.4,78,
2018年10月4日,17.4,20.8,14.5,2.5,0.0,--,1.0,963.7,91,
2018年10月5日,19.8,24.5,16.8,0.0,0.3,--,0.9,962.8,89,
2018年10月6日,21.9,28.4,17.6,3.0,2.9,--,3.0,955.8,85,
2018年10月7日,23.3,28.4,18.4,0.5,9.8,--,4.7,951.2,71,
2018年10月8日,20.3,27.0,16.5,--,8.3,--,1.8,953.6,74,
2018年10月9日,18.9,26.2,15.0,--,8.7,--,1.7,954.9,74,
2018年10月10日,18.2,23.8,13.5,1.0,3.3,--,1.7,955.3,86,
2018年10月11日,19.2,23.6,16.7,3.0,1.0,--,2.1,953.7,90,
2018年10月12日,15.9,20.5,11.5,1.0,0.5,--,2.0,956.5,82,
2018年10月13日,15.0,20.9,10.0,0.0,5.9,--,1.4,960.4,75,
2018年10月14日,15.3,21.9,12.4,2.0,4.6,--,1.8,958.6,82,
2018年10月15日,12.9,15.0,11.2,2.0,0.0,--,1.2,957.8,93,
2018年10月16日,12.6,16.3,9.4,--,0.9,--,1.4,953.3,84,
2018年10月17日,14.3,20.7,10.7,0.0,3.9,--,1.5,950.6,78,
2018年10月18日,14.6,21.3,9.2,--,6.1,--,1.8,954.3,78,
2018年10月19日,13.3,17.6,9.4,4.0,3.3,--,1.8,956.3,87,
2018年10月20日,12.1,20.7,8.5,0.0,4.5,--,2.0,957.0,81,
2018年10月21日,11.9,20.9,6.2,--,10.1,--,1.7,959.3,67,
2018年10月22日,11.1,20.5,4.5,--,8.2,--,1.3,961.6,75,
2018年10月23日,11.1,17.0,6.0,1.5,3.4,--,1.0,959.8,86,
2018年10月24日,14.4,22.2,11.3,2.5,6.3,--,1.3,954.7,86,
2018年10月25日,13.8,21.3,8.5,--,9.6,--,1.2,957.1,76,
2018年10月26日,14.6,21.6,9.1,2.5,7.1,--,2.6,958.0,76,
2018年10月27日,14.5,21.1,9.3,16.0,2.7,--,3.1,949.3,81,
2018年10月28日,10.8,18.4,5.1,--,9.0,--,2.6,949.6,73,
2018年10月29日,10.7,18.0,5.2,--,6.0,--,2.2,951.1,74,
2018年10月30日,11.7,16.4,6.9,0.0,4.3,--,3.7,952.8,67,
2018年10月31日,8.9,16.1,4.0,--,8.5,--,3.0,953.9,69,
2018年11月1日,8.3,16.6,2.0,--,8.9,--,1.3,957.6,69,
2018年11月2日,9.0,17.4,2.3,--,8.9,--,1.5,962.7,74,
2018年11月3日,10.1,17.6,6.1,--,4.0,--,1.5,963.0,81,
2018年11月4日,12.2,17.0,7.3,0.5,2.2,--,1.0,960.2,88,
2018年11月5日,14.9,20.3,12.1,0.0,3.6,--,1.5,959.9,92,
2018年11月6日,14.1,15.7,12.5,14.5,0.0,--,1.0,959.4,99,
2018年11月7日,14.3,20.0,10.4,--,7.6,--,1.5,960.7,82,
2018年11月8日,14.6,21.3,9.7,--,9.0,--,1.3,960.9,80,
2018年11月9日,12.3,14.6,10.4,6.0,0.1,--,1.1,958.4,100,
2018年11月10日,14.7,21.7,9.5,2.0,7.8,--,1.9,956.9,83,
2018年11月11日,11.2,19.9,5.8,--,7.9,--,1.5,959.0,79,
2018年11月12日,12.0,19.7,6.4,0.0,5.1,--,1.8,953.9,71,
2018年11月13日,11.9,16.5,8.7,--,2.3,--,1.2,951.1,75,
2018年11月14日,10.4,16.3,5.3,--,6.7,--,2.4,953.4,67,
2018年11月15日,7.9,16.3,1.7,--,9.4,--,1.3,959.8,69,
2018年11月16日,8.0,15.7,2.0,--,5.5,--,1.4,959.9,76,
2018年11月17日,10.4,18.7,5.5,--,9.3,--,1.6,955.1,70,
2018年11月18日,10.5,16.8,4.6,--,4.9,--,1.7,956.0,74,
2018年11月19日,11.8,16.3,9.1,0.0,1.5,--,1.8,952.6,68,
2018年11月20日,8.4,14.9,3.0,--,9.3,--,2.1,956.5,60,
2018年11月21日,7.2,16.1,0.0,--,8.5,--,1.3,959.5,68,
2018年11月22日,8.2,11.7,6.4,0.0,2.0,--,2.0,951.2,74,
2018年11月23日,6.1,13.1,0.9,--,9.1,--,2.7,957.1,62,
2018年11月24日,4.6,13.8,-1.3,--,9.2,--,1.3,961.8,71,
2018年11月25日,6.3,14.7,-1.0,--,8.2,--,2.9,960.9,72,
2018年11月26日,8.0,14.6,3.0,--,4.6,--,1.2,961.4,78,
2018年11月27日,10.1,19.0,3.7,--,9.2,--,2.5,959.9,69,
2018年11月28日,10.0,19.6,2.2,3.5,7.1,--,1.8,956.0,73,
2018年11月29日,9.0,14.6,4.2,0.0,7.7,--,2.9,956.6,72,
2018年11月30日,6.3,13.4,0.4,--,9.1,--,3.8,959.8,68,
2018年12月1日,8.4,14.2,3.9,--,4.5,--,3.3,960.2,64,
2018年12月2日,7.5,15.8,1.5,--,8.9,--,1.1,965.7,75,
2018年12月3日,8.4,10.3,5.7,2.0,0.0,--,0.9,963.8,95,
2018年12月4日,14.5,19.0,9.3,23.5,0.7,--,2.7,954.6,94,
2018年12月5日,12.8,17.6,6.9,0.0,6.9,--,2.7,956.4,77,
2018年12月6日,8.1,12.1,5.5,3.5,0.4,--,1.4,954.8,87,
2018年12月7日,9.5,12.4,3.4,0.0,0.0,--,5.7,952.7,62,
2018年12月8日,4.2,7.7,1.3,--,4.8,--,5.3,954.8,59,
2018年12月9日,2.3,7.7,-1.1,--,4.9,--,2.2,959.8,55,
2018年12月10日,0.8,5.8,-2.1,--,5.0,--,1.1,964.6,67,
2018年12月11日,1.1,5.8,-4.3,11.0,3.2,--,1.0,963.6,82,
2018年12月12日,4.8,12.2,0.7,11.5,3.4,--,1.5,951.9,89,
2018年12月13日,3.2,9.3,-2.0,0.0,8.9,--,1.9,957.5,65,
2018年12月14日,3.5,8.6,-1.7,0.0,9.0,--,2.5,958.5,58,
2018年12月15日,0.2,7.1,-4.7,--,9.0,--,1.3,962.9,64,
2018年12月16日,2.0,9.4,-4.4,0.0,2.8,--,1.3,960.1,74,
2018年12月17日,5.1,11.1,2.2,12.0,1.5,--,2.7,947.6,82,
2018年12月18日,4.7,7.6,1.5,0.0,6.2,--,3.8,951.7,66,
2018年12月19日,3.9,7.5,-0.1,1.0,3.6,--,2.3,955.7,78,
2018年12月20日,6.2,11.5,1.9,--,3.7,--,3.4,958.1,69,
2018年12月21日,4.6,12.4,-2.2,0.0,8.9,--,1.3,961.4,71,
2018年12月22日,6.4,9.1,4.6,10.0,0.0,--,0.8,957.1,99,
2018年12月23日,7.3,10.5,4.5,5.5,0.0,--,1.5,953.2,97,
2018年12月24日,5.1,9.7,-1.4,0.0,8.8,--,3.0,954.4,62,
2018年12月25日,0.7,8.7,-4.1,--,8.9,--,1.3,958.3,72,
2018年12月26日,3.6,12.1,-2.0,--,4.3,--,2.0,952.9,75,
2018年12月27日,3.2,10.2,-1.1,0.0,6.6,--,3.8,947.7,69,
2018年12月28日,0.7,4.6,-1.8,0.0,7.6,--,3.9,949.4,37,
2018年12月29日,-0.5,5.3,-5.5,--,8.7,--,3.8,953.7,47,
2018年12月30日,-1.3,5.3,-6.3,--,8.1,--,2.4,960.0,46,
2018年12月31日,-1.8,4.8,-6.2,--,7.7,--,0.9,964.8,59,
2019年1月1日,0.0,8.1,-7.3,0.0,8.8,--,2.3,960.9,65,
2019年1月2日,2.5,7.8,-2.7,0.0,7.4,--,2.5,958.2,59,
2019年1月3日,0.1,7.3,-5.2,--,9.1,--,2.2,960.8,53,
2019年1月4日,0.3,8.6,-6.8,--,9.1,--,1.6,963.5,52,
2019年1月5日,4.5,9.7,-0.6,0.0,5.6,--,4.4,953.6,64,
2019年1月6日,0.1,5.0,-3.1,--,5.2,--,1.3,955.2,67,
2019年1月7日,0.3,7.5,-5.9,--,9.0,--,2.7,957.1,61,
2019年1月8日,4.4,9.0,0.4,0.0,5.6,--,4.2,954.1,59,
2019年1月9日,1.4,6.2,-3.7,0.0,8.0,--,3.4,957.0,52,
2019年1月10日,-1.6,5.0,-7.1,--,0.4,--,2.1,956.5,67,
2019年1月11日,2.8,10.8,-2.3,--,8.3,--,2.0,955.3,63,
2019年1月12日,1.7,5.7,-2.5,--,1.8,--,0.8,955.7,72,
2019年1月13日,2.7,10.4,-2.3,--,9.2,--,1.4,954.9,65,
2019年1月14日,1.4,9.5,-4.1,--,9.2,--,1.2,958.6,64,
2019年1月15日,1.5,8.2,-4.0,1.5,1.8,--,2.0,957.1,84,
2019年1月16日,4.0,9.2,-1.8,0.0,8.6,--,3.7,950.4,61,
2019年1月17日,1.2,6.6,-4.3,0.0,6.6,--,3.5,950.5,67,
2019年1月18日,1.8,6.2,-2.6,0.0,9.2,--,3.8,955.3,42,
2019年1月19日,1.1,9.5,-5.4,--,8.2,--,2.5,957.7,56,
2019年1月20日,2.9,6.7,-1.4,7.5,0.0,--,3.2,948.0,78,
2019年1月21日,2.7,6.9,-2.0,0.0,7.7,--,4.0,948.7,50,
2019年1月22日,2.6,7.5,-1.7,1.0,6.8,--,3.7,949.8,66,
2019年1月23日,0.9,6.4,-5.4,0.0,1.2,--,2.1,951.7,72,
2019年1月24日,2.8,7.7,-2.9,0.0,9.3,--,2.7,951.3,40,
2019年1月25日,0.1,5.9,-6.5,0.0,5.5,--,1.9,952.0,53,
2019年1月26日,0.5,4.5,-4.6,0.0,5.6,--,3.1,945.7,57,
2019年1月27日,-1.2,7.0,-7.4,--,9.5,--,1.9,955.1,53,
2019年1月28日,-0.3,5.4,-4.4,3.0,0.0,--,2.3,952.8,78,
2019年1月29日,1.0,7.0,-3.2,0.0,9.5,--,2.4,955.9,52,
2019年1月30日,1.1,10.8,-6.0,--,9.5,--,1.8,960.2,62,
2019年1月31日,3.5,10.4,-0.4,8.0,1.1,1,2.6,946.9,69,
2019年2月1日,-1.0,4.7,-5.2,--,7.3,--,2.2,949.7,70,
2019年2月2日,0.8,10.3,-6.1,--,9.5,--,1.8,956.6,70,
2019年2月3日,1.7,9.7,-4.5,11.5,3.8,--,1.3,956.4,83,
2019年2月4日,8.8,14.5,0.9,14.0,9.0,--,5.3,950.2,65,
2019年2月5日,3.4,11.8,-2.0,--,8.5,--,1.6,958.8,67,
2019年2月6日,1.5,4.9,-0.2,1.0,1.4,--,1.1,954.7,93,
2019年2月7日,5.7,12.6,0.6,0.0,1.7,--,3.1,951.3,80,
2019年2月8日,3.0,7.4,-1.3,--,5.8,--,3.3,951.8,56,
2019年2月9日,0.1,3.1,-1.8,0.5,0.0,--,1.9,952.9,74,
2019年2月10日,0.6,6.4,-3.6,--,8.5,--,2.0,958.5,60,
2019年2月11日,1.3,6.0,-2.6,0.0,1.4,--,2.2,959.9,74,
2019年2月12日,2.4,8.4,-2.7,--,9.8,--,3.3,960.0,61,
2019年2月13日,2.5,9.2,-1.7,--,8.1,--,3.1,959.1,57,
2019年2月14日,0.6,5.7,-3.1,--,7.3,--,2.1,960.8,57,
2019年2月15日,1.7,6.5,-4.3,0.0,2.4,--,2.1,959.2,64,
2019年2月16日,6.1,11.7,-0.2,--,9.1,--,4.5,948.2,49,
2019年2月17日,1.6,8.8,-3.9,--,9.9,--,2.8,953.2,44,
2019年2月18日,2.4,12.0,-5.8,--,10.0,--,1.2,960.6,48,
2019年2月19日,3.9,6.9,0.4,23.0,0.0,--,1.2,959.2,85,
2019年2月20日,10.9,16.8,4.3,0.0,7.9,--,5.3,951.5,64,
2019年2月21日,5.5,12.5,0.1,--,10.1,--,1.8,955.0,60,
2019年2月22日,5.1,14.1,-1.1,--,7.0,--,1.4,955.3,68,
2019年2月23日,5.2,11.9,-0.1,--,9.4,--,3.2,951.8,56,
2019年2月24日,5.0,14.0,-2.5,--,7.9,--,1.6,959.7,59,
2019年2月25日,9.1,17.7,2.3,0.0,8.6,--,2.5,953.4,58,
2019年2月26日,6.6,15.3,1.2,--,10.1,--,2.4,954.4,53,
2019年2月27日,5.1,11.6,-0.8,--,2.2,--,1.4,959.7,65,
2019年2月28日,5.4,6.5,4.2,26.5,0.0,--,1.0,951.8,95,
2019年3月1日,7.6,14.1,2.5,--,5.9,--,2.0,951.7,70,
2019年3月2日,5.9,13.6,-0.5,--,9.4,--,1.9,955.4,58,
2019年3月3日,5.0,6.8,2.9,4.0,0.0,--,0.8,952.1,79,
2019年3月4日,6.1,8.6,4.7,8.0,0.0,--,1.2,943.3,94,
2019年3月5日,8.2,14.0,2.9,--,9.8,--,2.7,954.9,66,
2019年3月6日,7.6,11.7,4.9,7.5,0.5,--,1.5,954.3,82,
2019年3月7日,6.5,12.8,1.4,5.0,3.1,--,2.3,942.9,80,
2019年3月8日,4.2,11.4,-1.2,--,10.6,--,1.9,956.1,54,
2019年3月9日,5.5,15.3,-2.5,--,10.6,--,2.5,962.5,59,
2019年3月10日,7.1,13.2,1.3,10.5,2.6,--,1.3,954.3,78,
2019年3月11日,7.0,12.9,3.1,22.0,2.7,--,3.1,938.5,84,
2019年3月12日,5.3,10.3,-0.6,0.0,2.4,--,2.8,945.4,75,
2019年3月13日,3.5,7.7,0.3,2.0,2.7,--,4.2,948.1,72,
2019年3月14日,3.0,7.2,-0.6,0.0,8.1,--,4.5,955.6,60,
2019年3月15日,4.0,11.8,-3.1,--,9.2,--,2.4,956.6,56,
2019年3月16日,4.2,13.0,-0.4,0.5,6.2,--,2.1,950.7,68,
2019年3月17日,1.4,6.7,-2.9,0.5,3.6,--,2.3,955.2,81,
2019年3月18日,5.0,13.9,-3.2,--,10.0,--,2.3,959.0,61,
2019年3月19日,8.3,15.1,2.2,--,2.2,--,1.3,953.9,62,
2019年3月20日,10.9,21.9,1.4,--,10.1,--,2.4,955.6,52,
2019年3月21日,10.7,14.0,7.4,14.0,0.0,--,2.2,949.2,90,
2019年3月22日,12.4,18.2,3.4,--,9.6,--,5.6,943.7,65,
2019年3月23日,3.5,9.6,-0.7,--,2.7,--,2.3,949.3,57,
2019年3月24日,4.3,11.1,-1.7,--,11.0,--,5.0,952.6,45,
2019年3月25日,6.8,13.7,-1.2,--,6.6,--,3.3,955.3,42,
2019年3月26日,9.2,18.0,2.7,0.0,7.2,--,2.8,949.4,42,
2019年3月27日,9.2,16.2,1.6,--,9.5,--,2.8,952.0,46,
2019年3月28日,8.5,13.4,2.4,1.5,4.9,--,3.0,947.4,61,
2019年3月29日,7.7,15.9,0.9,--,7.3,--,2.7,952.1,54,
