ダウンロードした時刻：2021/05/16 23:42:51

,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田,飯田
2020年4月20日,13.1,16.6,10.3,15.5,0.5,--,3.8,947.6,82,
2020年4月21日,12.7,17.8,7.3,--,4.2,--,4.5,947.3,63,
2020年4月22日,8.7,13.6,3.0,--,7.9,--,5.6,945.2,56,
2020年4月23日,6.5,13.3,0.8,0.0,9.1,--,3.9,947.4,58,
2020年4月24日,6.4,13.8,0.7,1.5,9.0,--,3.5,949.9,66,
2020年4月25日,9.0,18.6,-0.2,--,11.3,--,2.6,955.7,58,
2020年4月26日,11.7,17.9,5.0,1.5,4.3,--,2.6,954.4,67,
2020年4月27日,12.9,19.4,6.7,--,12.0,--,3.7,953.3,48,
2020年4月28日,11.5,17.8,5.6,--,11.7,--,3.5,954.9,42,
2020年4月29日,13.2,22.1,3.3,--,12.5,--,4.0,957.1,45,
2020年4月30日,16.0,25.9,6.8,--,12.4,--,2.8,957.5,51,
2020年5月1日,17.7,25.0,9.0,--,12.2,--,4.2,954.5,52,
2020年5月2日,20.7,30.7,10.5,--,12.3,--,3.1,953.1,50,
2020年5月3日,18.3,26.8,12.7,0.0,3.3,--,2.5,953.5,57,
2020年5月4日,17.6,24.8,11.8,3.0,4.4,--,2.5,947.9,76,
2020年5月5日,20.8,29.1,13.5,--,8.8,--,2.5,948.4,60,
2020年5月6日,15.5,18.4,11.7,20.0,0.4,--,2.1,950.2,85,
2020年5月7日,14.1,20.2,9.0,--,12.6,--,4.4,953.3,49,
2020年5月8日,14.0,24.6,5.3,--,10.6,--,2.6,959.3,56,
2020年5月9日,13.7,18.5,9.5,1.5,0.1,--,2.3,957.5,74,
2020年5月10日,15.9,19.4,12.1,25.5,0.0,--,2.4,948.2,96,
2020年5月11日,21.0,29.3,13.1,0.5,12.3,--,3.7,944.1,54,
2020年5月12日,17.7,27.9,8.7,--,8.8,--,2.7,946.0,52,
2020年5月13日,16.7,23.2,10.7,--,11.7,--,3.8,948.3,49,
2020年5月14日,16.9,27.0,7.1,--,12.9,--,2.0,956.3,42,
2020年5月15日,17.4,25.4,10.2,0.0,4.9,--,2.1,958.1,50,
2020年5月16日,14.3,17.0,12.6,40.5,0.0,--,1.5,950.7,92,
2020年5月17日,19.7,29.5,13.5,--,8.5,--,1.9,943.6,74,
2020年5月18日,19.1,25.6,14.3,4.5,3.1,--,2.1,946.5,76,
2020年5月19日,19.2,27.0,14.4,35.5,4.8,--,2.7,938.6,79,
2020年5月20日,17.8,22.2,13.6,--,8.7,--,3.9,944.3,58,
2020年5月21日,16.3,21.1,13.0,--,1.3,--,3.1,951.6,64,
2020年5月22日,17.9,25.5,10.0,--,8.7,--,2.5,954.0,66,
2020年5月23日,19.1,26.2,13.7,0.0,6.3,--,2.4,952.7,68,
2020年5月24日,20.3,26.9,15.7,--,10.9,--,3.2,952.8,65,
2020年5月25日,20.4,26.9,13.4,--,9.1,--,3.1,950.0,67,
2020年5月26日,19.1,24.2,15.3,0.5,0.3,--,1.9,948.2,73,
2020年5月27日,19.4,25.3,14.9,3.0,8.2,--,3.7,944.8,62,
2020年5月28日,18.5,26.6,12.2,--,11.2,--,2.5,946.9,51,
2020年5月29日,17.6,26.4,10.4,0.0,9.1,--,2.0,952.9,59,
2020年5月30日,17.5,27.8,11.1,3.0,9.2,--,2.1,959.2,68,
2020年5月31日,15.4,18.3,12.7,0.0,0.0,--,1.1,957.9,87,
2020年6月1日,19.1,24.8,14.1,0.0,1.5,--,2.2,951.0,79,
2020年6月2日,22.6,29.2,17.2,0.5,12.2,--,4.0,947.3,58,
2020年6月3日,21.7,29.4,15.2,--,8.4,--,2.6,946.3,57,
2020年6月4日,21.0,28.8,15.3,--,6.3,--,2.6,946.3,64,
2020年6月5日,23.7,32.7,15.8,--,11.8,--,2.8,946.7,59,
2020年6月6日,23.5,29.8,18.8,--,6.2,--,2.7,947.0,58,
2020年6月7日,21.9,29.5,16.7,--,8.6,--,2.9,948.8,62,
2020年6月8日,22.4,30.7,16.0,--,11.9,--,2.8,955.8,62,
2020年6月9日,22.6,30.5,15.9,--,12.1,--,2.4,959.2,66,
2020年6月10日,21.8,28.4,15.8,0.0,6.0,--,3.0,956.7,74,
2020年6月11日,21.9,27.6,20.0,22.5,2.3,--,2.9,948.3,91,
2020年6月12日,23.4,27.9,20.2,2.0,1.9,--,2.6,946.6,87,
2020年6月13日,21.2,22.8,20.0,36.0,0.0,--,2.0,947.7,97,
2020年6月14日,22.2,25.2,20.2,60.5,0.0,--,2.9,946.6,94,
2020年6月15日,24.5,30.0,19.3,2.0,10.6,--,3.5,943.9,67,
2020年6月16日,21.5,29.1,15.8,--,9.5,--,2.9,943.4,64,
2020年6月17日,21.2,29.6,14.1,--,12.2,--,2.5,946.3,66,
2020年6月18日,18.2,21.9,16.0,9.5,0.0,--,1.2,947.0,85,
2020年6月19日,16.6,18.3,15.0,41.0,0.0,--,1.1,941.5,97,
2020年6月20日,21.0,28.1,14.2,--,11.1,--,2.1,947.6,73,
2020年6月21日,22.1,29.1,16.8,--,7.5,--,2.3,950.0,66,
2020年6月22日,19.5,22.3,18.0,3.0,0.7,--,1.9,947.8,82,
2020年6月23日,22.2,27.7,16.7,0.0,3.8,--,1.5,950.1,71,
2020年6月24日,23.2,29.4,19.0,2.0,5.0,--,2.2,951.7,76,
2020年6月25日,23.4,29.5,19.3,8.5,2.1,--,2.1,948.8,82,
2020年6月26日,25.2,29.9,22.3,4.5,1.7,--,2.5,946.9,78,
2020年6月27日,24.4,29.6,18.6,0.0,8.6,--,3.2,947.0,61,
2020年6月28日,20.6,26.4,18.3,38.0,2.4,--,1.7,942.5,86,
2020年6月29日,22.3,29.7,15.9,0.0,9.3,--,2.1,947.1,70,
2020年6月30日,20.1,22.0,18.1,81.5,0.0,--,2.1,945.8,90,
2020年7月1日,22.7,26.8,18.8,28.0,1.0,--,3.7,944.3,87,
2020年7月2日,21.9,27.8,17.8,--,2.5,--,2.9,949.3,75,
2020年7月3日,19.4,23.7,17.1,18.5,0.4,--,1.1,954.2,86,
2020年7月4日,21.4,25.6,16.9,47.5,0.0,--,3.5,946.6,94,
2020年7月5日,22.8,26.0,20.5,4.0,0.1,--,2.7,947.7,85,
2020年7月6日,21.4,22.5,20.6,75.0,0.0,--,3.1,949.8,95,
2020年7月7日,23.5,25.9,21.3,17.5,0.0,--,3.4,949.7,90,
2020年7月8日,22.2,25.8,20.1,72.5,0.6,--,3.0,947.3,88,
2020年7月9日,21.1,23.8,20.1,24.0,0.0,--,2.4,950.9,94,
2020年7月10日,22.5,26.3,20.1,11.5,0.0,--,3.1,952.7,91,
2020年7月11日,23.3,26.3,21.9,97.0,0.1,--,3.6,948.3,92,
2020年7月12日,24.6,30.8,20.5,0.0,6.4,--,2.7,946.3,74,
2020年7月13日,19.7,23.4,17.4,25.0,0.3,--,2.5,950.6,85,
2020年7月14日,20.5,22.8,18.4,52.0,0.0,--,2.9,944.0,94,
2020年7月15日,21.3,24.4,18.3,0.5,0.0,--,2.7,941.2,87,
2020年7月16日,22.8,29.4,18.6,0.5,5.6,--,2.1,945.8,79,
2020年7月17日,20.8,22.3,19.3,18.0,0.0,--,0.9,949.4,95,
2020年7月18日,23.4,29.6,20.4,11.5,3.3,--,2.1,950.9,84,
2020年7月19日,25.7,32.9,19.7,0.0,10.2,--,2.8,951.7,69,
2020年7月20日,23.5,28.4,20.1,1.0,1.5,--,1.4,953.1,85,
2020年7月21日,25.2,33.7,21.7,8.5,5.1,--,2.1,952.3,83,
2020年7月22日,26.0,32.8,21.1,13.0,10.6,--,2.6,949.6,75,
2020年7月23日,22.2,24.5,20.2,13.0,0.0,--,1.7,949.8,90,
2020年7月24日,22.8,28.2,19.8,32.0,0.2,--,1.8,950.8,88,
2020年7月25日,22.3,24.7,21.2,52.5,0.1,--,1.5,952.0,95,
2020年7月26日,22.3,26.1,20.0,30.0,0.3,--,2.0,955.2,94,
2020年7月27日,22.5,26.0,19.5,12.5,0.0,--,2.1,955.8,93,
2020年7月28日,23.8,27.5,22.2,26.5,0.0,--,3.2,953.0,88,
2020年7月29日,24.4,31.6,21.2,17.5,2.6,--,1.8,953.0,86,
2020年7月30日,25.1,30.8,21.7,14.5,4.1,--,2.8,954.2,82,
2020年7月31日,25.5,32.1,21.0,10.0,9.4,--,3.5,952.3,75,
2020年8月1日,24.9,32.9,19.1,--,10.4,--,2.2,952.3,74,
2020年8月2日,25.5,32.3,21.4,1.0,7.1,--,2.5,953.6,74,
2020年8月3日,25.3,31.0,21.2,0.0,3.1,--,1.8,954.5,77,
2020年8月4日,27.1,34.3,22.0,--,9.8,--,2.1,955.7,67,
2020年8月5日,27.5,34.7,22.6,0.5,9.4,--,2.1,957.0,71,
2020年8月6日,27.1,33.1,23.0,--,7.2,--,2.4,954.6,70,
2020年8月7日,25.1,29.7,20.4,0.0,3.5,--,2.7,951.5,74,
2020年8月8日,26.8,32.6,22.4,--,6.8,--,2.6,950.9,67,
2020年8月9日,27.4,33.3,23.1,0.0,7.5,--,2.7,953.0,68,
2020年8月10日,27.6,35.4,22.1,--,9.3,--,2.3,955.8,70,
2020年8月11日,28.0,33.7,22.4,--,9.0,--,2.7,956.2,73,
2020年8月12日,28.1,34.7,23.9,0.0,8.4,--,3.1,954.4,71,
2020年8月13日,26.6,32.8,22.4,0.0,7.0,--,2.9,952.1,72,
2020年8月14日,27.9,36.6,20.5,--,11.6,--,3.3,950.1,66,
2020年8月15日,28.6,36.2,21.9,--,12.2,--,2.8,949.8,62,
2020年8月16日,29.0,37.3,22.2,--,12.5,--,2.3,950.9,62,
2020年8月17日,29.0,36.8,22.5,--,12.3,--,2.6,952.0,60,
2020年8月18日,27.8,36.1,21.6,--,9.5,--,1.5,951.2,62,
2020年8月19日,27.6,35.5,22.3,--,9.5,--,2.0,952.2,65,
2020年8月20日,29.1,36.0,24.3,--,9.9,--,2.2,953.0,68,
2020年8月21日,27.3,36.4,22.1,--,7.0,--,1.8,954.3,72,
2020年8月22日,23.8,35.0,19.7,37.5,6.1,--,2.0,953.4,82,
2020年8月23日,23.7,30.9,19.2,0.0,4.9,--,1.8,949.8,78,
2020年8月24日,25.5,33.1,20.0,0.5,10.0,--,2.0,948.5,73,
2020年8月25日,26.9,33.8,21.7,0.0,9.8,--,2.5,951.0,71,
2020年8月26日,27.3,34.1,23.3,--,8.4,--,2.2,952.5,70,
2020年8月27日,27.2,33.4,22.8,--,7.4,--,1.7,952.4,72,
2020年8月28日,26.7,33.1,23.1,0.0,5.5,--,2.1,952.9,76,
2020年8月29日,27.1,35.6,22.2,8.0,9.4,--,1.9,952.5,77,
2020年8月30日,27.8,34.6,24.4,--,5.8,--,2.0,951.4,73,
2020年8月31日,26.9,33.5,23.5,15.0,7.9,--,2.0,951.3,77,
2020年9月1日,26.4,32.5,23.0,--,4.7,--,2.3,952.0,77,
2020年9月2日,26.9,34.3,22.8,0.0,8.9,--,2.0,952.3,72,
2020年9月3日,24.7,29.8,22.2,10.0,1.4,--,2.2,953.4,88,
2020年9月4日,23.9,27.6,21.8,0.5,0.4,--,1.5,955.8,88,
2020年9月5日,25.5,34.0,20.0,3.0,9.2,--,1.7,953.8,78,
2020年9月6日,25.2,32.2,21.2,5.5,7.1,--,2.4,952.5,79,
2020年9月7日,23.9,30.6,20.6,13.5,1.9,--,3.2,954.0,87,
2020年9月8日,24.6,29.6,20.7,0.0,3.7,--,2.8,957.4,78,
2020年9月9日,23.3,32.2,19.2,15.0,6.7,--,2.3,955.2,79,
2020年9月10日,21.8,27.2,19.2,11.0,0.9,--,1.7,953.2,89,
2020年9月11日,24.3,31.7,20.1,--,7.2,--,1.9,955.4,79,
2020年9月12日,24.5,30.5,20.2,0.0,7.1,--,1.5,953.4,74,
2020年9月13日,24.4,27.4,22.5,0.0,0.7,--,2.5,951.4,81,
2020年9月14日,23.3,31.1,18.5,0.0,9.7,--,2.6,950.8,68,
2020年9月15日,21.1,27.6,16.0,--,6.6,--,1.8,953.5,75,
2020年9月16日,21.8,27.5,17.3,--,1.7,--,1.6,953.7,76,
2020年9月17日,24.0,29.8,20.8,2.0,3.6,--,2.6,952.9,78,
2020年9月18日,24.7,28.4,22.2,15.0,0.1,--,3.2,951.2,81,
2020年9月19日,22.7,28.4,18.0,0.5,6.4,--,4.4,952.3,65,
2020年9月20日,18.8,24.0,16.3,1.0,3.1,--,2.1,954.1,78,
2020年9月21日,20.0,27.2,15.5,--,7.9,--,2.0,954.2,68,
2020年9月22日,20.0,27.5,14.5,0.0,6.1,--,1.7,955.6,72,
2020年9月23日,21.6,26.9,17.9,--,2.7,--,2.2,951.8,66,
2020年9月24日,22.0,28.5,18.1,0.0,5.0,--,2.3,951.1,66,
2020年9月25日,18.5,20.5,17.3,27.0,0.0,--,1.1,946.2,88,
2020年9月26日,20.5,25.0,17.3,0.5,1.8,--,1.7,946.7,86,
2020年9月27日,20.2,27.1,15.2,--,7.6,--,1.8,949.0,73,
2020年9月28日,18.3,25.4,12.6,--,10.8,--,2.3,952.4,69,
2020年9月29日,17.4,23.5,12.4,--,5.5,--,1.1,950.1,76,
2020年9月30日,18.1,25.6,11.4,--,9.4,--,1.9,947.2,71,
2020年10月1日,18.7,25.0,14.9,1.0,5.9,--,1.6,949.9,76,
2020年10月2日,18.2,25.3,12.1,--,9.2,--,2.1,956.2,73,
2020年10月3日,18.7,23.9,14.4,--,2.3,--,1.3,956.6,77,
2020年10月4日,19.5,23.7,16.9,0.0,0.6,--,2.1,952.4,79,
2020年10月5日,18.9,25.9,12.8,0.0,3.8,--,3.0,948.7,73,
2020年10月6日,15.5,21.4,10.6,--,6.1,--,1.6,955.3,66,
2020年10月7日,14.8,21.5,10.0,13.5,4.4,--,1.8,961.7,81,
2020年10月8日,13.2,14.0,12.0,49.5,0.0,--,1.7,962.1,97,
2020年10月9日,13.8,14.3,13.3,44.5,0.0,--,1.3,960.5,97,
2020年10月10日,14.9,15.9,13.3,79.5,0.0,--,1.8,953.9,99,
2020年10月11日,18.8,27.0,12.2,--,8.3,--,1.3,950.4,83,
2020年10月12日,19.8,27.7,15.8,--,6.8,--,1.6,950.7,79,
2020年10月13日,19.3,26.6,14.3,--,8.4,--,1.7,952.3,77,
2020年10月14日,18.6,25.1,14.7,--,5.8,--,1.9,956.3,72,
2020年10月15日,16.2,21.2,12.2,--,6.9,--,2.4,957.7,70,
2020年10月16日,14.9,20.7,10.8,0.0,4.6,--,1.6,958.2,63,
2020年10月17日,11.0,13.6,10.2,27.0,0.0,--,1.2,958.8,95,
2020年10月18日,10.9,15.1,8.0,--,1.2,--,1.2,960.2,86,
2020年10月19日,8.7,9.8,6.8,5.0,0.0,--,1.1,961.6,94,
2020年10月20日,11.4,20.5,7.0,--,7.2,--,1.4,963.1,81,
2020年10月21日,11.4,19.4,5.8,--,6.6,--,1.5,962.4,81,
2020年10月22日,13.6,17.6,10.6,1.0,0.3,--,1.1,956.2,86,
2020年10月23日,13.9,17.9,10.8,39.5,0.5,--,1.6,943.9,95,
2020年10月24日,10.9,16.3,7.0,0.5,3.8,--,3.1,947.6,74,
2020年10月25日,10.1,18.5,3.9,--,10.0,--,2.4,952.9,69,
2020年10月26日,10.1,19.2,4.0,--,8.7,--,1.1,955.8,75,
2020年10月27日,10.9,19.3,4.8,0.0,6.5,--,1.4,958.1,78,
2020年10月28日,10.9,18.3,5.6,--,3.6,--,1.5,958.7,76,
2020年10月29日,12.2,20.4,6.8,--,9.8,--,2.2,956.0,64,
2020年10月30日,9.9,17.6,5.1,--,9.7,--,2.0,957.2,65,
2020年10月31日,8.6,17.7,2.2,--,9.8,--,1.5,963.4,63,
2020年11月1日,8.9,17.2,1.8,--,5.4,--,1.5,964.1,77,
2020年11月2日,11.4,14.9,8.1,14.0,0.0,--,1.0,956.7,94,
2020年11月3日,13.0,18.6,8.0,1.5,8.6,--,3.7,948.2,67,
2020年11月4日,8.0,15.1,3.4,0.0,9.6,--,3.3,954.3,61,
2020年11月5日,7.0,16.8,0.2,--,8.7,--,1.3,963.0,71,
2020年11月6日,8.1,16.6,4.4,--,1.9,--,1.1,963.5,73,
2020年11月7日,11.3,16.4,6.3,17.0,0.0,--,1.0,956.2,86,
2020年11月8日,14.6,19.8,7.6,0.0,6.2,--,4.9,950.5,65,
2020年11月9日,8.5,14.7,4.0,--,9.3,--,3.9,953.0,64,
2020年11月10日,6.7,14.5,1.3,--,9.5,--,2.9,958.3,63,
2020年11月11日,6.1,13.9,-0.2,--,9.5,--,1.5,965.7,67,
2020年11月12日,7.5,16.8,2.0,--,8.4,--,1.4,968.1,74,
2020年11月13日,8.1,19.0,1.9,--,6.5,--,1.4,963.1,77,
2020年11月14日,9.2,18.5,2.8,--,9.5,--,1.2,964.7,66,
2020年11月15日,8.8,18.1,0.7,--,7.1,--,1.4,967.2,77,
2020年11月16日,13.2,20.0,8.1,0.0,7.1,--,2.6,962.5,71,
2020年11月17日,10.9,19.4,3.6,--,8.6,--,1.1,965.7,76,
2020年11月18日,14.1,22.1,9.9,0.0,///,--,1.6,963.8,78,
2020年11月19日,16.0,20.6,11.9,1.0,2.6,--,2.4,959.1,81,
2020年11月20日,16.3,18.4,13.5,12.0,0.0,--,3.5,950.2,89,
2020年11月21日,11.8,18.2,5.2,--,9.3,--,3.4,955.1,62,
2020年11月22日,9.4,15.5,3.0,0.5,0.5,--,1.8,958.4,82,
2020年11月23日,12.5,17.8,5.4,1.0,9.1,--,3.2,953.8,70,
2020年11月24日,7.7,14.8,2.2,--,9.0,--,1.0,961.2,73,
2020年11月25日,9.9,17.4,4.7,--,4.5,--,1.9,959.5,70,
2020年11月26日,8.1,16.1,2.2,--,9.1,--,1.0,959.2,75,
2020年11月27日,9.9,15.7,4.7,0.0,6.1,--,2.2,956.7,72,
2020年11月28日,8.4,14.2,2.0,4.5,8.5,--,3.1,953.1,58,
2020年11月29日,5.1,11.6,0.8,--,6.0,--,2.0,959.3,66,
2020年11月30日,5.3,13.5,-0.8,--,8.4,--,1.9,961.6,68,
2020年12月1日,4.3,12.4,-1.5,--,9.2,--,1.1,964.5,70,
2020年12月2日,6.2,12.4,0.6,--,3.9,--,1.1,961.6,78,
2020年12月3日,8.4,13.4,3.4,--,8.6,--,3.7,954.4,66,
2020年12月4日,5.8,12.7,1.0,--,9.1,--,1.6,959.0,63,
2020年12月5日,7.1,14.6,2.2,0.0,7.4,--,2.5,960.7,64,
2020年12月6日,4.0,12.6,-1.2,--,7.3,--,0.9,961.5,74,
2020年12月7日,6.0,16.6,-2.7,--,7.5,--,2.7,958.6,70,
2020年12月8日,9.1,14.7,2.6,0.0,8.9,--,3.6,956.1,61,
2020年12月9日,4.5,10.8,0.9,--,5.8,--,1.2,959.8,74,
2020年12月10日,4.4,14.0,-0.8,--,5.1,--,1.4,956.7,75,
2020年12月11日,5.5,13.8,-0.6,--,6.1,--,1.9,954.4,69,
2020年12月12日,6.1,12.9,1.7,--,4.9,--,1.7,947.2,73,
2020年12月13日,4.6,9.0,0.1,0.0,1.7,--,3.1,949.3,70,
2020年12月14日,4.4,7.5,0.5,0.0,0.6,--,3.0,947.8,70,
2020年12月15日,1.6,5.1,-0.9,0.0,6.8,--,4.4,950.5,56,
2020年12月16日,-0.4,2.7,-1.9,1.0,0.6,1,3.5,950.8,72,
2020年12月17日,-0.5,4.6,-4.1,0.0,7.5,--,3.1,954.9,61,
2020年12月18日,0.5,7.6,-6.1,0.0,6.4,--,2.5,956.9,71,
2020年12月19日,2.6,7.2,-1.5,0.0,8.1,--,3.7,953.9,61,
2020年12月20日,0.0,6.2,-4.2,--,8.1,--,2.3,957.2,52,
2020年12月21日,-0.8,7.2,-7.0,--,8.9,--,1.8,959.3,59,
2020年12月22日,0.4,8.8,-5.9,--,8.8,--,1.9,959.6,67,
2020年12月23日,2.3,11.2,-3.5,0.0,8.5,--,1.4,958.9,68,
2020年12月24日,3.4,8.6,-2.5,0.0,1.8,--,1.8,953.1,67,
2020年12月25日,4.8,7.8,1.4,0.0,6.1,--,4.8,948.3,60,
2020年12月26日,1.9,8.5,-2.6,--,8.9,--,3.3,956.7,63,
2020年12月27日,2.9,11.4,-4.0,--,7.0,--,1.2,959.5,67,
2020年12月28日,4.6,9.7,0.1,2.5,3.3,--,1.4,957.2,85,
2020年12月29日,2.8,9.3,-2.8,--,3.5,--,1.1,956.2,88,
2020年12月30日,4.9,10.5,-1.8,11.0,1.4,--,4.2,936.8,73,
2020年12月31日,-1.4,2.6,-5.5,1.0,6.0,1,3.2,947.2,60,
2021年1月1日,-0.8,2.5,-3.4,1.0,2.6,1,3.3,953.1,77,
2021年1月2日,0.7,3.8,-3.5,0.0,3.6,--,4.5,955.1,69,
2021年1月3日,1.1,5.4,-2.1,0.0,5.5,--,3.8,958.8,68,
2021年1月4日,1.8,8.3,-2.2,--,8.2,--,3.1,961.5,67,
2021年1月5日,2.0,7.3,-2.6,--,3.0,--,2.4,956.7,70,
2021年1月6日,2.3,6.8,-2.1,0.0,6.4,--,3.0,950.9,63,
2021年1月7日,-0.2,4.1,-4.1,0.5,0.5,--,5.2,945.8,60,
2021年1月8日,-3.8,-1.6,-5.1,0.0,2.1,--,3.2,947.1,66,
2021年1月9日,-3.7,0.0,-6.6,0.0,6.2,--,3.0,948.6,63,
2021年1月10日,-1.8,3.4,-6.2,0.0,8.7,--,3.7,953.9,61,
2021年1月11日,-0.6,3.7,-4.0,0.0,2.9,--,1.8,958.5,66,
2021年1月12日,-0.9,0.8,-2.5,6.0,0.0,7,0.8,952.1,90,
2021年1月13日,-0.8,6.0,-5.4,--,6.9,--,1.5,953.1,86,
2021年1月14日,2.3,11.2,-3.3,--,8.9,--,1.7,956.8,75,
2021年1月15日,2.0,11.7,-4.7,--,7.5,--,1.1,958.9,78,
2021年1月16日,2.9,8.6,-2.1,1.5,0.7,--,1.9,952.2,85,
2021年1月17日,1.9,5.5,-0.9,0.0,0.9,--,3.2,952.1,72,
2021年1月18日,-0.1,4.6,-4.7,0.0,5.4,1,2.8,951.6,67,
2021年1月19日,0.3,4.7,-5.0,0.5,9.3,--,4.1,955.9,55,
2021年1月20日,-1.6,5.9,-7.4,--,9.3,--,1.2,964.8,58,
2021年1月21日,1.6,13.7,-6.0,--,9.1,--,1.8,962.1,57,
2021年1月22日,5.3,11.9,-0.5,0.0,0.2,--,1.3,956.3,72,
2021年1月23日,4.8,5.8,4.0,18.5,0.0,--,0.7,955.7,95,
2021年1月24日,4.4,6.2,3.4,19.5,0.0,--,1.0,956.2,96,
2021年1月25日,5.0,12.3,0.3,0.0,8.5,--,1.7,962.0,77,
2021年1月26日,4.4,11.2,-3.0,2.0,2.9,--,1.8,960.0,80,
2021年1月27日,8.8,14.7,3.4,14.0,4.5,--,2.6,950.8,82,
2021年1月28日,3.7,6.4,2.2,1.0,0.1,--,1.3,948.1,83,
2021年1月29日,0.1,5.1,-1.6,1.0,3.5,--,4.8,945.0,62,
2021年1月30日,0.2,4.3,-4.5,0.0,9.1,--,4.2,956.0,52,
2021年1月31日,2.6,10.3,-2.0,0.0,9.5,--,2.3,962.0,58,
2021年2月1日,3.0,10.9,-3.2,20.5,5.7,--,2.0,960.8,76,
2021年2月2日,5.6,9.5,0.8,16.0,2.5,--,4.3,948.6,67,
2021年2月3日,2.0,5.6,0.3,0.0,8.2,--,5.2,953.8,51,
2021年2月4日,1.1,2.8,-0.5,0.0,0.7,--,4.1,954.6,63,
2021年2月5日,2.7,9.2,-4.4,--,9.7,--,3.4,956.4,52,
2021年2月6日,7.4,14.4,0.3,--,9.6,--,3.7,952.1,42,
2021年2月7日,6.0,11.8,1.1,0.5,7.7,--,3.6,950.7,59,
2021年2月8日,2.8,7.8,-0.9,0.0,5.5,--,3.7,949.3,53,
2021年2月9日,0.4,5.2,-3.6,--,9.7,--,4.9,955.1,37,
2021年2月10日,2.0,9.9,-4.9,--,9.5,--,3.0,955.8,53,
2021年2月11日,5.6,13.0,-0.6,--,9.8,--,2.6,957.7,46,
2021年2月12日,3.9,10.3,-0.6,--,1.6,--,0.7,963.6,62,
2021年2月13日,6.5,15.9,-1.3,--,8.0,--,2.0,964.1,68,
2021年2月14日,7.7,16.6,-0.1,--,7.9,--,2.0,958.6,72,
2021年2月15日,7.4,10.4,5.6,16.0,0.6,--,2.8,937.6,84,
2021年2月16日,2.9,6.0,0.5,0.5,3.4,--,4.9,942.7,61,
2021年2月17日,-0.8,2.3,-4.8,0.5,1.4,--,5.3,939.9,70,
2021年2月18日,-2.2,2.2,-4.7,0.5,6.3,--,3.6,944.0,68,
2021年2月19日,0.8,10.4,-6.6,--,10.0,--,2.6,950.9,60,
2021年2月20日,6.9,12.9,0.6,0.0,10.0,--,5.1,949.9,49,
2021年2月21日,10.3,18.1,4.7,0.0,9.9,--,3.3,952.0,55,
2021年2月22日,9.3,18.7,2.0,--,10.1,--,2.4,950.8,58,
2021年2月23日,7.8,12.2,0.0,0.0,10.0,--,5.4,950.2,46,
2021年2月24日,2.2,10.4,-3.2,--,10.2,--,2.3,956.3,45,
2021年2月25日,3.4,12.7,-4.7,--,9.6,--,2.3,959.9,44,
2021年2月26日,3.9,5.9,1.7,0.0,0.0,--,1.6,958.1,73,
2021年2月27日,3.1,10.3,-1.5,--,9.9,--,2.7,962.2,52,
2021年2月28日,3.8,14.4,-4.5,--,9.4,--,1.9,968.4,56,
2021年3月1日,9.0,17.6,1.4,--,7.0,--,3.1,962.1,60,
2021年3月2日,9.7,14.3,2.2,20.5,0.0,--,4.7,948.5,82,
2021年3月3日,4.7,11.0,-1.1,--,10.5,--,2.9,961.3,56,
2021年3月4日,7.9,13.8,3.1,--,4.4,--,2.2,966.0,62,
2021年3月5日,6.8,11.5,2.7,12.0,1.2,--,1.2,960.5,84,
2021年3月6日,9.4,17.6,4.3,0.0,4.9,--,2.0,956.3,79,
2021年3月7日,6.6,11.9,2.5,1.0,1.4,--,2.2,961.2,73,
2021年3月8日,7.8,12.0,3.9,4.0,2.1,--,1.5,959.7,82,
2021年3月9日,7.1,14.1,0.3,--,5.7,--,1.8,960.3,73,
2021年3月10日,9.4,17.9,2.8,--,10.4,--,2.5,958.3,49,
2021年3月11日,7.5,17.7,-0.5,--,10.6,--,2.3,964.4,57,
2021年3月12日,6.0,10.7,2.3,11.0,0.0,--,1.2,961.8,84,
2021年3月13日,6.8,9.3,4.5,27.0,0.3,--,1.6,947.4,94,
2021年3月14日,7.9,15.4,2.6,--,10.5,--,3.2,948.2,55,
2021年3月15日,7.4,16.9,-0.7,--,10.9,--,2.0,953.1,54,
2021年3月16日,8.3,14.8,0.8,2.5,1.2,--,2.7,951.5,75,
2021年3月17日,9.1,17.7,2.9,--,10.1,--,2.4,950.8,62,
2021年3月18日,8.2,19.9,-0.3,--,10.9,--,2.0,956.3,59,
2021年3月19日,9.8,20.3,1.5,--,10.7,--,1.9,956.6,55,
2021年3月20日,11.1,19.1,3.1,4.5,8.7,--,3.3,956.8,64,
2021年3月21日,13.1,16.7,9.9,49.5,0.0,--,3.1,945.3,91,
2021年3月22日,8.8,13.4,2.9,0.0,9.9,--,5.6,947.0,48,
2021年3月23日,6.7,14.9,-0.7,--,11.2,--,2.2,957.5,50,
2021年3月24日,9.8,20.1,0.0,--,11.2,--,2.3,961.3,55,
2021年3月25日,8.5,14.3,4.0,0.0,0.8,--,2.0,957.3,73,
2021年3月26日,8.3,17.4,0.7,--,9.6,--,2.9,955.1,61,
2021年3月27日,10.0,19.1,1.2,--,9.2,--,2.6,959.8,60,
2021年3月28日,12.5,14.4,10.6,40.0,0.0,--,3.4,952.4,83,
2021年3月29日,15.5,23.0,10.7,9.5,8.4,--,3.0,944.5,68,
2021年3月30日,15.3,25.6,7.3,--,7.2,--,2.8,947.1,57,
